pl_text,en_text,encoded_gender,no_context,with_context,with_context_two_steps,chrf_no_context,bleu_no_context,bertscore_no_context,comet_no_context,chrf_with_context,bleu_with_context,bertscore_with_context,comet_with_context,chrf_with_context_two_steps,bleu_with_context_two_steps,bertscore_with_context_two_steps,comet_with_context_two_steps
"Cześć, jestem Emily. Jestem nową sąsiadką. Jestem zdenerwowana, ponieważ mój dostawca energii elektrycznej powiedział mi, że w moim domu zostanie wyłączony prąd. Bateria mi padła, więc byłabym bardzo wdzięczna, gdybym mogła wpaść, żeby naładować telefon.","Hello, I’m Emily. I’m your new neighbor. I am annoyed because my electricity provider told me that the power was going to be turned off at my house. My battery is dead so I would be very grateful if you could let me in to charge my phone.",feminine,"Cześć, jestem Emily. Jestem twoim nowym sąsiadem. Jestem zirytowana, ponieważ dostawca prądu powiedział mi, że w moim domu zostanie odcięty prąd. Moja bateria jest rozładowana, więc byłabym bardzo wdzięczna, gdybyś pozwolił mi wejść i naładować telefon.","Cześć, jestem Emily. Jestem twoją nową sąsiadką. Jestem zirytowana, ponieważ dostawca prądu powiedział mi, że w moim domu zostanie odcięty prąd. Moja bateria jest rozładowana, więc byłabym bardzo wdzięczna, gdybyś pozwoliła mi wejść i naładować telefon.","Cześć, jestem Emily. Jestem twoją nową sąsiadką. Jestem zirytowana, ponieważ dostawca prądu powiedział mi, że w moim domu zostanie odcięty prąd. Moja bateria jest rozładowana, więc byłabym bardzo wdzięczna, gdybyś pozwoliła mi wejść i naładować telefon.",0.6439975779394187,0.32329508170352383,0.8962368965148926,0.9023498296737671,0.6725311693614128,0.3515787253565496,0.9025120735168457,0.9066029787063599,0.6725311693614128,0.3515787253565496,0.9025120735168457,0.9066029787063599
"Jestem ich córką i nalegam by porozmawiać z waszym kierownikiem. Jestem pewna, że można znaleźć lepszy pokój dla moich rodziców. Jestem strasznie rozczarowana obsługą w waszym hotelu.",I’m their daughter and I demand to speak with your manager. I’m certain you can get a better room for my parents. I’m terribly disappointed by the service at your hotel.,feminine,"Jestem ich córką i domagam się rozmowy z waszym kierownikiem. Jestem pewna, że możecie zaoferować lepszy pokój dla moich rodziców. Jestem bardzo rozczarowana obsługą w waszym hotelu.","Jestem ich córką i domagam się rozmowy z waszym menedżerem. Jestem pewna, że możecie zaoferować lepszy pokój dla moich rodziców. Jestem strasznie rozczarowana obsługą w waszym hotelu.","Jestem ich córką i domagam się rozmowy z waszą przełożoną. Jestem pewna, że możecie zaoferować lepszy pokój dla moich rodziców. Jestem bardzo rozczarowana obsługą w waszym hotelu.",0.7579013303751131,0.5611661017870316,0.9227661490440369,0.9479908347129822,0.7488081024729323,0.5761436789607579,0.9198103547096252,0.9469441771507263,0.6639211470752407,0.44120063733294235,0.8994866609573364,0.9440280199050903
Dzień dobry. Jestem żoną Milo. Od dwóch lat jestem licencjonowaną farmaceutką. Miło mi cię poznać.,Hello. I am Milo’s wife. I have been a licensed pharmacist for two years. Nice to meet you.,feminine,Cześć. Jestem żoną Mila. Od dwóch lat jestem licencjonowanym farmaceutą. Miło cię poznać.,Cześć. Jestem żoną Mili. Od dwóch lat jestem licencjonowaną farmaceutką. Miło cię poznać.,Cześć. Jestem żoną Mili. Od dwóch lat jestem licencjonowaną farmaceutką. Miło cię poznać.,0.7053377849071145,0.23073674980977188,0.9185404181480408,0.9459919929504395,0.7909035722144823,0.485215102965035,0.931713879108429,0.9702895283699036,0.7909035722144823,0.485215102965035,0.931713879108429,0.9702895283699036
"Jestem pierwszą kobietą na stanowisku prezydenta tego kraju. Urodziłam się w maleńkiej wiosce. Jako młoda uczennica musiałam iść ponad dwie godziny, aby dotrzeć do szkoły.","I’m the first female president of the country. I was born in a tiny village. As a young student, I had to walk for more than two hours to reach school.",feminine,"Jestem pierwszą kobiecą prezydentką kraju. Urodziłam się w małej wiosce. Jako młoda uczennica musiałam chodzić ponad dwie godziny, aby dotrzeć do szkoły.","Jestem pierwszą kobietą-prezydentem kraju. Urodziłam się w małej wiosce. Jako młoda uczennica musiałam iść ponad dwie godziny, aby dotrzeć do szkoły.","Jestem pierwszą kobiecą prezydentką kraju. Urodziłam się w małej wiosce. Jako młoda uczennica musiałam chodzić ponad dwie godziny, aby dotrzeć do szkoły.",0.7627180747109481,0.49124288963739615,0.9315299391746521,0.9504194855690002,0.8077325078167052,0.6130710345103997,0.9596397876739502,0.9493253827095032,0.7627180747109481,0.49124288963739615,0.9315299391746521,0.9504194855690002
"Tak, jestem jego wujkiem. Jestem nowym właścicielem księgarni z ogromnym niebieskim kotem w gablocie. Jestem zaskoczony, że nigdy wcześniej tego nie zauważyłeś(-aś).","Yes, I’m his uncle. I’m the new owner of the bookstore with the giant blue cat in the showcase. I’m surprised you never noticed it before.",masculine,"Tak, jestem jego wujkiem. Jestem nowym właścicielem księgarni z ogromnym niebieskim kotem w witrynie. Dziwię się, że nigdy wcześniej tego nie zauważyłeś.","Tak, jestem jego wujkiem. Jestem nowym właścicielem księgarni z ogromnym niebieskim kotem w witrynie. Dziwię się, że nigdy wcześniej tego nie zauważyłeś.","Tak, jestem jego wujkiem. Jestem nowym właścicielem księgarni z ogromnym niebieskim kotem w witrynie. Dziwię się, że nigdy wcześniej tego nie zauważyłeś.",0.7836353541222861,0.7245511487202049,0.9298948049545288,0.9317061901092529,0.7836353541222861,0.7245511487202049,0.9298948049545288,0.9317061901092529,0.7836353541222861,0.7245511487202049,0.9298948049545288,0.9317061901092529
"Jestem mężem Alex. Przepraszam, że przerywam, ale szukam łazienki. Wpadłem do basenu i muszę się przebrać.","I’m Alex’s husband. Sorry to interrupt, but I’m looking for the bathroom. I fell in the swimming pool and I need to change.",masculine,"Jestem mężem Aleksa. Przepraszam, że przerywam, ale szukam toalety. Wpadłem do basenu i muszę się przebrać.","Jestem mężem Aleksa. Przepraszam, że przeszkadzam, ale szukam toalety. Przewróciłem się w basenie i muszę się przebrać.","Jestem mężem Aleksa. Przepraszam, że przerywam, ale szukam toalety. Wpadłem do basenu i muszę się przebrać.",0.8455435123975815,0.6413865258981679,0.9707134962081909,0.8939282894134521,0.6552202303023766,0.2140909265975804,0.9272268414497375,0.8534422516822815,0.8455435123975815,0.6413865258981679,0.9707134962081909,0.8939282894134521
"Jestem wdowcem. Od śmierci Adele czuję się raczej samotny, ale jestem głęboko wdzięczny moim dzieciom. Pomogły mi odnaleźć wewnętrzny spokój.","I’m a widower. I feel rather lonely since Adele’s death, but I am deeply grateful to my children. They have helped me to find some inner peace.",masculine,"Jestem wdowcem. Od śmierci Adele czuję się dość samotny, ale jestem głęboko wdzięczny moim dzieciom. Pomogły mi one odnaleźć wewnętrzny spokój.","Jestem wdowcem. Od śmierci Adeli czuję się dość samotny, ale jestem głęboko wdzięczny moim dzieciom. Pomogły mi one odnaleźć wewnętrzny spokój.","Jestem wdowcem. Od śmierci Adeli czuję się dość samotny, ale jestem głęboko wdzięczny moim dzieciom. Pomogły mi one odnaleźć wewnętrzny spokój.",0.9151266633120794,0.7242447986095324,0.9778680801391602,0.9723086357116699,0.8856525046827852,0.5919783121240433,0.9695407152175903,0.9688153266906738,0.8856525046827852,0.5919783121240433,0.9695407152175903,0.9688153266906738
"Jako biznesmen jestem zawsze bardzo zajęty. Nie jest mi łatwo pozostać zaangażowanym politycznie, ale jestem zdeterminowany, by walczyć o swoje przekonania. Dlatego wystartowałem w wyborach związkowych.","As a businessman, I’m always very busy. It’s not easy for me to stay politically engaged but I’m determined to fight for my convictions. That’s why I ran for union elections.",masculine,"Jako biznesmen zawsze jestem bardzo zajęty. Nie jest łatwo dla mnie pozostać zaangażowanym politycznie, ale jestem zdeterminowany, aby walczyć o swoje przekonania. Dlatego kandydowałem w wyborach do związku zawodowego.","Jako biznesmen zawsze jestem bardzo zajęty. Niełatwo mi być zaangażowanym politycznie, ale jestem zdeterminowany, aby walczyć o swoje przekonania. Dlatego kandydowałem w wyborach związkowych.","Jako przedsiębiorca zawsze jestem bardzo zapracowany. Trudno mi znaleźć czas na aktywność polityczną, ale jestem zdecydowany bronić swoich poglądów. Dlatego ubiegałem się o stanowisko w zarządzie związku zawodowego.",0.8011588185007336,0.4132975527761285,0.9465463161468506,0.9548429250717163,0.7979969249499607,0.3706857133237133,0.9458155035972595,0.9620906710624695,0.39057089584196863,0.02123934952630704,0.803077757358551,0.9303159117698669
"Mam na imię Mateo. Pracuję jako konsultant prawny dla kilku laboratoriów medycznych. Jestem pod ciągłym wrażeniem postępu, jakiego dokonują.",My name is Mateo. I work as a legal consultant for several medical laboratories. I’m constantly impressed by the progress they make.,masculine,"Nazywam się Mateo. Pracuję jako konsultant prawny dla kilku laboratoriów medycznych. Jestem stale pod wrażeniem postępów, jakie osiągają.","Mam na imię Mateusz. Pracuję jako konsultant prawny dla kilku laboratoriów medycznych. Jestem stale pod wrażeniem postępów, jakie osiągają.","Nazywam się Mateusz. Pracuję jako konsultant prawny dla kilku laboratoriów medycznych. Jestem stale pod wrażeniem postępów, jakie osiągają.",0.7492010973883318,0.5067483080840262,0.9264776706695557,0.9592154026031494,0.7735871886909559,0.5184341074271375,0.9463533759117126,0.9655982851982117,0.7211931549396242,0.44804573994434344,0.9179590940475464,0.9616090059280396
"Odkąd zostałem ojcem, nauczyłem się patrzeć na sprawy z odpowiedniej perspektywy. Nie przejmuję się tak bardzo bałaganem i jestem ekspertem od pieluch. Mój brat mówi, że jestem nadopiekuńczym rodzicem, ale ja uważam, że jestem po prostu czujny.","Since I became a father, I learned to put things in perspective. I’m much less of a neat freak and I’m now a cloth diaper expert. My brother says I’m an overprotective parent, but I think I’m just being vigilant.",masculine,"Od kiedy zostałem ojcem, nauczyłem się stawiać rzeczy w odpowiedniej perspektywie. Jestem znacznie mniej pedantyczny i teraz jestem ekspertem od pieluch tetrowych. Mój brat mówi, że jestem nadopiekuńczym rodzicem, ale ja myślę, że po prostu jestem czujny.","Od kiedy zostałem ojcem, nauczyłem się stawiać rzeczy w odpowiedniej perspektywie. Jestem znacznie mniej pedantyczny i teraz jestem ekspertem od pieluch tetrowych. Mój brat mówi, że jestem nadopiekuńczym rodzicem, ale ja uważam, że po prostu jestem ostrożny.","Od kiedy zostałem ojcem, nauczyłem się stawiać rzeczy w odpowiedniej perspektywie. Jestem znacznie mniej pedantyczny i teraz jestem ekspertem od pieluch tetrowych. Brat mówi, że jestem nadopiekuńczym rodzicem, ale ja myślę, że po prostu jestem czujny.",0.6661656859365942,0.3453231400821684,0.9079315662384033,0.8815962076187134,0.6870203809530745,0.3979285477909745,0.9096432328224182,0.8746197819709778,0.6380042347778746,0.2826249814896244,0.8962560296058655,0.8780175447463989
"Jestem tłumaczem i tłumaczę książki. Ale ludzie często mówią o mnie: ""On jest interpretatorem"", a to nieprawda.","I'm a translator, and I translate books. But people often tell about me: ""He is an interpreter"". This is not true.",masculine,"Jestem tłumaczem i tłumaczę książki. Ludzie często jednak mówią o mnie: ""On jest tłumaczem ustnym"". To nieprawda.","Jestem tłumaczem i tłumaczę książki. Ale ludzie często mówią o mnie: ""Ona jest tłumaczką"". To nieprawda.","Jestem tłumaczem i tłumaczę książki. Ludzie często jednak mówią o mnie: ""Ten tłumacz jest tłumaczem ustnym"". To nieprawda.",0.6869877306093451,0.44815017360408727,0.9284526109695435,0.918580174446106,0.7552882781645517,0.6391530999689502,0.9485215544700623,0.8581914901733398,0.6414374380862898,0.2911892337378932,0.9100790023803711,0.8964310884475708
Ta osoba nie jest zwyczajną profesjonalistką. Jest wyjątkową spawaczką podwodną.,This person is not just a professional. She is a unique underwater welder.,feminine,Ta osoba to nie tylko profesjonalista. Jest unikalnym spawaczem podwodnym.,Ta osoba nie jest tylko profesjonalistką. Jest unikalną spawaczką podwodną.,Ona to nie tylko profesjonalistka. Jest unikalną spawaczką podwodną.,0.4448824599731669,0.05307712171072445,0.8671299815177917,0.910199761390686,0.7013415243692366,0.3549481056010053,0.9267706274986267,0.9516890645027161,0.5088582760001608,0.05396530161402381,0.8708922863006592,0.9386588335037231
I wtedy pojawiła się postać. Miała na sobie czerwoną sukienkę. To była moja żona.,And then a silhouette appeared. She wore a red dress. It was my wife.,feminine,A potem pojawiła się sylwetka. Miała na sobie czerwoną sukienkę. To była moja żona.,A potem pojawiła się sylwetka. Miała na sobie czerwoną sukienkę. To była moja żona.,Pojawiła się sylwetka. Miała na sobie czerwoną sukienkę. To była moja żona.,0.802382303326135,0.6450001140844255,0.9405953288078308,0.9449302554130554,0.802382303326135,0.6450001140844255,0.9405953288078308,0.9449302554130554,0.7819931944878875,0.6173028691712479,0.9155372977256775,0.9313457608222961
"Kiedy widzę mężczyznę, wiem, że to tylko mężczyzna. Może być lekarzem lub nauczycielem. Może być nawet mężem, ale jest tylko mężczyzną.","When I see a man, I know he is just a man. He can be a doctor or a teacher. He even can be a husband, but he is just a man.",masculine,"Kiedy widzę mężczyznę, wiem, że jest po prostu mężczyzną. Może być lekarzem lub nauczycielem. Nawet może być mężem, ale jest po prostu mężczyzną.","Kiedy widzę mężczyznę, wiem, że jest po prostu mężczyzną. Może być lekarzem lub nauczycielem. Nawet może być mężem, ale jest po prostu mężczyzną.","Kiedy widzę mężczyznę, wiem, że jest po prostu mężczyzną. Może być lekarzem lub nauczycielem. Nawet może być mężem, ale jest po prostu mężczyzną.",0.7427542016350651,0.37494051432044967,0.9249339699745178,0.9545866250991821,0.7427542016350651,0.37494051432044967,0.9249339699745178,0.9545866250991821,0.7427542016350651,0.37494051432044967,0.9249339699745178,0.9545866250991821
"Lana, nie denerwuj się. Jesteś dziesięć razy lepszą aktorką niż ona kiedykolwiek będzie. Jesteś wspaniałą kobietą!","Lana, don't get upset. You are ten times the actress she will ever be. You are a great woman!",feminine,"Lana, nie przejmuj się. Jesteś dziesięć razy lepszą aktorką niż ona kiedykolwiek będzie. Jesteś wspaniałą kobietą!","Lano, nie przejmuj się. Jesteś dziesięć razy lepszą aktorką niż ona kiedykolwiek będzie. Jesteś wspaniałą kobietą!","Lana, nie przejmuj się. Jesteś dziesięć razy lepszą aktorką niż ona kiedykolwiek będzie. Jesteś wspaniałą kobietą!",0.9149431211454638,0.8371170098777919,0.9763117432594299,0.9464988708496094,0.8854224825022229,0.8065008590125561,0.9607625603675842,0.9472760558128357,0.9149431211454638,0.8371170098777919,0.9763117432594299,0.9464988708496094
"Mój mąż jest przytomny, ale nie odczuwa bólu. On sam jest lekarzem, ale to mu nie pomoże. Uważam, że jest złym lekarzem.","My husband is conscious but reporting no pain. He is a doctor himself, but it doesn't help him. I believe, he is a bad doctor.",masculine,"Mój mąż jest przytomny, ale nie zgłasza bólu. Jest lekarzem, ale to mu nie pomaga. Myślę, że jest złym lekarzem.","Mój mąż jest przytomny, ale nie zgłasza bólu. On sam jest lekarzem, ale to mu nie pomaga. Wierzę, że jest złym lekarzem.","Mój mąż jest przytomny, ale nie zgłasza bólu. Jest lekarzem, ale to mu nie pomaga. Myślę, że jest złym lekarzem.",0.7077594591896793,0.49444506108522585,0.9379062652587891,0.8986061811447144,0.7901059770326565,0.6888074582865503,0.9603365659713745,0.9374122023582458,0.7077594591896793,0.49444506108522585,0.9379062652587891,0.8986061811447144
"Britney jest piosenkarką, a o tej piosenkarce donoszą wszystkie główne stacje telewizyjne.","Britney is a singer, and the singer is reported on by all major TV stations.",feminine,"Britney jest piosenkarką, a piosenkarka jest relacjonowana przez wszystkie główne stacje telewizyjne.","Britney jest piosenkarką, a wszystkie główne stacje telewizyjne relacjonują jej występy.","Britney jest piosenkarką, a piosenkarki są relacjonowane przez wszystkie główne stacje telewizyjne.",0.7799325563874465,0.4240125351805037,0.9050670266151428,0.9409589171409607,0.6986127851321703,0.30983802298041674,0.8698509931564331,0.9479587078094482,0.7819440849315953,0.4240125351805037,0.9016245007514954,0.8634984493255615
"John jest piosenkarzem, a o tym piosenkarzu donoszą wszystkie główne stacje telewizyjne.","John is a singer, and the singer is reported on by all major TV stations.",masculine,"John jest piosenkarzem, a piosenkarz jest relacjonowany przez wszystkie główne stacje telewizyjne.","John jest śpiewakiem, i śpiewaka relacjonują wszystkie główne stacje telewizyjne.","Jan jest piosenkarzem, a piosenkarza relacjonują wszystkie główne stacje telewizyjne.",0.7819223046980799,0.4240125351805037,0.9071490168571472,0.9147024750709534,0.5583428194367689,0.2557665697125104,0.8757118582725525,0.8565808534622192,0.7556441120603044,0.31105042156452656,0.917801558971405,0.9260439872741699
"Britney jest piosenkarką z długą historią wielkich i ważnych sukcesów, a o tej piosenkarce donoszą wszystkie główne stacje telewizyjne.","Britney is a singer with a long history of great and important successes, and the singer is reported on by all major TV stations.",feminine,"Britney jest piosenkarką z długą historią wielkich i ważnych sukcesów, a piosenkarka jest relacjonowana przez wszystkie główne stacje telewizyjne.","Britney jest piosenkarką z długą historią wielkich i ważnych sukcesów, a o piosenkarce informują wszystkie główne stacje telewizyjne.","Britney jest piosenkarką z długą historią wielkich i ważnych sukcesów, a jej występy są relacjonowane przez wszystkie główne stacje telewizyjne.",0.852696777272841,0.674945488826271,0.9360763430595398,0.9488164186477661,0.8823006798175536,0.7470142947911855,0.9712033271789551,0.9652767181396484,0.8100769315524516,0.6383240325919926,0.912761390209198,0.9445061683654785
"John jest piosenkarzem z długą historią wielkich i ważnych sukcesów, a o tym piosenkarzu donoszą wszystkie główne stacje telewizyjne.","John is a singer with a long history of great and important successes, and the singer is reported on by all major TV stations.",masculine,"John jest piosenkarzem z długą historią wielkich i ważnych sukcesów, a piosenkarz jest relacjonowany przez wszystkie główne stacje telewizyjne.","John jest śpiewakiem z długą historią wielkich i ważnych sukcesów, a jego występy relacjonują wszystkie główne stacje telewizyjne.","Jan jest piosenkarzem z długą historią wielkich i ważnych sukcesów, a piosenkarza relacjonują wszystkie główne stacje telewizyjne.",0.8553387844145921,0.674945488826271,0.9356168508529663,0.9367144703865051,0.7082842701832389,0.5328191817884721,0.9005153179168701,0.9294109344482422,0.8386152070002382,0.6191691349799501,0.943779706954956,0.9320892691612244
"Britney jest piosenkarką, a o tej niesamowitej amerykańskiej piosenkarce mówią wszystkie główne stacje telewizyjne.","Britney is a singer, and the awesome American singer is talked about by all major TV stations.",feminine,"Britney jest piosenkarką, a niesamowita amerykańska piosenkarka jest omawiana przez wszystkie główne stacje telewizyjne.","Britney jest piosenkarką, a wspaniała amerykańska piosenkarka jest tematem rozmów we wszystkich głównych stacjach telewizyjnych.","Britney jest piosenkarką, a niesamowita amerykańska piosenkarka jest omawiana przez wszystkie główne stacje telewizyjne.

(Zdanie nie wymaga zmiany, ponieważ już odnosi się do kobiety.)",0.7484055793102807,0.35556702356686953,0.9111921787261963,0.9146466255187988,0.5780752010097066,0.16451929399933107,0.8364003896713257,0.9175686240196228,0.7178671541893329,0.1969869893777744,0.8273930549621582,0.7531922459602356
"John jest piosenkarzem, a o tym niesamowitym amerykańskim piosenkarzu mówią wszystkie główne stacje telewizyjne.","John is a singer, and the awesome American singer is talked about by all major TV stations.",masculine,"John jest piosenkarzem, a niesamowity amerykański piosenkarz jest tematem rozmów we wszystkich głównych stacjach telewizyjnych.","John jest śpiewakiem, a wspaniały amerykański piosenkarz jest tematem rozmów we wszystkich głównych stacjach telewizyjnych.","Janek jest piosenkarzem, a niesamowity polski piosenkarz jest tematem rozmów we wszystkich głównych stacjach telewizyjnych.",0.6644078298966262,0.16451929399933107,0.8574364185333252,0.910576343536377,0.4885273540501333,0.030934588294313718,0.8141269683837891,0.8986762762069702,0.5676026946140212,0.06541868941754436,0.842526912689209,0.8447322249412537
Moja przyjaciółka jest lekarką i jest bardzo mądra.,My friend is a doctor and she is very smart.,feminine,Mój przyjaciel jest lekarzem i jest bardzo mądry.,Moja przyjaciółka jest lekarką i jest bardzo inteligentna.,Moja przyjaciółka jest lekarką i jest bardzo mądra.,0.6043133089936948,0.1477219991186121,0.9126371741294861,0.947996973991394,0.8522424613156206,0.8408964152537145,0.9624745845794678,0.9770026803016663,1.0,1.0,1.0,0.9928228259086609
Mój przyjaciel jest lekarzem i jest bardzo mądry.,My friend is a doctor and he is very smart.,masculine,Mój przyjaciel jest lekarzem i jest bardzo inteligentny.,Mój przyjaciel jest lekarzem i jest bardzo inteligentny.,Mój przyjaciel jest lekarzem i jest bardzo inteligentny.,0.8448347898893674,0.8408964152537145,0.9612394571304321,0.9717294573783875,0.8448347898893674,0.8408964152537145,0.9612394571304321,0.9717293977737427,0.8448347898893674,0.8408964152537145,0.9612394571304321,0.9717294573783875
Moja przyjaciółka jest inżynierką i jest bardzo mądra.,My friend is an engineer and she is very smart.,feminine,Mój przyjaciel jest inżynierem i jest bardzo inteligentny.,Moja przyjaciółka jest inżynierem i jest bardzo inteligentna.,Moja przyjaciółka jest inżynierką i jest bardzo inteligentna.,0.5373741240323999,0.1477219991186121,0.8985809683799744,0.9357982277870178,0.7644776778829895,0.23119742295813953,0.9494673609733582,0.9808418154716492,0.8621147715898494,0.8408964152537145,0.9648373126983643,0.9797185063362122
Mój przyjaciel jest inżynierem i jest bardzo mądry.,My friend is an engineer and he is very smart.,masculine,Mój przyjaciel jest inżynierem i jest bardzo inteligentny.,Mój przyjaciel jest inżynierem i jest bardzo inteligentny.,Mój przyjaciel jest inżynierem i jest bardzo inteligentny.,0.8522424613156206,0.8408964152537145,0.9623242020606995,0.9813128709793091,0.8522424613156206,0.8408964152537145,0.9623242020606995,0.9813128709793091,0.8522424613156206,0.8408964152537145,0.9623242020606995,0.9813128709793091
"Moja przyjaciółka jest piosenkarką, ale kompletnie bez talentu.",My friend is a singer but she is not talented at all.,feminine,"Moja przyjaciółka jest piosenkarką, ale wcale nie jest utalentowana.","Moja przyjaciółka jest piosenkarką, ale zupełnie nie ma talentu.","Moja przyjaciółka jest piosenkarką, ale wcale nie jest utalentowana.",0.7112120934260037,0.44632361378533286,0.8898884654045105,0.9659712910652161,0.7449506634347552,0.4671379777282001,0.9307929277420044,0.9703090786933899,0.7112120934260037,0.44632361378533286,0.8898884654045105,0.9659712910652161
"Mój przyjaciel jest piosenkarzem, ale kompletnie bez talentu.",My friend is a singer but he is not talented at all.,masculine,"Mój przyjaciel jest piosenkarzem, ale wcale nie jest utalentowany.","Mój przyjaciel jest śpiewakiem, ale zupełnie nie ma talentu.","Mój znajomy jest piosenkarzem, ale wcale nie jest utalentowany.",0.6999492838081856,0.44632361378533286,0.8851334452629089,0.9548301100730896,0.5176379252857867,0.13485111859503685,0.8949621915817261,0.946134090423584,0.49526975867338524,0.12753431387594827,0.8519386649131775,0.9507560729980469
"Moja przyjaciółka jest świetną lekarką, która uratowała wiele istnień i pracuje w szpitalu.","My friend is a great doctor who has saved many lives, and she works in a hospital. ",feminine,"Mój przyjaciel to wspaniały lekarz, który uratował wiele żyć, i pracuje w szpitalu.","Moja przyjaciółka jest wspaniałym lekarzem, który uratował wiele żyć i pracuje w szpitalu.","Moja przyjaciółka to wspaniała lekarka, która uratowała wiele żyć, i pracuje w szpitalu.",0.47833814022488613,0.2044800736021839,0.8738895058631897,0.9041253328323364,0.6163207738058797,0.2891784933232572,0.9196699261665344,0.9265913367271423,0.6672205927165376,0.31170906522700675,0.9218290448188782,0.9585028290748596
"Mój przyjaciel jest świetnym lekarzem, który uratował wiele istnień i pracuje w szpitalu.","My friend is a great doctor who has saved many lives, and he works in a hospital. ",masculine,"Mój przyjaciel jest wspaniałym lekarzem, który uratował wiele żyć, i pracuje w szpitalu.","Mój przyjaciel to wspaniały lekarz, który uratował wiele żyć i pracuje w szpitalu.","Mój przyjaciel jest wspaniałym lekarzem, który uratował wiele żyć, i pracuje w szpitalu.",0.7690920609401356,0.4758733096412523,0.9303584098815918,0.961570680141449,0.6368158029653522,0.31170906522700675,0.9278932213783264,0.9599445462226868,0.7690920609401356,0.4758733096412523,0.9303584098815918,0.961570680141449
"Moja przyjaciółka jest świetną lekarką, która w ciągu ostatnich kilku lat uratowała życie wielu ludziom i pracuje w szpitalu.","My friend is a great doctor who has saved many lives in the last couple of years, and she works in a hospital. ",feminine,"Mój przyjaciel to wspaniały lekarz, który uratował wiele żyć w ciągu ostatnich kilku lat, i pracuje w szpitalu.","Moja przyjaciółka jest wspaniałym lekarzem, który uratował wiele żyć w ciągu ostatnich kilku lat i pracuje w szpitalu.","Moja przyjaciółka to wspaniała lekarka, która uratowała wiele żyć w ciągu ostatnich kilku lat, i pracuje w szpitalu.",0.5514631621164842,0.25437367701256275,0.8639395833015442,0.9013218879699707,0.6491476188808324,0.3815605155188441,0.8999127149581909,0.925901472568512,0.6391955771445375,0.29257127208369993,0.9051209092140198,0.9479213953018188
"Mój przyjaciel jest świetnym lekarzem, który w ciągu ostatnich kilku lat uratował życie wielu ludziom i pracuje w szpitalu.","My friend is a great doctor who has saved many lives in the last couple of years, and he works in a hospital. ",masculine,"Mój przyjaciel jest wspaniałym lekarzem, który uratował wiele żyć w ciągu ostatnich kilku lat, i pracuje w szpitalu.","Mój przyjaciel to wspaniały lekarz, który uratował wiele żyć w ciągu ostatnich kilku lat i pracuje w szpitalu.","Mój przyjaciel jest wspaniałym lekarzem, który uratował wiele żyć w ciągu ostatnich kilku lat, i pracuje w szpitalu.",0.7081383064038226,0.3423591961656695,0.9105969667434692,0.9462422728538513,0.6147798871665473,0.3611357737391519,0.9089875817298889,0.9488604664802551,0.7081383064038226,0.3423591961656695,0.9105969667434692,0.9462422728538513
"Moja przyjaciółka jest świetną lekarką, która uratowała życie wielu ludziom w ciągu ostatnich kilku lat i nigdy się nie zmęczyła, a pracuje w szpitalu.","My friend is a great doctor who has saved many lives in the last couple of years and never got tired, and she works in a hospital. ",feminine,"Mój przyjaciel to wspaniały lekarz, który uratował wiele żyć w ciągu ostatnich kilku lat i nigdy się nie zmęczył, a pracuje w szpitalu.","Moja przyjaciółka jest wspaniałym lekarzem, który uratował wiele żyć w ciągu ostatnich kilku lat i nigdy się nie zmęczyła, a pracuje w szpitalu.","Moja przyjaciółka to wspaniała lekarka, która uratowała wiele żyć w ciągu ostatnich kilku lat i nigdy się nie zmęczyła, a pracuje w szpitalu.",0.6206080339132073,0.4344470235276428,0.8991648554801941,0.8722843527793884,0.7286517606176597,0.6162213397842705,0.9260473847389221,0.9080734848976135,0.74000952790157,0.6127059577006991,0.9376499056816101,0.9329081773757935
"Mój przyjaciel jest świetnym lekarzem, który uratował życie wielu ludziom w ciągu ostatnich kilku lat i nigdy się nie zmęczył, a pracuje w szpitalu.","My friend is a great doctor who has saved many lives in the last couple of years and never got tired, and he works in a hospital. ",masculine,"Mój przyjaciel to wspaniały lekarz, który uratował wiele żyć w ciągu ostatnich kilku lat i nigdy się nie zmęczył, a pracuje w szpitalu.","Mój przyjaciel to wspaniały lekarz, który uratował wiele żyć w ciągu ostatnich kilku lat i nigdy się nie zmęczył, a pracuje w szpitalu.","Mój przyjaciel to wspaniały lekarz, który uratował wiele żyć w ciągu ostatnich kilku lat i nigdy się nie zmęczył, pracując w szpitalu.",0.7202349771981145,0.6127059577006991,0.9353733658790588,0.9264965653419495,0.7202349771981145,0.6127059577006991,0.9353733658790588,0.9264965653419495,0.6648112948132332,0.4542391937649499,0.9026253819465637,0.932293713092804
