en_text|pl_text|bielik_prompt0_translation|bielik_prompt1_translation|bielik_prompt2_translation|bielik_prompt3_translation|bielik_prompt4_translation|bielik_prompt5_translation|bielik_prompt6_translation
We're gonna choke and die.|A mogliśmy zostać na uczcie.|"""Przełożenie tego zdania na język polski brzmi:

""Będziemy się dusić i umrzeć.""

To dosłowne tłumaczenie, które zachowuje znaczenie oryginalnego angielskiego wyrażenia. Warto jednak pamiętać, że w języku polskim istnieją bardziej idiomatyczne sposoby wyrażenia podobnych myśli lub uczuć. Na przykład, można by powiedzieć ""Będzie ciężko/trudno"" lub ""Może być kiepsko"", jeśli chodzi o sytuację, która wydaje się beznadziejna lub niebezpieczna."|"Tłumaczenie tego zdania na język polski brzmi: ""Zadławimy się i umrzemy.""

To zdanie jest często używane w kontekście żartobliwym lub przesadnym, aby wyrazić trudności lub niebezpieczeństwo związane z jedzeniem czegoś, co może być duże, twarde lub trudne do przełknięcia. Na przykład, ktoś mógłby powiedzieć to po tym, jak próbował zjeść ogromną kanapkę lub inny duży kawałek jedzenia.

Warto pamiętać, że takie wyrażenia są częścią potocznego języka i mogą być odbierane jako żartobliwe lub lekceważące, a nie dosłowne."|"""Zadławimy się i umrzemy."""|"""Będziemy się dusić i umrzemy."""|Zadławimy się i umrzemy.|"Oto tłumaczenie tego zdania na język polski:

""Mamy zamiar się udławić i umrzeć.""

To tłumaczenie oddaje dosłowne znaczenie oryginalnego zdania w języku angielskim. Należy jednak pamiętać, że jest to wyrażenie bardzo potoczne i może być uznane za wulgarne lub nieodpowiednie w formalnych sytuacjach. Warto również zauważyć, że w języku polskim istnieją inne sposoby wyrażenia podobnej myśli, które mogłyby być bardziej odpowiednie w różnych kontekstach."|Mamy zamiar się udławić i umrzeć.
Go to the wake with me?|Zechcesz mi towarzyszyć na uczcie?|"""Chodź ze mną na czuwanie?""

To tłumaczenie odnosi się do propozycji lub zaproszenia, aby ktoś towarzyszył w uczestnictwie w czuwaniu przy zmarłym, co jest tradycją pogrzebową w niektórych kulturach. Czuwanie to często ostatnia okazja dla rodziny i przyjaciół, aby pożegnać się z bliskim przed jego pogrzebem."|"Tłumaczenie tego zdania na język polski brzmi: ""Pójdziesz ze mną na czuwanie?""

Wyjaśnienie:
- ""Go"" w tym kontekście oznacza ""iść"".
- ""To the wake"" odnosi się do ""czuwania"", czyli tradycyjnego spotkania rodziny i przyjaciół zmarłej osoby przed pogrzebem.
- ""With me"" oznacza ""ze mną"".

Całe zdanie wyraża propozycję lub zaproszenie, aby ktoś towarzyszył mówiącemu podczas uczestnictwa w czuwaniu przy zmarłym."|Pójdziesz ze mną na czuwanie?|"""Pójdziesz ze mną na czuwanie?"""|Pójdź ze mną na czuwanie?|"Podane zdanie ""Go to the wake with me?"" w tłumaczeniu na język polski brzmi:

""Pójdziesz ze mną na czuwanie?""

Warto zauważyć, że słowo ""wake"" w tym kontekście oznacza ""czuwanie przy zwłokach"", czyli tradycyjne spotkanie rodziny i znajomych po śmierci osoby, aby wspólnie spędzić czas przed pogrzebem. W języku polskim używamy terminu ""czuwanie"" lub ""pogrzeb""."|Pójdziesz ze mną na czuwanie?
Told ye, he's a witcher, a cunning man. He knows these things!|Mówiłem ci, że to wiedźmin. Czarownik. Wie takie rzeczy.|"""Mówiłem ci, że on jest czarodziejem, przebiegłym człowiekiem. On zna te rzeczy!"""|"Oto tłumaczenie tego zdania na język polski:

""Mówiłem ci, to wiedźmin, chytry człowiek. On się na tym zna!""

To zdanie pochodzi z serii książek o Wiedźminie autorstwa Andrzeja Sapkowskiego i jest często używane jako charakterystyczny cytat w tej serii."|Mówiłem ci, to wiedźmin, przebiegły człowiek. On zna te rzeczy!|"""Mówiłem ci, to wiedźmin, przebiegły człowiek. On zna te rzeczy!"""|Mówiłem ci, to wiedźmin, przebiegły człowiek. On zna się na tych rzeczach!|"Oto tłumaczenie podanego zdania na język polski:

""Mówiłem ci, to wiedźmin, sprytny człowiek. On się na tym zna!""

To zdanie pochodzi z serii książek o Wiedźminie autorstwa Andrzeja Sapkowskiego i jest często używane jako cytat w kontekście opisującym umiejętności i wiedzę Geralta z Rivii, głównego bohatera tej sagi."|Mówiłem ci, to wiedźmin, chytry człowiek. On zna te rzeczy!
Think the djinn killed him?|To dżinn go zabił?|"""Myślisz, że dżin go zabił?""

To tłumaczenie odnosi się do zdania w języku angielskim ""Think the djinn killed him?"", które zostało przetłumaczone na język polski. Zdanie to zawiera pytanie, czy ktoś myśli, że dżin (mityczna istota) mógł być odpowiedzialny za śmierć jakiejś osoby. W języku polskim używamy słowa ""dżin"" zamiast ""djinn""."|"Tłumaczenie tego zdania na język polski brzmi: ""Myślisz, że dżin go zabił?""

Wyjaśnienie krok po kroku:
1. ""Think"" - w języku polskim odpowiednikiem jest słowo ""myśleć"".
2. ""the djinn"" - tutaj mamy do czynienia z błędem gramatycznym w oryginalnym zdaniu. Poprawna forma to ""dżin"" (odnosząca się do istoty z mitologii arabskiej). W języku polskim używamy formy ""dżin"", a nie ""djinn"".
3. ""killed"" - w tym kontekście oznacza ""zabił"".
4. ""him"" - w języku polskim odpowiada mu zaimek osobowy ""go"".

Połączenie tych elementów daje nam pełne tłumaczenie: ""Myślisz, że dżin go zabił?"""|Myślisz, że dżin go zabił?|"""Czy myślisz, że dżin go zabił?"""|Czy myślisz, że dżin go zabił?|"""Myślisz, że dżin go zabił?""

To tłumaczenie uwzględnia kilka kluczowych elementów:
- ""Think"" (myśleć) jest w trybie pytającym, co sugeruje, że mówca zadaje pytanie.
- ""The djinn"" odnosi się do postaci z mitologii arabskiej, która w języku polskim jest nazywana ""dżinem"".
- ""Killed him"" oznacza ""zabił go"", co wskazuje na czynność dokonaną przez dżina.

Warto zauważyć, że w języku polskim często używa się formy ""dżin"" zamiast ""dżinn"", choć obie są poprawne. Ponadto, w zależności od kontekstu, można by rozważyć inne warianty tego zdania, np.:
- ""Czy myślisz, że dżin go zabił?""
- ""Podejrzewasz, że to dżin go zabił?""

Jednak przedstawione tłumaczenie jest najbliższe oryginalnemu zdaniu i oddaje jego sens w sposób bezpośredni."|Myślisz, że dżin go zabił?
Come. There's a ledge outside this window. We must pass along it.|Podejdź tutaj. Wyjdziemy przez okno i dalej przedostaniemy się po gzymsie.|"""Chodź. Jest tam parapet na zewnątrz. Musimy przejść wzdłuż niego."""|"Tłumaczenie tego zdania na język polski brzmi:

""Chodź. Jest tam gzyms pod oknem. Musimy przejść po nim.""

To zdanie sugeruje, że ktoś prosi drugą osobę o pójście za nim i wspólne pokonanie wąskiego gzymsu lub parapetu znajdującego się na zewnątrz budynku. Może to być częścią jakiejś przygody, ucieczki lub innej sytuacji wymagającej takiego działania."|Chodź. Jest gzyms na zewnątrz tego okna. Musimy przejść wzdłuż niego.|"""Chodź. Jest tam parapet na zewnątrz. Musimy przejść po nim."""|Chodź. Jest gzyms na zewnątrz tego okna. Musimy przejść wzdłuż niego.|"Przetłumaczone zdanie na język polski:

""Chodź. Jest tam parapet za tym oknem. Musimy przejść wzdłuż niego.""

Warto zauważyć, że w oryginalnym zdaniu ""ledge"" zostało przetłumaczone jako ""parapet"", co jest najbliższym odpowiednikiem tego słowa w kontekście architektonicznym. W języku angielskim ""ledge"" może oznaczać również półkę skalną lub występ, ale w tym kontekście bardziej pasuje znaczenie ""parapet""."|Chodź. Jest tam parapet za tym oknem. Musimy przejść wzdłuż niego.
Love.|Na miłość.|"Słowo ""Love"" w języku angielskim tłumaczy się na język polski jako ""Miłość"".

Przykłady użycia:
- I love you (Kocham cię)
- Love is all you need (Miłość to wszystko, czego potrzebujesz)
- The love of my life (Miłość mojego życia)

Warto zauważyć, że słowo ""miłość"" ma kilka znaczeń i kontekstów w języku polskim, podobnie jak ""love"" w języku angielskim. Może odnosić się do romantycznego uczucia, ale także do głębokiej troski, przywiązania czy nawet poświęcenia."|"Tłumaczenie słowa ""love"" na język polski to ""miłość"".

To słowo ma wiele znaczeń i zastosowań w różnych kontekstach, od romantycznej miłości między partnerami, przez miłość rodzinną, przyjaźń, aż po głębsze uczucia takie jak współczucie czy troska o innych. W języku polskim możemy powiedzieć ""kocham cię"", co jest bezpośrednim tłumaczeniem angielskiego ""I love you"".

Warto też pamiętać, że w języku polskim istnieją inne formy wyrażania miłości, takie jak ""lubię cię"", które mogą być używane w mniej intensywnych lub bardziej formalnych sytuacjach."|Miłość.|Miłość.|Miłość.|"Podane zdanie ""Love"" jest rzeczownikiem w języku angielskim i oznacza ""miłość"". W języku polskim to słowo nie jest zdaniem, ale można je przetłumaczyć jako pojedyncze słowo.

Tłumaczenie: Miłość.

Jeśli chciałbyś, aby to było pełne zdanie w języku polskim, moglibyśmy stworzyć kilka przykładów:

1. Kocham cię.
2. Miłość jest najpiękniejszym uczuciem.
3. Czy potrafisz kochać?
4. Miłość sprawia, że świat jest piękniejszy.
5. Bez miłości życie byłoby puste."|Miłość.
Thanks, mate. Fayrlund - you know the place? I've me forge there. Come and visit, I'll have a reward for ye.|Dzięki, chłopie... Wiesz, gdzie jest Ferlund? Mam tam kuźnię. Wpadnij w odwiedziny, a dam ci coś w nagrodę.|"""Dzięki, kumpel. Fayrlund - znasz to miejsce? Mam tam swoją kuźnię. Wpadnij z wizytą, będę miał dla ciebie nagrodę.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, uwzględniając specyficzny styl i słownictwo używane przez postać wypowiadającą się. Zwróć uwagę, że imiona i nazwy własne pozostają niezmienione, ponieważ są unikalnymi elementami w kontekście tej wypowiedzi."|"Tłumaczenie na język polski:

""Dzięki, kumpel. Fayrlund - znasz to miejsce? Mam tam swoją kuźnię. Wpadnij z wizytą, będę miał dla ciebie nagrodę.""

To tłumaczenie oddaje sens oryginalnego zdania, uwzględniając jego nieformalny charakter i użycie slangu. Zwróć uwagę, że ""Fayrlund"" pozostaje jako nazwa własna, ponieważ nie ma bezpośredniego odpowiednika w języku polskim."|Dzięki, kumpel. Fayrlund - znasz to miejsce? Mam tam swoją kuźnię. Wpadnij z wizytą, będę miał dla ciebie nagrodę.|"""Dzięki, kumpel. Fayrlund - znasz to miejsce? Mam tam swoją kuźnię. Wpadnij z wizytą, będę miał dla ciebie nagrodę."""|Dzięki, kumpel. Fayrlund - znasz to miejsce? Mam tam swoją kuźnię. Wpadnij z wizytą, będę miał dla ciebie nagrodę.|Dzięki, kumpel. Fayrlund - znasz to miejsce? Mam tam swoją kuźnię. Wpadnij z wizytą, będę miał dla ciebie nagrodę.|Dzięki, kumpel. Fayrlund - znasz to miejsce? Mam tam swoją kuźnię. Wpadnij z wizytą, będę miał dla ciebie nagrodę.
Welcome to the Temple of Freya. I'm Kurisu. How can I help?|Witaj w świątyni Freyji. Jestem Kurisu. W czym mogę ci pomóc?|"""Witaj w Świątyni Frei. Jestem Kurisu. W czym mogę Ci pomóc?""

To tłumaczenie z języka angielskiego na polski, które oddaje oryginalne brzmienie i znaczenie zdania. Jeśli potrzebujesz dodatkowych informacji lub wyjaśnień dotyczących kontekstu, chętnie pomogę!"|"Tłumaczenie na język polski:

""Witaj w świątyni Frei. Jestem Kurisu. W czym mogę Ci pomóc?""

To tłumaczenie zachowuje znaczenie oryginalnego tekstu, uwzględniając również imię ""Kurisu"", które pozostaje niezmienione, ponieważ jest to nazwa własna."|Witaj w świątyni Freyi. Jestem Kurisu. W czym mogę pomóc?|"""Witaj w Świątyni Freyi. Jestem Kurisu. W czym mogę pomóc?"""|Witaj w świątyni Frei. Jestem Kurisu. W czym mogę pomóc?|"Oto tłumaczenie podanego zdania na język polski:

""Witaj w świątyni Frei. Jestem Kurisu. W czym mogę ci pomóc?""

To tłumaczenie zachowuje znaczenie oryginalnego tekstu, uwzględniając również imię postaci oraz odniesienie do mitologii nordyckiej (Freja)."|Witaj w świątyni Frei. Jestem Kurisu. W czym mogę pomóc?
And a most humble greeting to you, sir. Name's Karl, but Whistling Whacker they call me.|Kłaniam się uniżenie. Jestem Karl, zwany Świszczącą Pałą.|"""I serdeczne pozdrowienia dla pana, sir. Nazywam się Karl, ale wołają mnie też Gwiżdżący Wygwizdacz.""

To tłumaczenie stara się oddać ducha oryginalnego tekstu, zachowując jego nieformalny i żartobliwy ton. ""Gwiżdżący Wygwizdacz"" jest próbą przetłumaczenia przezwiska ""Whistling Whacker"", które może odnosić się do kogoś, kto gwiżdże lub ma przezwisko związane z gwizdaniem. W języku polskim nie ma dokładnego odpowiednika tego wyrażenia, więc tłumaczenie jest swobodną interpretacją."|"Tłumaczenie tego zdania na język polski brzmi:

""I najpokorniejsze pozdrowienia dla pana. Nazywam się Karl, ale wołają mnie Gwiżdżący Łobuz.""

Warto zauważyć, że w tym tłumaczeniu:
- ""And a most humble greeting to you, sir"" zostało przetłumaczone jako ""I najpokorniejsze pozdrowienia dla pana"", co oddaje ton pokory i szacunku.
- Imię ""Karl"" pozostawiono bez zmian, ponieważ jest to imię międzynarodowe.
- Przydomek ""Whistling Whacker"" został przetłumaczony jako ""Gwiżdżący Łobuz"". Wybór tego tłumaczenia odzwierciedla charakterystyczne cechy postaci sugerowane przez oryginalny przydomek."|I bardzo pokorne pozdrowienia dla pana. Nazywam się Karl, ale wołają mnie Gwiżdżący Łobuz.|"""I serdeczne pozdrowienia dla pana, sir. Nazywam się Karl, ale wołają mnie też Gwiżdżący Wygwizdacz."""|I bardzo pokorne pozdrowienia dla pana. Nazywam się Karl, ale wołają mnie Gwiżdżący Łobuz.|"Oto tłumaczenie podanego zdania na język polski:

""I bardzo pokorne pozdrowienia dla pana. Nazywam się Karl, ale wołają mnie Gwiżdżący Łobuz.""

To tłumaczenie zachowuje znaczenie oryginalnego tekstu, uwzględniając również żartobliwy pseudonim ""Whistling Whacker"", który został oddany jako ""Gwiżdżący Łobuz""."|"""I bardzo pokorne pozdrowienia dla pana. Nazywam się Karl, ale wołają mnie Gwiżdżący Wygwizdacz."""
Berserkers… But how'd they come to be here?|Berserkowie... Tylko skąd się tutaj wzięli?|"""Berserkerzy... Ale jak się tutaj znaleźli?""

To tłumaczenie z języka angielskiego na polski. Warto zauważyć, że w oryginalnym zdaniu ""berserkers"" jest napisane małą literą, co sugeruje, że chodzi o ogólne określenie wojowników, a nie o konkretną grupę lub organizację. W języku polskim również używamy małej litery przy odniesieniu do berserkerów jako typu wojowników."|"Tłumaczenie na język polski: ""Berserkerzy... Ale jak się tutaj znaleźli?""

To zdanie wydaje się pochodzić z dialogu lub narracji, w której ktoś wyraża zdziwienie lub zastanawia się nad obecnością berserkerów w określonym miejscu lub sytuacji. Berserkerzy byli wojownikami skandynawskimi, którzy walczyli w stanie ekstremalnego gniewu i furii, co czyniło ich niezwykle groźnymi przeciwnikami. Ich obecność mogła być nieoczekiwana lub trudna do wyjaśnienia w kontekście danej opowieści lub historycznej sytuacji."|Berserkowie... Ale jak się tutaj znaleźli?|"""Berserkowie... Ale jak się tu znaleźli?"""|"""Berserkerzy... Ale jak się tu znaleźli?"""|"""Berserkowie... Ale jak się tutaj znaleźli?""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego strukturę i intonację. W języku polskim często używa się wielokropków, aby wyrazić pytanie lub wątpliwość, co jest odpowiednikiem angielskiego ""But how'd they come to be here?""."|Berserkowie... Ale jak się tutaj znaleźli?
Dammit. Probably marked one of the villagers.|Zraza. Pewnie naznaczył kogoś w wiosce.|"""Cholera. Prawdopodobnie oznaczyłem jednego z mieszkańców wioski.""

To tłumaczenie odzwierciedla znaczenie oryginalnego zdania, które wydaje się wyrażać frustrację lub niezadowolenie z powodu przypadkowego oznaczenia kogoś w wiosce. Słowo ""dammit"" jest potoczne i może być tłumaczone jako ""cholera"", co oddaje emocjonalny ton wypowiedzi."|"Tłumaczenie na język polski:

""Cholera. Prawdopodobnie oznaczył jednego z mieszkańców wioski.""

To tłumaczenie oddaje sens oryginalnej wypowiedzi, choć należy pamiętać, że może istnieć kilka innych możliwych interpretacji kontekstu i intencji mówiącego."|Cholera. Prawdopodobnie oznaczył jednego z mieszkańców wioski.|"""Cholera. Prawdopodobnie oznaczyłem jednego z mieszkańców wioski."""|Cholera. Prawdopodobnie oznaczył jednego z mieszkańców wsi.|"Oto tłumaczenie podanego zdania na język polski:

""Cholera. Prawdopodobnie oznaczył jednego z mieszkańców wioski.""

To tłumaczenie oddaje znaczenie oryginalnego zdania, choć należy pamiętać, że niektóre wyrażenia idiomatyczne mogą być trudne do dokładnego przełożenia między językami. W tym przypadku ""Dammit"" to potoczne wyrażenie używane jako przekleństwo lub okazujące frustrację, a ""Probably marked one of the villagers"" sugeruje, że ktoś (prawdopodobnie myśliwy lub badacz) oznaczył jedną osobę z wioski w jakimś celu."|Cholera. Prawdopodobnie oznaczył jednego z mieszkańców wsi.
You've seen Udalryk. It won't be an easy fight.|Widziałaś Udalryka. To nie będzie łatwa walka.|"""Widziałeś Udalryka. To nie będzie łatwa walka."""|"""Widziałeś Udalryka. To nie będzie łatwa walka."""|Widziałeś Udalryka. To nie będzie łatwa walka.|"""Widziałeś Udalryka. To nie będzie łatwa walka."""|Widziałeś Udalryka. To nie będzie łatwa walka.|"Oto tłumaczenie podanego zdania na język polski:

""Widziałeś Udalryka. To nie będzie łatwa walka.""

To zdanie zostało przetłumaczone dosłownie, zachowując oryginalną strukturę i znaczenie. Warto zauważyć, że w języku polskim często używamy czasu przyszłego ""będzie"" zamiast bezokolicznika ""być"", jak to jest w języku angielskim. Ponadto, słowo ""Udalryk"" pozostało niezmienione, ponieważ wydaje się być imieniem własnym lub nazwą własną, która nie ma odpowiednika w języku polskim."|Widziałeś Udalryka. To nie będzie łatwa walka.
Clouds obscure the sky and turmoil grips the sea. Defend us, Great Mother.|Niebo jest pochmurne, a morze wzburzone. Matko, stań w naszej obronie.|"""Chmury zasłaniają niebo i burza szaleje na morzu. Chroń nas, Wielka Matko.""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, używając odpowiednich słów i struktur gramatycznych w języku polskim. Zdanie to wydaje się być częścią jakiegoś rytuału lub modlitwy, wyrażającej prośbę o ochronę w obliczu trudności i niebezpieczeństwa."|"Tłumaczenie tego zdania na język polski brzmi:

""Chmury zasnuwają niebo i burza ogarnia morze. Chroń nas, Wielka Matko.""

To zdanie wydaje się być fragmentem modlitwy lub wezwania do jakiejś wyższej siły, prawdopodobnie bogini lub matki natury, w obliczu nadchodzącej burzy lub innego niebezpieczeństwa."|Chmury zasnuwają niebo, a burza szaleje na morzu. Chroń nas, Wielka Matko.|"""Chmury zasłaniają niebo i burza szaleje na morzu. Chroń nas, Wielka Matko."""|Chmury przesłaniają niebo, a burza szaleje na morzu. Chroń nas, Wielka Matko.|"Oto tłumaczenie podanego zdania na język polski:

""Chmury zasnuwają niebo, a burza ogarnia morze. Chroń nas, Wielka Matko.""

To zdanie wydaje się być fragmentem poezji lub tekstu o charakterze religijnym lub mitologicznym. Odnosi się ono do obrazów natury w stanie chaosu i prosi o ochronę od wyższej siły, określanej jako ""Wielka Matka"". Taki zwrot może nawiązywać do różnych tradycji matriarchalnych lub panteistycznych, gdzie przyroda jest postrzegana jako manifestacja boskości."|Chmury zasnuwają niebo, a burza szaleje na morzu. Chroń nas, Wielka Matko.
Water Hag|Baba wodna|"""Wodna Wiedźma""

To tłumaczenie odnosi się do angielskiego wyrażenia ""Water Hag"", które w języku polskim można przetłumaczyć jako ""Wodna Wiedźma"". Jest to nazwa nadana istotom z mitologii i folkloru, często przedstawianym jako złośliwe stworzenia zamieszkujące wody."|"Tłumaczenie wyrażenia ""Water Hag"" (dosłownie ""Wodna Wiedźma"") na język polski to ""Wodnica"".

Wodnica to postać z mitologii słowiańskiej, która jest uważana za demoniczne stworzenie zamieszkujące wody. Często przedstawiana jako piękna kobieta o długich włosach i zielonych oczach, która zwabia ludzi do wody, aby ich utopić lub uwieść. W niektórych opowieściach wodnice mogą być również przyjazne i pomagać rybakom czy żeglarzom.

Warto zauważyć, że ""Wodnica"" to tylko jedno z możliwych tłumaczeń tego terminu, a samo pojęcie może mieć różne odpowiedniki w innych językach i kulturach."|Wodna wiedźma|Wodna Wiedźma|Wodna Wiedźma|"Oto tłumaczenie zdania ""Water Hag"" na język polski:

Wiedźma Wodna

To wyrażenie odnosi się do postaci z mitologii słowiańskiej, która jest demonem wodnym lub czarownicą związaną ze środowiskiem wodnym. W niektórych opowieściach ludowych wiedźmy wodne mogły być przedstawiane jako istoty porywające dzieci lub topiące ludzi."|Wodna Wiedźma
What is it? That a name?|O co chodzi? To jakieś imię?|"""Co to jest? Imię?""

To tłumaczenie zdania ""What is it? That a name?"" z języka angielskiego na polski. Warto zauważyć, że w oryginalnym zdaniu brakuje przecinka przed słowem ""That"", co mogło wprowadzić pewne zamieszanie w tłumaczeniu. Poprawniejsza forma w języku angielskim powinna być: ""What is it? Is that a name?"" lub po prostu ""Is that a name?"" bez pytania o tożsamość obiektu."|"Tłumaczenie tego zdania na język polski brzmi: ""Co to jest? Imię?""

To zdanie w języku angielskim może być używane w różnych kontekstach, na przykład gdy ktoś pyta o imię osoby lub nazwę czegoś. W zależności od sytuacji, może to być pytanie o przedstawienie się, nazwę miejsca, obiektu lub innej rzeczy. W języku polskim, podobnie jak w angielskim, takie pytanie może być stosowane w celu uzyskania informacji."|Co to jest? Czy to imię?|Co to jest? Imię?|Co to jest? To imię?|"Oto tłumaczenie podanego zdania na język polski:

""Co to jest? Czy to imię?""

To zdanie w języku angielskim wyraża pytanie o to, czy dana rzecz lub słowo jest imieniem. W języku polskim można je oddać w ten sposób, zachowując sens oryginalnego pytania."|Co to jest? Czy to imię?
It's not drowners this time. It's Cerys. I'm looking for her.|Tym razem nie chodzi o utopce, tylko o Cerys. Szukam jej.|"""To nie są nurkowie tym razem. To Cerys. Szukam jej.""

Ta wypowiedź wydaje się być fragmentem dialogu lub narracji, gdzie osoba mówiąca wyjaśnia, że sytuacja, o której mowa, nie dotyczy nurków (prawdopodobnie nurków policyjnych lub ratowników), ale kogoś o imieniu Cerys. Osoba ta poszukuje tej osoby, co sugeruje, że Cerys może być zaginiona lub potrzebna jest pomoc w jej znalezieniu."|"Tłumaczenie tego zdania na język polski brzmi:

""To nie są nurkowie tym razem. To Cerys. Szukam jej.""

Wyjaśnienie:
- ""It's not divers this time"" zostało przetłumaczone jako ""To nie są nurkowie tym razem"".
- ""Cerys"" pozostaje bez zmian, ponieważ jest to imię własne.
- ""I'm looking for her"" zostało przetłumaczone jako ""Szukam jej"".

Zdanie to wyraża poszukiwanie osoby o imieniu Cerys przez mówiącego, który nie jest nurkiem (prawdopodobnie w kontekście jakiejś akcji ratunkowej lub poszukiwań)."|To nie są nurkowie tym razem. To Cerys. Szukam jej.|"""To nie są nurkowie tym razem. To Cerys. Szukam jej."""|To nie są nurkowie tym razem. To Cerys. Szukam jej.|To nie są nurkowie tym razem. To Cerys. Szukam jej.|To nie są nurkowie tym razem. To Cerys. Szukam jej.
Hm, now that you mentioned him… just noticed Hjalmar's not here.|Skoro już się zgadało... Nie widzę wśród was Hjalmara.|"""Hm, właśnie kiedy o nim wspomniałeś... zauważyłem, że Hjalmara nie ma.""

To tłumaczenie oddaje oryginalne zdanie po norwesku na język polski, zachowując jego znaczenie i strukturę. Warto zauważyć, że w języku polskim często używa się podobnych konstrukcji myślowych, gdy ludzie zwracają uwagę na czyjąś nieobecność lub coś, co właśnie zostało wspomniane."|"""Hm, skoro już o nim wspomniałeś... Zauważyłem właśnie, że Hjalmara tu nie ma.""

To tłumaczenie zachowuje ogólny ton i kontekst oryginalnego zdania. W języku polskim często używamy podobnych zwrotów jak ""hm"", ""skoro już o tym mowa"" lub ""zauważyłem właśnie"", aby wyrazić podobne myśli lub reakcje."|Hm, skoro o nim wspomniałeś... Właśnie zauważyłem, że Hjalmara tu nie ma.|"""Hm, właśnie zauważyłem... Hjalmar chyba też tu nie jest."""|Hm, skoro o nim wspomniałeś... właśnie zauważyłem, że Hjalmara tu nie ma.|"Oto tłumaczenie tego zdania na język polski:

""Hm, no cóż, skoro o nim wspomniałeś... Właśnie zauważyłem, że Hjalmara tu nie ma.""

To tłumaczenie stara się oddać nie tylko dosłowne znaczenie oryginalnego tekstu, ale także jego ton i kontekst. Zwróć uwagę na użycie słowa ""hm"", które w języku angielskim często wyraża zamyślenie lub lekkie zaskoczenie, oraz na to, jak tłumaczenie oddaje moment nagłego zorientowania się przez mówiącego, że kogoś brakuje."|Hm, no skoro o nim wspomniałeś... właśnie zauważyłem, że Hjalmara tu nie ma.
Sorry, not interested.|Nie jestem zainteresowany.|"""Przepraszam, nie jestem zainteresowany.""

To tłumaczenie brzmi naturalnie w języku polskim i oddaje znaczenie oryginalnego angielskiego zdania. Warto jednak pamiętać, że w języku polskim często używa się bardziej uprzejmych form wyrażania odmowy, takich jak ""Dziękuję, ale nie skorzystam"" lub ""Niestety, nie jestem zainteresowany""."|"Tłumaczenie tego angielskiego wyrażenia na język polski brzmi: ""Przepraszam, nie jestem zainteresowany.""

To krótkie i bezpośrednie wyrażenie używane jest w sytuacjach, gdy ktoś chce grzecznie odmówić lub dać do zrozumienia, że nie ma ochoty angażować się w daną aktywność, rozmowę czy propozycję. Jest to uprzejma forma odrzucenia, która jednocześnie informuje drugą stronę o naszym stanowisku."|Przepraszam, nie jestem zainteresowany.|"""Przepraszam, nie jestem zainteresowany."""|Przepraszam, nie jestem zainteresowany.|"Przetłumaczone zdanie ""Sorry, not interested."" na język polski brzmi:

""Przepraszam, nie jestem zainteresowany.""

To krótkie wyrażenie jest często używane w języku angielskim jako uprzejma odmowa lub wyrażenie braku zainteresowania czymś. W języku polskim również można je stosować w podobnych sytuacjach, aby grzecznie poinformować rozmówcę o swoim braku zainteresowania daną propozycją czy tematem."|Przepraszam, nie jestem zainteresowany.
He probably thought they'd take him someplace safe.|Pewnie myślał, że zabiorą go w bezpieczne miejsce.|"""Prawdopodobnie myślał, że zabiorą go w jakieś bezpieczne miejsce."""|Prawdopodobnie myślał, że zabiorą go w jakieś bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go gdzieś w bezpieczne miejsce.|"""Prawdopodobnie myślał, że zabiorą go w jakieś bezpieczne miejsce."""|Prawdopodobnie myślał, że zabiorą go gdzieś w bezpieczne miejsce.|"Przetłumaczone zdanie na język polski brzmi:

""Prawdopodobnie myślał, że zabiorą go gdzieś w bezpieczne miejsce.""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, zachowując jego sens i strukturę gramatyczną."|Prawdopodobnie myślał, że zabiorą go gdzieś, gdzie będzie bezpieczny.
What?|Co?|"""Co?""

To tłumaczenie jest najbliższe znaczeniowo oryginalnemu wyrażeniu ""What?"" w języku angielskim, które zazwyczaj używane jest jako wykrzyknienie wyrażające zdziwienie, pytanie lub prośbę o powtórzenie. W języku polskim odpowiednikiem może być również ""Jak to?"", ""Co takiego?"" lub po prostu ""Co?"" w zależności od kontekstu."|"Tłumaczenie wyrażenia ""What?"" na język polski to po prostu:

""Co?""

To jest powszechnie używane wyrażenie w języku angielskim, które służy do wyrażania zdziwienia, zaskoczenia lub prośby o powtórzenie czegoś. W języku polskim odpowiednikiem tego wyrażenia jest ""Co?"", które pełni podobną funkcję komunikacyjną."|Co?|"""Co?"""|Co?|"Przetłumaczone zdanie ""What?"" na język polski brzmi:

""Co?""

To krótkie, jednowyrazowe pytanie wyraża zaskoczenie, niedowierzanie lub prośbę o powtórzenie. Jest często używane w codziennych rozmowach jako reakcja na coś nieoczekiwanego lub trudnego do zrozumienia."|Co?
