en_text|pl_text|bielik_translation|mixtral-8x22B_translation|llama3.1_translation|google_translation
Hahahaha!|Ha, ha!|Ha-ha-ha!| Hahahaha! → Chahaha!|hahaha!|Hahaha!
Farewell.|Bywaj.|Żegnaj.| Żegnaj.|Żegnaj.|Pożegnanie.
Highlander|Człowiek ze wzgórza|Himalaista (nazwisko: Highlander)| Wysokogórze (film: Odwieczni wojownicy)|Wysoki Zamek.|Góral
Take it. Uve, Jorulf, eat up! To the last grain!|Masz. Uwe, Jorulf, wcinajcie! Do ostatniego ziarnka!|Weź to. Uve, Jorulf, zjedzcie wszystko! Do ostatniego ziarna!| Weź to. Uwe, Jorulfie, jedzcie na szybko! Do ostatniego ziarna!|Weź to. Uve, Jorulf, zjedzcie do ostatniego ziarnka!|Weź to. Uve, Jorulf, zjedz! Do ostatniego ziarna!
Wait. Heard you're headed for the Cave of Dreams. Sure you can't use another sword or two?|Czekaj. Słyszałem, że idziesz do Jaskini Snów. Nie przyda ci się dodatkowy miecz – albo nawet dwa?|Poczekaj. Słyszałem, że zmierzasz do Jaskini Marzeń. Na pewno nie możesz użyć jeszcze dwóch mieczy?| Czekaj. Słyszałem, że zmierzasz do Jaskini Marzeń. Jesteś pewien, że nie potrzebujesz dwóch innych mieczy?|Czekaj. Słyszałem, że zmierzasz w stronę Jaskini Marzeń. Pewien, że nie mógłbyś użyć jeszcze jednego czy dwóch mieczy?|Poczekaj. Słyszałem, że zmierzasz do Jaskini Marzeń. Na pewno nie możesz użyć jeszcze jednego lub dwóch mieczy?
*Cough cough*|Ekche, ekche.|Kaszel kaszel.| *Kasły kasły*|*Kaszlnięcie kaszlnięcie*|*Kaszel kaszel*
To see what it's like without it. To see if we'll still matter to one another, or if we'll be like two strangers.|Żeby się przekonać, jak będzie bez niego. Czy będziemy dalej dla siebie ważni, czy staniemy się dwojgiem obcych ludzi.|"""Żeby zobaczyć, jak to jest bez niej. Żeby sprawdzić, czy wciąż będziemy dla siebie ważni, czy staniemy się jak dwie obce osoby."""| Aby zobaczyć, jak to jest bez niego. Aby sprawdzić, czy nadal będziemy dla siebie ważni, czy też będziemy tak jak dwie obce osoby.|Zobaczyć co będzie jak go zabraknie. Zobaczyć czy nadal będziemy dla siebie ważni, lub czy będziemy sobie obcy?|Aby zobaczyć, jak jest bez tego. Aby zobaczyć, czy nadal będziemy dla siebie ważni, czy też będziemy jak dwoje nieznajomych.
Take him!|Weź je!|Weź go!| Zabierz go!|Zabierz go!|Zabierz go!
Lighthouse on Eldberg's still dark…|Latarnia na Eldbergu ciągle wygaszona...|Latarnia morska na Eldbergu wciąż jest ciemna...| Latarnia morska na nadal ciemnym Eldbergu…|Latarnia Morska na Eldberg jest nadal w ciemnościach...|Latarnia morska na Eldbergu wciąż ciemna…
I can't leave him… I'm carryin' his child.|Nie mogę go zostawić... noszę jego dziecko.|Nie mogę go zostawić... Noszę jego dziecko.| Nie mogę go opuścić... jestem z nim w ciąży.|Nie mogę go opuścić... jestem w ciąży z jego dzieckiem.|Nie mogę go zostawić… Noszę w sobie jego dziecko.
You there when the giant attacked?|Byłeś tam, kiedy zaatakował gigant.|Byłeś tam, gdy gigant zaatakował?| Ty tam, kiedy olbrzym zaatakował?|'Tam byłeś kiedy gigant zaatakował?'|Byłeś tam, kiedy olbrzym zaatakował?
Told 'im not to go… but he wanted glory. Ahh.|A mówiłem mu, żeby tam nie szedł... To mu się zachciało chwały... Ech...|Powiedziałem mu, żeby nie szedł... ale chciał sławy. Ach.| Powiedziałem mu, żeby nie chodził… ale pragnął sławy. Ahh.|Powiedziałem im, żeby nie szli... ale on chciał zdobyć sławę. Ach..|Powiedziałem mu, żeby nie szedł… ale on chciał sławy. Ach.
So he's probably fish food by now.|No to pewnie skończył jako karma dla ryb.|Więc teraz pewnie jest już pokarmem dla ryb.| Zapewne jest teraz jedzeniem dla ryb.|Zatem najprawdopodobniej jest już pokarmem dla ryb.|Więc pewnie jest już pokarmem dla ryb.
Wherever the leads take us.|Tam, gdzie zaprowadzi nas ślad.|Gdziekolwiek zaprowadzą nas tropy.| Dokądkol nas zabiorą wskazówki.|Gdziekolwiek nas prowadzą tropy.|Gdziekolwiek zaprowadzą nas wskazówki.
Heard you've been waiting for me. How're the goods?|Podobno na mnie czekałeś. Jak tam... towar?|Słyszałem, że czekałeś na mnie. Jak tam towar?| Słyszałem, że czekasz na mnie. Jak sprawy?|Słyszałem, że czekasz na mnie. Jakie są rzeczy?|Słyszałem, że czekałeś na mnie. Jak tam towar?
Come to the wake with me?|Zechcesz mi towarzyszyć na uczcie?|Czy pójdziesz ze mną na czuwanie?| Chodź ze mną na stypę?|'Chodź ze mną na pogrzeb?'|Pójdziesz ze mną na stypę?
Where should I search for your son?|Gdzie zacząć poszukiwania?|Gdzie mam szukać twojego syna?| Gdzie powinienem szukać twojego syna?|Gdzie szukać twego syna?|Gdzie mam szukać Twojego syna?
There's always been strife between our clans… But I must try and talk to him, just might bring him around.|Nasze rody od zawsze się spierały... Ale muszę spróbować z nim ponegocjować, może coś wskóram.|Zawsze były niesnaski między naszymi klanami... Ale muszę spróbować z nim porozmawiać, może go przekonam.| Zawsze panował konflikt między naszymi klanami… Ale muszę próbować z nim porozmawiać, może się przyczyni to do zmiany jego nastawienia.|Zawsze były spory między naszymi klanami... Ale muszę spróbować z nim porozmawiać. Może uda się go przekonać.|Między naszymi klanami zawsze były waśnie... Ale muszę spróbować z nim porozmawiać, może uda mi się go nawrócić.
Greetings.|Powitać.|Pozdrowienia.| Witaj.|Witaj.|Pozdrowienia.
I solve problems. And if we can agree terms, I can solve yours.|Rozwiązuję problemy. I jeśli się dogadamy, mogę rozwiązać wasz.|Rozwiązuję problemy. I jeśli możemy uzgodnić warunki, mogę rozwiązać twój.| Rozwiązuję problemy. I jeśli będziemy w stanie dojść do porozumienia co do warunków, mogę rozwiązać również Twój problem.|Rozwiązuję problemy. Jeśli możemy uzgodnić warunki, mogę rozwiązać także twoje.|Rozwiązuję problemy. A jeśli możemy się zgodzić na warunki, mogę rozwiązać twoje.
You don't understand a thing. Our lads sunk a Nilfgaard ship full o' loot. I'm thinkin' the waves'll toss somethin' ashore…|Nie rozumiesz. Nasi zatopili Czarnym statek, co wiózł łupy na południe. Może fale coś wyrzucą...|"""Nie rozumiesz nic. Nasze chłopaki zatopiły nilfgaardzki statek pełen łupów. Myślę, że fale wyrzucą coś na brzeg…"""| Nie rozumiesz zaeles. Naszym chłopakom udało się zatopić statki Nilfgaardu pełne sreber. Myślę, że fale wyrzucą coś na brzeg...|Nie rozumiesz ani słowa. Chłopcy zatopili okręt Nilfgaardu, pełen łupów. Myślę, że fale wyrzucią coś na brzeg…|Nic nie rozumiesz. Nasi chłopcy zatopili nilfgaardzki statek pełen łupów. Myślę, że fale wyrzucą coś na brzeg...
Ahoy?|Ahoj?|Cześć?| Cześć?|Czy ktoś jest?!|Ahoj?
Think Udalryk killed his brother?|Myślisz, że Udalryk zabił brata?|Myślisz, że Udalryk zabił swojego brata?| Myślisz, że Udalryk zabił swojego brata?|Czy myślisz, że Udalryk zabił swojego brata?|Myślisz, że Udalryk zabił swojego brata?
Took an interest in our jarl, asked about his childhood. So I told her to see Bergthora and Eiric.|Ciekawił ją nasz jarl, pytała o jego dzieciństwo, to i skierowałam ją do Bergthory i Eirika.|Okazała zainteresowanie naszym jarlem i zapytała o jego dzieciństwo. Poleciłem jej zobaczyć się z Bergthorą i Ericem.| Zainteresowała się naszym jarl, zapytała o jego dzieciństwie. Tak więc powiedziałem jej, żeby zobaczyła Bergthorę i Eirica.|Zainteresowała się naszym jarlem, pytała o jego dzieciństwo. Więc powiedziałem jej, żeby poszła do Bergthory i Eirica.|Zainteresowała się naszym jarlem, zapytała o jego dzieciństwo. Więc powiedziałem jej, żeby zobaczyła Bergthorę i Eirica.
Show me where it happened.|Pokaż, gdzie to było.|Pokaż mi, gdzie to się stało.| Pokaż mi, gdzie to się stało.|Pokaż mi, gdzie to się stało.|Pokaż mi gdzie to się stało.
End times are upon us. Neighbor robbin' neighbor, one isle raidin' the other!|Świat się kończy. Żeby swój swojego okradał, z jednej wyspy na drugą rajd robił!|Czasy ostateczne są u drzwi. Sąsiad okrada sąsiada, jedna wyspa rabuje drugą!| Nadciąga koniec czasów. Sąsiad okrada sąsiada, jedna wyspa grabi drugą!|Koniec świata jest blisko. Sąsiad rabuje sąsiada, jedna wyspa grabi drugą!|Czasy ostateczne nadeszły. Sąsiad okrada sąsiada, jedna wyspa napada na drugą!
Farewell.|Bywaj.|Żegnaj.| Żegnaj.|Żegnaj.|Pożegnanie.
You said the Wild Hunt was on Hindarsfjall.|Mówiłeś, że Dziki Gon był na Hindarsfjall.|Powiedziałeś, że Dziki Łów jest na Hindarsfjall.| Powiedziałaś, że Polowanie Dzikich Łowów jest na Hindarsfjall.|Powiedziałeś, że Dzikie Polowanie jest na Hindarsfjall.|Mówiłeś, że Dziki Gon jest na Hindarsfjall.
So I won't meet a tall dark stranger? I shall have to content myself with you, Geralt.|Czyli nie spotkam bogatego i przystojnego bruneta? Będziesz musiał mi wystarczyć, Geralt.|Więc już nigdy nie spotkam wysokiego ciemnowłosego nieznajomego? Będę musiała zadowolić się tobą, Geralt.| Więc nie spotkam spokojnego nieznajomego? Będę musiał zadowolić się tylko tobą, Geralcie.|Czyżbym więc nie miał spotkać wysokiego czarnego nieznajomego? Przemówię muszę do ciebie Gerardzie.|Więc nie spotkam wysokiego, ciemnego nieznajomego? Będę musiał zadowolić się tobą, Geralt.
Thinking of trying my hand…|Mógłbym spróbować swoich sił...|Myślę o spróbowaniu swoich sił...| Rozważam spróbowanie swoich sił...|Myślę o spróbowaniu z ręką...|Myślę, że spróbuję swoich sił…
Hjalmar's ambitious, but to a fault. We'd all be better off were his sister to win.|Hjalmar ma wielkie ambicje, ale dla nas wszystkich byłoby lepiej, gdyby to jego siostra wygrała.|"""Hjalmar jest ambitny, ale zbyt pochopny w swoich działaniach. Wszyscy byśmy lepiej skończyli, gdyby jego siostra odniosła sukces."""| Hjalmar jest ambitny, ale za bardzo. Wszyscy byśmy byli lepiej, gdyby jego siostra wygrała.|Hjalmar ambitny, ale w tym tkwi jego słabość. Wszyscy byłbyśmy lepiej odegrani, gdyby jego siostra zwyciężyła.|Hjalmar jest ambitny, ale do przesady. Wszyscy bylibyśmy w lepszej sytuacji, gdyby wygrała jego siostra.
Devourer|Pożeracz|Pożeracz| Pochłaniacz, zjadacz|Pożeracz.|Pożeracz
Hmm… abandoned house Eiric mentioned - high time I had a look.|Hmm... Chyba czas sprawdzić ten opuszczony dom, o którym mu mówił Eirik.|Hmm... opuszczony dom, o którym wspomniał Eiric - najwyższy czas, żebym to sprawdził.| Hmm... opuszczony dom, o którym wspomniał Eiric - prawie czas, żebym go sprawdził.|'mm... opuszczony dom o którym wspomniał Eiric - najwyższa pora by rzucić na niego okiem.'|Hmm... opuszczony dom, o którym wspomniał Eiric - najwyższy czas, żebym i ja tam zajrzał.
An Craite lasses got more spunk then their men!|U an Craite baby mają więcej ikry niż chłopy!|"""Kobiety z Clan Craite mają więcej ikry niż ich mężczyźni!"""|" ""Dziewczyny z An Craite mają więcej gracji aniżeli ich mężczyźni!"""|Kobiety z rodu Crach aninają więcej siły niż ich mężczyźni!|Dziewczyny An Craite mają więcej tupetu niż ich mężczyźni!
I'll help you, Cerys.|Pomogę ci, Cerys.|Pomogę ci, Cerys.| Pomogę ci, Cerys.|Pomogę ci, Cerys.|Pomogę ci, Cerys.
Blunder somewhere else!|Nie kręc się tu!|Pomyłka gdzie indziej!|" {{""Spieprz na drugi biegun!""}}"|Poprzeczaj się gdzieś indziej!|Błąd gdzie indziej!
Then save your whingin' till you figure it out.|To zacznij narzekać, jak już się dowiesz.|Potem zachowaj swoje narzekanie do czasu, aż to rozgryziesz.| Wtedy zapisz swoje narzekania, dopóki nie wydziesz tego.|Potem zostaw swoje narzekanie aż do czasu, gdy to zrozumiesz.|To wstrzymaj się z narzekaniem, aż znajdziesz rozwiązanie.
As we'll all meet King Bran. And feast at his table. And sing his praise.|Tak samo jak kiedyś wszyscy spotkamy króla Brana.|Gdy spotkamy się z królem Branem. I będziemy ucztować przy jego stole. Zaśpiewamy jego pochwałę.| 'Gdy wszyscy spotkamy się z Królem Branem. I świętować na jego stole. I śpiewać jego pochwały.'|Gdy spotkamy się wszyscy z królem Brannem. I będziemy ucztować przy jego stole. Oraz będziemy wspólnie jego chwalić.|Gdyż wszyscy spotkamy Króla Brana. I ucztujemy przy jego stole. I śpiewamy jego pochwały.
Jarl, the witcher surely meant no offense. Let us hear what he has to say.|Jarlu, wiedźmin na pewno nie chciał cię obrazić. Wysłuchajmy, co ma do powiedzenia.|Jarl, czarodziej z pewnością nie zamierzał nikogo obrazić. Posłuchajmy, co ma do powiedzenia.| Jarl, pewnie czarodziej nie zamierzał złościć. Wyjdźmy z założenia, że ma coś powiedzieć.|Jarle, czarodziej zapewne nie miał złych intencji. Posłuchajmy co ma do powiedzenia.|Jarl, wiedźmin z pewnością nie miał na myśli nic złego. Posłuchajmy, co ma do powiedzenia.
Riiight… Just not something I'd ever wear. Buuut, what don't we do for our--|No tak... Nie sądziłem, że kiedyś założę coś takiego, ale czego się nie robi dla...|"Dokładne tłumaczenie tego tekstu na język polski:

""Riiight… To nigdy nie byłoby czymś, co bym założył. Ale, czego nie robimy dla naszych-...""

Proszę pamiętać, że to tłumaczenie zachowuje wszystkie niuanse oryginalnego tekstu, w tym także specyficzną intonację i dźwięki onomatopeiczne (np. wydłużone ""r"" przed słowem ""riiight""), a także pisownię obco brzmiących słów bez zmian."| 'Jeee tak... Prostoma to nie poproszę kiedykolwiek na sobie nosić. Aaale, kto po co nie robi dla--'|Och rzeczywiście... Po prostu nie jest to coś czego kiedykolwiek bym chciała nosić. Aleee, po cóż to my dla nich nie zrobimy -|Jasne... Po prostu nie jest to coś, co kiedykolwiek bym założyła. Ale, czego nie robimy dla naszych--
The witcher will be with you. You'll manage, I know it.|Będzie z tobą wiedźmin, poradzicie sobie.|Wiedźmin będzie z tobą. Poradzisz sobie, wiem to.| Czarodziej przybędzie do Ciebie. Zdołasz, wiem to.|Wiedźmin będzie z tobą. Dasz sobie radę, wiem to.|Wiedźmin będzie z tobą. Dasz radę, wiem to.
Best finish me now, 'cause you'll be fucked once I catch my breath.|Lepiej mnie dobij, bo odsapnę i cię zapierdolę.|Najlepiej dokończ mnie teraz, bo zostaniesz skrzywdzony, gdy złapię oddech.| Najlepiej dobijaj mnie teraz, bo znajdziesz się w kłopotach, gdy odzyskam tchu.|Najlepiej skończ ze mną teraz, bo będziesz zgubiony jak tylko odzyskam oddech.|Lepiej skończ ze mną teraz, bo jak tylko złapię oddech, to będziesz w dupie.
Widows' isles - that's what Skellige is.|Skellige to wyspy wdów.|Wdowia Łacha - tym właśnie jest Skellige.| Skellige jest nazwą 'wysp-wdów'.|'Skellige to Wyspy owdowiałych.|Wyspy Wdów - oto Skellige.
We'll see.|Zobaczymy.|Zobaczymy.| Zobaczymy.|Zobaczymy.|Zobaczymy.
Ermion mentioned the druid Gremist. Apparently has similar rare beauties, as does some hermit in Velen. Pay them a visit if you care to expand your collection.|Myszowór opowiadał, że podobne rarytasy ma druid Gremista i jakiś pustelnik z Velen. Gdybyś chciał uzupełnić kolekcję, to powinieneś ich odwiedzić.|Ermion wspomniała o druidzie Gremiście. Najwyraźniej ma podobne rzadkie piękności, jak pewien pustelnik w Velenu. Warto ich odwiedzić, jeśli chcesz rozszerzyć swoją kolekcję.| Ermion wspomniał o druidzie o imieniu Gremist. Wydaje się, że posiada także podobne rzadkie piękności, tak jak pewien pustelnik w Velen. Odwiedź ich, jeśli martwisz się o poszerzenie twojej kolekcji.|Ermion wspomniał o Druidzie Gremiście. Wygląda na to, że posiada podobne rzadkie piękności jak jakiś pustelnik w Velen. Odwiedź ich, jeśli zależy Ci na poszerzeniu swojej kolekcji.|Ermion wspomniał o druidzie Gremiście. Podobno ma podobne rzadkie piękności, podobnie jak jakiś pustelnik w Velen. Odwiedź ich, jeśli chcesz poszerzyć swoją kolekcję.
And her mum went and gave her up to Freya!|A tu matka umyśliła, że ją kaplankom Freyji odda!|A jej mama poszła i oddała ją Freyi!|" ""I jej mama poszła i oddała ją Freyi!"""|A jej mama poszła i oddała ją Freyi!|A jej mama poszła i oddała ją Freyi!
Not your lucky day, it seems. What happened next?|Rzeczywiście mieliście pecha. I co było potem?|Nie twój szczęśliwy dzień, jak się wydaje. Co stało się potem?| Nie twoje szczęśliwe dni, wydaje się. Co się stało dalej?|Nie twojego szczęśliwego dnia, zdaje się. Co nastąpiło później?|Wygląda na to, że to nie był twój szczęśliwy dzień. Co się stało później?
Oooo… My head - pain's just awful…|Auuu... Strasznie boli mnie głowa...|Oooo… Moja głowa - bóle są po prostu okropne…| 'Ooo… Mój głowa - ból jest straszny…'|'Oooo…. Boli mnie głowa - ból jest straszny…'|Ooo... Głowa - ból jest po prostu okropny...
Begone, lass.|Odejdź stąd, dziewczyno.|Odejdź, dziewczyno.| Odchodź, moja dziewczyno.|Precz dziewczyno.|No to chodźmy.
Come up with anything?|Wymyśliłaś coś?|Wymyśleć cokolwiek?| Wymyśl coś?|Czy cokolwiek wynalazłeś?|Masz jakiś pomysł?
Let's fight.|Walczmy.|Walczmy.| Walczmy.|Zwalczmy.|Walczmy.
Come see me again some time.|A zajrzyj do mnie jeszcze.|'Przyjdź zobaczyć mnie ponownie kiedyś.'| Proszę, odwiedź mnie jeszcze kiedyś.|Zwiedź mnie jeszcze kiedyś.|Przyjdź do mnie kiedyś ponownie.
There's a door the other side. I'd 'ave pulled the little one from the oven right away, no flames would've touched 'im.|Po drugiej stronie ściany są drzwiczki do pieca. Wyciągnęłabym go, zanim płomienie zdążyłyby go tknąć.|Z drugiej strony jest drzwi. Od razu bym wyciągnął małego z pieca, płomienie w ogóle by go nie dotknęły.| Jest drzwi po drugiej stronie. Wyciągnąłbym tego małego z pieca od razu, żaden ogień nie dotknąłby go.|Drzwi są po drugiej stronie. Wyciągnęłbym tego małego od razu z piekarnika, żaden płomień by go nie tknął.|Po drugiej stronie są drzwi. Wyjąłbym małego od razu z piekarnika, żaden ogień by go nie dotknął.
Why did you do it?! How did you know?! How?!|Czemu to zrobiłaś?! Skąd wiedziałaś?! Skąd?!!!|Dlaczego to zrobiłeś?! Skąd wiedziałeś?! Jak?!|" Dlaczego to zrobiłeś?! Jak mogłeś o tym wiedzieć?! Jak?!"""|Czyżby miałeś do tego powody? Jakим to było możliwe?! Jak?!|Dlaczego to zrobiłeś?! Skąd wiedziałeś?! Jak?!
If your arse is a tough as your talk, who knows…|Jeśli nie tylko w gębie jesteś mocny, ale i w siodle... Kto wie.|Jeśli twój tyłek jest tak twardy jak twoja mowa, kto wie...| Jeśli twoje tyłek jest tak mocne jak twoje mowa, kto wie..|Jeśli twój tyłek jest równie twardy jak twoje gadanie, kto wie…|Jeśli twój tyłek jest tak twardy jak to, co mówisz, to kto wie…
I'll not take any more of this modesty. This is a land of heroes! Let this remind you of that.|Daj już spokój z tą skromnością. W końcu to kraj bohaterów... I niechaj to ci o tym przypomina.|Nie będę już więcej znosić tej skromności. To jest kraina bohaterów! Niech to przypomni ci o tym.| Nie będę dłużej tolerował tej skromności. To kraj bohaterów! Niech to przypomni Ci o tym.|Już się nie będę słuchał tej skromności. To ziemia bohaterów! Niech to będzie ci na przypomnienie.|Nie zniosę więcej tej skromności. To jest kraina bohaterów! Niech to ci o tym przypomni.
This is none of my business.|To nie moja sprawa.|To nie jest moja sprawa.| To mnie nie tyka.|To mnie nic nie dotyczy.|To nie moja sprawa.
Gimme a minute.|Daj mi chwilę.|Daj mi minutę.| Daj mi minutę.|Daj mi minutę.|Daj mi minutę.
See you, Yen. Take care of yourself.|Do zobaczenia, Yen. Uważaj na siebie.|Do zobaczenia, Yen. Dbaj o siebie.| Do zobaczenia, Yen. Nie zapomnij o dbałości o siebie.|Żegnaj, Yen. Będź sobą zajęty.|Do zobaczenia, Yen. Dbaj o siebie.
Snow.|Ślimak.|Śnieg.| Śnieg.|Śnieg.|Śnieg.
Skelligan honor… Chose to die instead of living with the knowledge they'd let down their brother…|Skelligijski honor... Woleli zginąć, niż żyć ze świadomością, że zawiedli brata.|Honor Skellingów... Wybrał śmierć zamiast życia ze świadomością, że zawiedli swojego brata...| Skelliga honor… Wybrali śmierć zamiast życia z poczuciem zawodu brata…|"""Honor Skelligana... Wybrali śmierć zamiast życia ze świadomością, że zawiedli własnego brata…"""|Honor Skelliganów… Wybrali śmierć zamiast życia ze świadomością, że zawiedli swojego brata…
It's, uh… adornment. I engraved it.|No... Zdobienia graweruję.|To jest, eh... ozdoba. Wygrawerowałem to.| To, uh, ozdoba. Wyrzeźbiłem ją.|To... dodatek. To ja to wygrawerowałem.|To jest, uh… ozdoba. Wygrawerowałem to.
Hmm, no harm in trying, I suppose.|Hmm, warto spróbować.|Hmm, chyba nie zaszkodzi spróbować.| 'Hmm, spróbować nie szkodzi, wydaje mi się.'|Ciekawe, nie ma straty w próbach, chyba.|Cóż, sądzę, że nie zaszkodzi spróbować.
Come here! Please!|Podejdź tu! Proszę!|Chodź tutaj! Proszę!| Wypowiedź ta znaczy po polsku: 'Chodź tutaj, proszę!'|Chodź tutaj proszę!|Proszę, chodź tu!
Hm, something really did tear him to pieces…|Hm, coś rzeczywiście rozniosło go na strzępy...|Hm, coś rzeczywiście rozerwało go na strzępy...| Hm, coś naprawdę rozszarpało go na strzępy...|"""Hmm, coś naprawdę pokiereszowało go…"""|Hm, coś naprawdę go rozdarło na strzępy...
It's done. Ghosts're gone.|Zjawy przegnane.|Zrobione. Duchy zniknęły.| Zrobione. Duchy odchodzą.|Zostało zrobione. Duchy odeszły.|Stało się. Duchy odeszły.
Know where to go? Got any clues?|Masz jakiś trop?|Wiesz dokąd iść? Masz jakiekolwiek wskazówki?| 'Czy wiesz, dokąd masz iść? Masz jakieś wskazówki?'|Wiesz gdzie pójść? Masz jakieś wskazówki?|Wiesz, dokąd iść? Masz jakieś wskazówki?
Well, I'm due to appear in Vizima.|Cóż, ja jadę do Wyzimy.|Cóż, mam się pojawić w Wizimie.| Dobrze, jestem zobowiązany pojawić się w Vizimie.|Cóż, mam się zjawić w Vizimie.|No cóż, mam się pojawić w Wyzimie.
I feel shame… Don't know I'd be able to make that kind of sacrifice.|Wstyd mi... Nie wiem, czy byłbym zdolny złożyć im taką ofiarę.|Czuję wstyd... Nie wiem, czy byłabym w stanie dokonać takiego poświęcenia.| Czuję wstyd... Nie wiem, czy byłbym w stanie dokonać takiej ofiary.|'Czuję wstyd... Nie wiem, czy byłbym w stanie zrobić tego rodzaju poświęcenie.'|Czuję wstyd... Nie wiem, czy byłbym zdolny do takiego poświęcenia.
Birna's a scheming whore. Refuses to admit her reign's ended.|Birna to podstępna suka. Jeszcze do niej nie dotarło, że jej władza się skończyła.|"""Birna to przebiegła dziwka. Odmówiła przyznania, że jej panowanie się skończyło."""| Birna jest bezwzględną intrigantką. Odmawia uznania, że jej panowanie się skończyło.|Birną jest oszukanką. Odmiata się przyznać że jej rządy już skończyły się.|Birna to intrygująca dziwka. Odmawia przyznania, że jej panowanie dobiegło końca.
For the love of Freya! All right! Have it your way! You saved me, now what? What, need I march around the country singin' out your praises?!|Na Freyję! Niech ci będzie! Uratowałeś mnie! I co teraz? Mam chodzić po wsiach i odtrąbić twój triumf?!|Ze względu na miłość do Freyi! Dobrze! Niech ci będzie! Uratowałeś mnie, a teraz co? Co, czy muszę chodzić po kraju i śpiewać twoje pochwały? (!)| Przez miłość Frei! Dobrze! Niech tak będzie! Ocaliłeś mnie, a teraz co? Czyż powinienem iść po kraju i opiewać twój czyn?|'Dla miłości Freyi! Dobrze już! Masz swoje! Uratowałeś mnie, a teraz co? Czy mam maszerować po kraju, wychwalając twoją chwałę?'|Na miłość Freyi! W porządku! Zrób to po swojemu! Uratowałeś mnie, co teraz? Co, mam maszerować po kraju, śpiewając twoje pochwały?!
Hm… when ye think on it… makes sense.|W sumie... Dobrze powiedziane.|Hm... kiedy się nad tym zastanowię... ma to sens.| Hm... kiedy myślisz o tym... ma sens.|„Hm… kiedy o tym myślisz… to ma sens.”|Hm… jak się nad tym zastanowić… to ma sens.
Quiet like!|Cicho!|Cichy jak!| Cicho! (Tłumaczenie odnosi się do idiomu, który kierowany jest do osoby lub osób, żeby były ciche.)|Cicho jak!|Cicho jak!
Must've nabbed her body soon after she'd drowned.|Musiały dopaść ciało na krótko po tym, jak dziewczyna się utopiła.|Musiała wkrótce utonąć po tym, jak złapała ją.| Musiał zabrać jej ciało krótko po tym, jak utopiła się.|Musiał ją wciągnąć do siebie zaraz po tym jak utonęła.|Musiał znaleźć jej ciało wkrótce po utonięciu.
If you're gonna talk rubbish, best not talk at all.|Jak masz takie rzeczy opowiadać, to może się lepiej nie odzywaj.|Jeśli masz gadać bzdury, lepiej w ogóle nie mówić.| Jeśli zamierzasz mówić niedorzeczności, lepiej w ogóle nie mów.|Jeśli będziesz mówić brednie, lepiej w ogóle nie wspominać o tym.|Jeśli już chcesz gadać głupoty, to lepiej nie gadaj wcale.
"Come summer we'll have three new longboats: the ""Hemdall,"" the ""Kambi,"" and the ""Wild Boar of the Sea."" The last for Crach himself."|Do lata powstaną trzy nowe drakkary: „Hemdal”, „Kambi” i przeznaczony dla samego Cracha „Dzik Morski”.|"Na lato będziemy mieli trzy nowe długie łodzie: ""Hemdall"", ""Kambi"" oraz ""Dzika Świnia Morza"". Ostatnia dla Crasha osobiście."|" Kiedy nadejdzie lato, będziemy mieli trzy nowe długie łodzie: ""Hemdall"", ""Kambi"" i ""Morski Dzik"". Ostatni dla samego Cracha."|Latem będziemy mieli trzy nowe łodzie długie: „Hemdalla”, „Kambi” i „Dzik Z Morza”; Ostatnia dla samego Cracha.|Latem będziemy mieli trzy nowe długie łodzie: „Hemdall”, „Kambi” i „Wild Boar of the Sea”. Ostatnia dla samego Cracha.
Hjort was the one really got me thinkin'. He told me Udalryk started hearin' voices right after Aki's death. Hjort thought that important.|Najbardziej dał mi do myślenia Hjort. Zaznaczył bardzo wyraźnie, że Udalryk zaczął słyszeć głosy dopiero po śmierci Akiego...|Hjort był tym, który tak naprawdę spowodował, że zacząłem się poważnie zastanawiać. Powiedział mi, że Udalryk zaczął słyszeć głosy tuż po śmierci Aki. Hjort uważał to za ważne.|" ""To Hjort tak naprawdę zaczął mnie myśleć. Powiedział mi, że Udalryk zaczął słyszeć głosy zaraz po śmierci Aki. Hjort uznał to za ważne."""|To właśnie Hjort zmusił mnie do myślenia. Powiedział mi, że Udalryk zaczął słyszeć głosy zaraz po śmierci Aki. Hjort uznał to za istotne.|Hjort był tym, który naprawdę dał mi do myślenia. Powiedział mi, że Udalryk zaczął słyszeć głosy zaraz po śmierci Aki. Hjort uważał to za ważne.
And if it doesn't provide on its own, you hack off hands that hold swords in a death grip?|A jeśli nie daje po dobroci, odrąbuje się komuś rękę razem z mieczem?|I jeśli samo tego nie zapewnia, odcinasz ręce, które trzymają miecze w śmiertelnym uchwycie?| I jeśli samo przynieść nie wystarczy, obcinasz ręce, które żywo trzymają miecze?|A jeśli nie zapewnia tego sama rzecz, to wtedy odetniesz ręce trzymające miecze w śmiertelnym uścisku?|A jeśli samo z siebie nie pomoże, to odcinacie ręce, które trzymają miecze w śmiertelnym uścisku?
