en_text,pl_text,dialog_extracted,chrf_dialog_extracted,bleu_dialog_extracted,bertscore_dialog_extracted,comet_dialog_extracted
Owner must've invested a lot.,Właściciel sporo zainwestował.,Właściciel musiał zainwestować sporo pieniędzy.,0.69300652774094,0.06389431042462725,0.8822203874588013,0.9583740234375
Save the children!,Ratujcie dzieci!,Ratuj dzieci!,0.5448354422142986,0.1495348781221221,0.9233865141868591,0.9898169636726379
"No? Why the hell not? You disgusted? Afeared of your conscience? Gods dammit, do it quick - I'll pay ye.","Nie – bo co? Brzydzicie się czy by was sumienie gryzło? Nawet zapłaciłbym, kurwa, żebyście to zrobili szybko...","Dlaczego nie? Jesteś zniesmaczony? Boisz się swojego sumienia? Do diabła, zrób to szybko - zapłacę ci.",0.2457479494161159,0.012909220865163074,0.7218926548957825,0.8270967602729797
"Cook then bled him empty, stripped his skin off clean.","Spuścił z niego krew, skórę zdarł z głuptaska.","Cook następnie wykrwawił go całkowicie, zdarł jego skórę do czysta.",0.2789160107829308,0.025098621243978974,0.7979854345321655,0.6489220857620239
Disturbed our ghostly forefathers' slumber.,Duchom naszych dziadów spokój zmącił...,Zakłócił spokój naszych duchowych przodków.,0.37927146049007754,0.06389431042462725,0.7618002891540527,0.7627766728401184
Me oh my!,Łojejku!,Me oh my!,0.06329113924050642,0.0,0.6979214549064636,0.42268678545951843
Out there… in the swamp.,Gdzieś na bagnach.,Tam... w bagnie.,0.1666086534043675,0.0,0.7592524290084839,0.7533881664276123
Works. Who woulda thunk.,Działa. Kto by pomyślał.,Działa. Kto by pomyślał.,1.0,1.0,1.0,0.9870515465736389
Not a conversation you're likely to avoid. I'll go with you if you want.,"Nie unikniesz tej rozmowy, ale jak chcesz, to mogę pójść z tobą.","Nie jest to rozmowa, której prawdopodobnie unikniesz. Pójdę z tobą, jeśli chcesz.",0.4235740676284246,0.022416933501922302,0.8298259377479553,0.9136307239532471
"Couldn't wait, no, had to sneak off, as if you were afeared someone'd steal the giant out from under you!","A ty nie mogłeś zaczekać, musiałeś wymknąć się na wyprawę, jakbyś się bał, że ktoś ci ukradnie tego giganta!","Nie mogła się doczekać, nie, musiała się wymknąć, jakby się bała, że ktoś ukradnie jej giganta spod nosa.",0.4712851501786694,0.027172641739175114,0.7942445874214172,0.6348264813423157
Uhh… But…,Yy... Ale...,Aaa... Ale...,0.7454707642889703,0.1495348781221221,0.9246670603752136,0.9287628531455994
"Tell me something about this temple, could you?",Czy możesz opowiedzieć mi o tej świątyni?,"Powiedz mi coś o tym świętym miejscu, jeśli możesz?",0.3278695820511025,0.028517539529041507,0.7752214670181274,0.9234901070594788
"And your beloved - he dead, too?","A twój ukochany, o którym mówiłaś? Czy on też nie żyje?",A czy twój ukochany też nie żyje?,0.45503278068383307,0.10489671869455933,0.8636465668678284,0.9128207564353943
King Bran is a feeble old man. From what I know he barely remembers the names of his own vassals. Uniting all might prove difficult.,"Król Bran jest zniedołężniałym starcem. Z tego, co słyszę, nie pamięta już nawet imion swoich wasali... Więc z tym jednoczeniem może być ciężko.",Król Bran jest słabym starcem. Z tego co wiem ledwo pamięta imiona swoich wasali. Zjednoczenie wszystkich może okazać się trudne.,0.4765802456845966,0.05974760662754065,0.8190210461616516,0.9084675908088684
Watch how you walk!,Jakże chodzisz!,"Uważaj, jak chodzisz!",0.5788725186279041,0.11362193664674995,0.8561610579490662,0.8022443056106567
You beat them.,Biłeś je.,Pobiłeś ich.,0.2532513509011904,0.0,0.7888857126235962,0.8576858043670654
Hey!,Hej!,Cześć!,0.07936507936507946,0.0,0.8239847421646118,0.9335455298423767
Try me!,Spróbuj się ze mną!,Wyzwij mnie!,0.08676307007786437,0.0,0.800697922706604,0.7231811285018921
A witcher…,Wiedźmin...,Czarodziej...,0.1564212641578371,0.0,0.8553709387779236,0.7805902361869812
Ehh!,Ech!,Ech!,0.6666666666666666,0.1778279410038923,1.0,0.9912304878234863
Dum dee dum dum dum dum dum dum…,Tam ta ra tam ta..,Dum dee dum dum dum dum dum dum...,0.055227996404467065,0.0,0.7676771283149719,0.5714229941368103
Rain was comin'. Felt it in my bones…,To na deszcz mnie w kościach łamało.,Czułem nadchodzący deszcz... Miałem go w kościach...,0.4286116281018229,0.033031643180138064,0.7442253828048706,0.750384509563446
Nilfgaard in Skellige… Never fuckin' thought I'd see the day…,"Czarni na Skellige... Kurwa, nie sądziłem, że dożyje takich czasów...","Nigdy nie myślałem, że zobaczę Nilfgaard w Skellige...",0.27747155185827393,0.02846946938149362,0.7520167827606201,0.6223113536834717
"Yes, a splendid story, but I think I've had my fill of this boasting. Come, Zoltan, we must convince the halflings they saw nothing at all.","Świetna historia, ale mam już dosyć tych przechwałek. Chodź, Zoltan musimy przekonać niziołki, że absolutnie nic nie widziały.","Tak, wspaniała historia, ale myślę, że mam już dosyć tego przechwalania się. Chodź, Zoltanie, musimy przekonać półelfy, że nic nie widziały.",0.6329306907650762,0.1000625978397282,0.8681203722953796,0.7922371029853821
How did you wind up here?,Skąd właściwie się tu wzięłaś?,Jak się tu znalazłeś?,0.1648424720598968,0.13232169883599026,0.8222563862800598,0.9112682938575745
"Greetings, stranger.","Witaj, nieznajomy.","Witaj, nieznajomy.",1.0,0.316227766016838,1.0,0.9889673590660095
Inn at the Crossroads. You bought us a round.,"Karczma na Rozstajach, postawiłeś nam kolejkę.",W gospodzie Pod Rozstajami. Postawiłeś nam kolejkę.,0.6047379462521774,0.06985342056580097,0.8481687903404236,0.768756091594696
Yes… In legends. Of the kind that do not end happily.,Tak... W legendach. Tych bez szczęśliwego zakończenia.,"Tak... W legendach. Takich, które nie kończą się szczęśliwie.",0.5777466889301166,0.11868405219520975,0.8638888597488403,0.9320332407951355
Kiss a dog's arse.,Całuj psa w dupę.,Pocałuj tyłek psa.,0.21289258568466599,0.0,0.8165176510810852,0.7144032716751099
Hotspur Hjalmar'll drive the Black Ones off in a jiffy!,"Hjalmar gorączka, zaraz Czarnych stąd pogoni!",Hotspur Hjalmar szybko przepędzi Czarne Wilki!,0.24902147220819137,0.040824829046386304,0.7206897735595703,0.5324070453643799
This Craven you mention… Does he have a name?,"Ten Tchórz, o którym mówicie... Ma jakieś imię?","Czy ten Craven, o którym wspominasz... Czy on ma imię?",0.27738432640318683,0.04939382737115371,0.8231039643287659,0.8131098747253418
I'll be back.,W takim razie wrócę później.,Wrócę.,0.0938121564259945,0.0,0.7464113235473633,0.8779728412628174
"Ciri, let's get out of here.","Ciri, chodźmy stąd.","Ciri, chodźmy stąd.",1.0,0.5623413251903491,1.0,0.9882863163948059
"Don't like you, darlin', simple as that.",Nie podobasz mi się kochasiu.,"Nie lubię cię, skarbie, ot i cała filozofia.",0.14759346213197713,0.02777619034011792,0.7200785875320435,0.6745526790618896
No reason to do it out here. Come inside.,Nie stójmy tu. Chodźcie do środka.,Nie ma powodu robić tego tutaj. Wejdźmy do środka.,0.353429579161115,0.056122223243057295,0.8426645398139954,0.8699595928192139
A Nilfgaardian scout from the local garrison saw her.,Zwiadowca z nilfgaardzkiego garnizonu ją widział.,Widział ją nilfgaardzki zwiadowca z lokalnej garnizonu.,0.6359993730531325,0.039281465090051315,0.8755350708961487,0.8864386677742004
Can't wait to watch him swing. Someone'll have to lift him onto the stool.,"Chętnie sobie popatrzę, jak zadynda na szubienicy. Tylko ktoś go będzie musiał podsadzić do pętli...","Nie mogę się doczekać, żeby zobaczyć, jak się buja. Ktoś będzie musiał go podsadzić na stołek.",0.31219168804938424,0.0342347495586902,0.7627609968185425,0.6638997197151184
"Must be prosperin' 'round here, eh? Heard there's silver in them hills.","Wam to się chyba powodzi, co? Słyszałem, że macie w górach srebro.","Musi tu nieźle prosperować, co? Słyszałem, że jest srebro w tych górach.",0.44358180851231777,0.09058752341587764,0.8462505340576172,0.890047013759613
"Mh. A little here, a little there…",Tu i tam...,"Tak. Trochę tu, trochę tam...",0.43616752787369517,0.05372849659117709,0.7377732992172241,0.6971263289451599
"What is it, Grayhead?","Czego tu, Siwy?","Co to jest, Grayhead?",0.09975308641975317,0.0,0.7899762988090515,0.6002328991889954
"Some, aye. Others were not so fortunate. But what happened then… I must say, witcher - seen a lot, but nothing like this, never.","Jednym tak... A innym nie... Ale to, co stało się później... Muszę ci powiedzieć, że wiele w życiu widziałem, ale czegoś takiego jeszcze nigdy...","Niektórzy tak, ale inni nie mieli tyle szczęścia. Ale co się potem stało... Muszę powiedzieć, czarodzieju - widziałem wiele rzeczy, ale nigdy nic takiego.",0.4257017716585863,0.01287150253861497,0.7862096428871155,0.7550042867660522
And you believe it…,A ty w to wierzysz...,I ty w to wierzysz...,0.9300541370394314,0.668740304976422,0.9828267097473145,0.9875696301460266
My goodness!,Ale numer!,Ojej!,0.03875968992248071,0.0,0.7685866355895996,0.8191851377487183
"Well… I could give him our pa's clothes, teach him to work the field. But… that accent. Fine, I'll take him in.","No... Da mu się ubrania po ojcu, przyuczy do pracy w polu... Tylko ten akcent... No, ale niech będzie. Zabiorę i jego.","Może mógłbym dać mu ubrania naszego taty, nauczyć go pracy na roli. Ale... ten akcent. No dobrze, wezmę go do siebie.",0.2925902087379782,0.013023957260262857,0.7397105097770691,0.8130092024803162
"If I'm to die today, I wish to look smashing for the occasion.","Skoro mam dziś umrzeć, muszę odpowiednio dobrze wyglądać.","Jeśli mam dziś umrzeć, chciałbym wyglądać olśniewająco na tę okazję.",0.4116583671210487,0.10445522730720382,0.8054012060165405,0.8485860824584961
"In that case, I'll count on more tribute comin' in.",W takim razie liczę na zwiększenie dochodów.,W takim razie liczę na więcej daniny.,0.5027710273781972,0.6147881529512643,0.8739164471626282,0.5717050433158875
"I feel faint, my head spins.",Cos mi się kręci w głowie.,"Czuję się słabo, kręci mi się w głowie.",0.5393793568884601,0.08783602619713961,0.854210615158081,0.8469362854957581
"Cavalry swooped in from the wood, a wall of infantry marched from the swamp. Our boys wished to surrender…","Od lasu poszła rysią jazda, a od bagnisk piechury. Nasi poddać się chcieli...","Kawaleria nadleciała z lasu, ściana piechoty maszerowała z bagien. Nasi chłopcy chcieli się poddać...",0.33024586207326156,0.0169861974906263,0.771005392074585,0.6974523067474365
Those men wore Clan Tuirseach colors.,Ci ludzie nosili kolory klanu Tuirseach.,Ci mężczyźni nosili kolory Klanu Tuirseach.,0.6602849525477889,0.10266900960803409,0.9060831069946289,0.9593701362609863
"Who, then?",To kto?,"Kto, więc?",0.1108116202455826,0.0,0.7716012597084045,0.9457102417945862
Yeah?,No?,Co?,0.19444444444444442,0.0,0.8832828402519226,0.8460374474525452
I welcome my savior to my humble abode!,Witam wybawcę w moich skromnych progach!,Witam mojego wybawiciela w moim skromnym domu.,0.3525418650308392,0.039281465090051315,0.840455949306488,0.9090136885643005
Hahahha.,"Ha, ha, ha.",Haha.,0.18794122374293734,0.0,0.7091236710548401,0.6829341053962708
Wouldn't mind a look at your stock.,Chcę obejrzeć twoje towary.,Nie miałbym nic przeciwko rzuceniu okiem na twój towar.,0.21573371911163663,0.0,0.732996940612793,0.8133847117424011
Think I know how to produce a fortified formula of White Raffard's Decoction.,"Chyba już wiem, jak uzyskać silniejszy Dekokt Raffarda Białego.","Myślę, że wiem, jak wyprodukować wzmocnioną formułę Dekokcji Białego Raffarda.",0.38356301788607117,0.0446323613785333,0.8197621703147888,0.7921207547187805
"Kjall, son of Olaf…","Kjall, syn Olafa...","Kjall, syn Olafa...",1.0,0.5623413251903491,1.0,0.9905121922492981
Splendid weather we're having.,Ładną dziś pogodę mamy.,Piękną pogodę mamy.,0.5234058038252072,0.17216896116316355,0.8811553120613098,0.9629770517349243
Nah. I was eager to fight. Thought I'd bring home more'n just the scars on my back.,"A skąd. Zachciało mi się wojowania. Myślałem, że przywiozę do domu coś więcej niż blizny na grzbiecie.","Nie. Byłem chętny do walki. Myślałem, że przywiozę coś więcej niż tylko blizny na plecach.",0.4680217885705306,0.11267270561269,0.8449670076370239,0.8892235159873962
"So, sentimental value… that why you kept it?",Czyli zatrzymałaś ją z sentymentu?,"Więc, wartość sentymentalna... Dlatego to zatrzymałeś?",0.4630125890626416,0.0,0.749628484249115,0.7720538973808289
We're only ever the ones to know the truth about ourselves.,Tak... prawdę o sobie znamy tylko my sami.,Tylko my sami znamy prawdę o sobie.,0.6140945006324354,0.07201170728284921,0.8313636779785156,0.9704325199127197
Right on that count - I don't like this.,"Rzeczywiście, nie podoba mi się to...",Dokładnie co do tego - nie podoba mi się to.,0.516170712122149,0.2626909894424158,0.8319090604782104,0.7939502596855164
May Modron Freya watch us and keep us…,Niech Modron Freyja ma nas w opiece…,Niech Modron Freja nas strzeże i chroni...,0.5017389162741204,0.07730551756939454,0.7439359426498413,0.9427674412727356
It worth anything? The metal on your back?,Warte coś? Te żelaza na plecach?,Czy to cokolwiek warte? Metal na twoich plecach?,0.34066573693489827,0.03303164318013808,0.8136313557624817,0.8037772178649902
"Sorry… Wasn't expecting to see you. To be honest, this isn't at all how I imagined we'd meet.","Wybacz... Nie spodziewałem się ciebie. Szczerze mówiąc, to w ogóle nie tak wyobrażałem sobie to spotkanie.","Przepraszam... Nie spodziewałem się ciebie spotkać. Szczerze mówiąc, to zupełnie nie tak wyobrażałem sobie nasze spotkanie.",0.7599075083794359,0.28977907494497107,0.9084709882736206,0.952585756778717
"Tell us, please. Absolutely love elven legends.",Opowiedz koniecznie. Uwielbiam elfie legendy.,"Opowiedz nam, proszę. Uwielbiamy absolutnie legendy elfickie.",0.5841190826076579,0.033031643180138064,0.8472983241081238,0.9396210312843323
"They threw stones at us, Geralt.","One rzucały w nas kamieniami, Geralt.","Rzucali w nas kamieniami, Geralt.",0.7210127831294493,0.5475182535069453,0.9195744395256042,0.8776541352272034
I'll take Stuttering Matt.,Niech będzie Maciek Jąkała.,Wezmę Jąkającego się Matta.,0.1565421293682164,0.0,0.7494092583656311,0.5943305492401123
Think I'll join Ermion. Need to talk to him.,Dołączę do Myszowora. Mam do niego sprawę.,"Myślę, że dołączę do Ermiona. Muszę z nim porozmawiać.",0.30738387117063587,0.023980296761827107,0.7732905745506287,0.837131917476654
"Uma - the, uh, deformed midget? What will you do with him?",Uma to ten brzydki człowieczek? Co chcesz z nim zrobić?,"Uma - ten, eh, zdeformowany karzeł? Co zamierzasz z nim zrobić?",0.3732927246701154,0.10600313379512592,0.8145565986633301,0.7095667719841003
"More than a restless ghost. A plague maiden, a powerful wraith filled with grief and hatred that drive her, give her the power to sow disease and death.","Nie jest zwykłym niespokojnym duchem, tylko potężnym upiorem. Żal i nienawiść dają jej energię do siania śmierci i zarazy.","Więcej niż niespokojny duch. Zaraza, potężna zjawa przepełniona żalem i nienawiścią, które ją napędzają, dając jej moc szerzenia choroby i śmierci.",0.3624011962528945,0.012021577610863726,0.7670823335647583,0.8089686632156372
"Slandering servants of the Eternal Fire and his majesty, was he?","Sługi Wiecznego Ognia oczerniał, majestat królewski obrażał?",Czyżby zniesławiał sługi Wiecznego Ognia i jego wysokości?,0.38617049759222644,0.05873949094699214,0.7346542477607727,0.7484757900238037
"No lookin', and you have to count out loud - all your fingers. Toes, too.",Nie podglądaj i licz głośno wszystkie palce. U nóg też.,"Nie patrz, a musisz liczyć na głos - wszystkie swoje palce. Stopy też.",0.3947164582088474,0.021972813874997166,0.7821989059448242,0.5982906818389893
Umblest regards.,"A kłaniam się, kłaniam.",Pozdrawiam cię najlepiej jak potrafię.,0.12655881313889855,0.0,0.6900864243507385,0.47068479657173157
I got a tetter!,Mam liszaja!,Mam dreszcze!,0.157910058900158,0.1495348781221221,0.8702620267868042,0.6482408046722412
No.,Nie.,Nie.,0.6666666666666666,0.1778279410038923,1.0,0.975537121295929
"We're done talking, Geralt. Get out of my sight.","Koniec rozmowy, Geralt. Zejdź mi z oczu.","Skonczyliśmy rozmawiać, Geralt. Idź stąd.",0.2939787390549979,0.036015288308423515,0.7951643466949463,0.8566753268241882
Geralt of Rivia.,Geralt z Rivii.,Jestem Jutta an Dimun. Nikt nie może mnie pokonać w walce.,0.09156076898012389,0.0,0.6429696083068848,0.4673524796962738
True enough. Just like I can tell right off if a punter'll pay or try to wriggle out of it.,"W sumie racja. Ja z kolei od razu widzę po kliencie, czy zapłaci, czy będzie cwaniaczył.","Prawda. Podobnie potrafię od razu stwierdzić, czy klient zapłaci, czy spróbuje się wykręcić.",0.32946451650865044,0.039007568121614815,0.7924047708511353,0.8211717009544373
For Mahakam!,Za Mahakam!,Dla Mahakamu!,0.7152431058595224,0.0,0.9022409319877625,0.8166324496269226
Good. Ville doesn't like cock-ups.,Dobrze. Ville nie lubi fuszerki.,Dobrze. Ville nie lubi wpadek.,0.6685619841806636,0.668740304976422,0.9136530756950378,0.8286884427070618
Begone.,Odejdź.,Odejdź.,1.0,0.1778279410038923,1.0,0.9844475984573364
"Almost there… But I need a little more time. I'd rather not deliver something unfinished, or worse yet botched.","Właśnie się robi... Ale potrzebuję jeszcze trochę czasu. Wiesz, nie chcę odstawiać fuszerki.","Prawie gotowe... Ale potrzebuję trochę więcej czasu. Wolałbym nie dostarczać czegoś nieskończonego, lub co gorsza spartaczonego.",0.4059310641953721,0.032709344708772174,0.7813435196876526,0.6661592125892639
"If he's such a drunk, why don't you leave him?","Jak chleje tyle, to może go zostawisz?","Jeśli jest takim pijakiem, dlaczego go nie zostawisz?",0.3560972089320451,0.03303164318013808,0.7863785028457642,0.7964446544647217
Thief!,Złodziej!,Złodziej!,1.0,0.1778279410038923,1.0,0.9922850131988525
"So, wanna play?","To co, gramy?",No to chcesz się pobawić?,0.08459595959595965,0.0,0.6975969672203064,0.5326201915740967
"Sorry, but - your life story? Just not interested. This isn't a social call. I'm here on business.","Wybacz, ale nie interesuje mnie historia twojego życia. Jestem tu w konkretnej sprawie, zapomniałeś?","Przepraszam, ale twoja historia życia? Nie jestem zainteresowany. To nie jest rozmowa towarzyska. Jestem tu w interesach.",0.38161491518723234,0.06770149544242768,0.7181551456451416,0.8407800197601318
Kaer Morhen. Can't imagine this place without Vesemir.,Nie wyobrażam sobie Kaer Morhen bez Vesemira.,Nie mogę sobie wyobrazić tego miejsca bez Vesemira.,0.5016590795440218,0.06985342056580097,0.8526172637939453,0.8637620210647583
What is it?,O co chodzi?,Co to jest?,0.0505050505050506,0.0,0.8468917012214661,0.910220742225647
Somebody oughta see to the baron before he burns the castle down.,"Trzeba się raczej zająć Baronem, nim puści z dymem cały kasztel.","Ktoś powinien zająć się baronem, zanim spali cały zamek.",0.2645963993959955,0.025271148634948993,0.7704896330833435,0.736047625541687
"They treat me like I'm nobody, the menial labor. Truth is, the Nilfgaardian, the one Fergus is kissing up to - I'll have to craft his armor. Yours, too, for that matter.","Tego, że wszyscy traktują mnie jak popychadło! A prawda jest taka, że tę zbroję dla Nilfgaardczyka, któremu Fergus tak fachowo wchodzi w tyłek, to ja zrobię. I twój pancerz zresztą też.","Traktują mnie jakby byłem nikim, zwykła praca fizyczna. Prawda jest taka, że ten Nilfgaardczyk, którego Fergus się podlizuje - będę musiał wykuć jego zbroję. Twoją też, dla porównania.",0.4125938631718801,0.03551444006855586,0.7537603974342346,0.6054747104644775
Ready?,Gotowi?,Gotowy?,0.4928571428571429,0.0,0.9197662472724915,0.9745092391967773
"But, does no good to wallow in misfortune. How can I be of service?","No, ale dość o nieszczęściach. Czym mogę służyć?",Ale nie ma sensu użalać się nad sobą. W czym mogę pomóc?,0.2274946824500307,0.017033186037639283,0.770002007484436,0.7897307276725769
Anyone home?,Jest tam kto?,Ktoś jest w domu?,0.16970967403190543,0.0,0.8093050122261047,0.9377443194389343
If you say so…,Twoja wola.,Jeśli tak mówisz...,0.06230529595015585,0.0,0.5861746668815613,0.6493923664093018
"No, didn't notice a fucking thing. Didn't do a taxonomic field analysis either. I know it's an inconvenience to you, but I felt I should get the hell out of there as fast as I could.","Nie, nie zauważyłem. Wybacz, że nie przeprowadziłem wstępnej analizy taksonomicznej dla twojej wygody, ale spieprzałem, co sił w nogach.","Nie zauważyłem cholernego nic. Nie przeprowadziłem też analizy taksonomicznej terenowej. Wiem, że to dla ciebie niewygoda, ale czułem, że muszę się stamtąd wydostać jak najszybciej.",0.5107692316710664,0.021084454569051277,0.7588515281677246,0.7420706748962402
But even an arse can do the world a favor if one more enlightened tells him how.,"No, ale nawet cymbał może się przysłużyć światu. Jeśli ktoś światły powie mu, jak.","Nawet osioł może zrobić światu przysługę, jeśli jeszcze jeden oświecony mu pokaże jak.",0.3344997429459175,0.01710885360491025,0.7782326936721802,0.8122613430023193
Guess you've got everything planned out…,"Widzę, że wszystko dokładnie zaplanowałaś...",Pewnie masz już wszystko zaplanowane...,0.3934690606294813,0.05372849659117709,0.7957056760787964,0.9058727025985718
"No, miss, but you know things. 'Tis our last cow, none other left in the village…","Wy, pani, znacie się na wszystkim. A to jedyna krowa we wsi...","Nie, proszę pani, ale znasz się na rzeczach. To nasza ostatnia krowa, nie została żadna inna we wsi...",0.3684049493055644,0.0341599190576228,0.8276579976081848,0.7833898663520813
"Mind our--? Heh, be glad we didn't smash your snout, mutt!","Grzeczniej? Ty się ciesz, że w pysk nie dostałeś, kundlu!","Uważaj na nas - heh, ciesz się, że nie rozwaliliśmy ci pyska, kundlu!",0.3112629421419804,0.020448007360218394,0.8198184370994568,0.7473247051239014
"Nabbed him, tied him up, but the guard post didn't open till dawn… so we had a few hours.","Złapałem go i związałem, ale posterunek straży otwierali dopiero o świcie, więc mieliśmy jeszcze kilka godzin.","Złapaliśmy go, związaliśmy, ale posterunek straży nie otworzył się do świtu... więc mieliśmy kilka godzin.",0.5284312505937411,0.08994987602402128,0.8678035736083984,0.9031296372413635
"Yes. Somewhere, over hill and dale…","Tak. Za siedmioma górami, za siedmioma lasami...","Tak. Gdzieś, ponad wzgórzami i dolinami...",0.23458935843323866,0.03455747170954952,0.7167865037918091,0.7450940012931824
"Oh, the prick…",A to kutas...,"Ach, ten dupek...",0.1521209597917325,0.0,0.8155282735824585,0.6545381546020508
Hope we don't have to go to this wake.,"Mam nadzieję, że nie musimy iść na tę ucztę.","Mam nadzieję, że nie musimy iść na ten pogrzeb.",0.792652564489004,0.7259795291154771,0.931077241897583,0.9021015167236328
Hmm… We did make quite the pair.,"Hmm... Fakt, dobrany był z nas duet.",Hmm... My to byliśmy całkiem niezły duet.,0.2735435660743934,0.039281465090051315,0.7815962433815002,0.7659470438957214
Aren't you nosy!,Ale jesteś ciekawska!,Czyżbyś był ciekawski!,0.3415672266346495,0.0,0.8566765785217285,0.8253787159919739
"Tree bark and green moss - sup on them, you'll live!",Korę z drzew żryjcie albo i mech zielony!,"Kora drzewa i zielony mech - jedz je, a przeżyjesz!",0.33840772431107236,0.025098621243978974,0.7592236399650574,0.7447371482849121
Tuirseach!,Tuirseach!,"Zrób to za darmo, chętnie.",0.1056255835667601,0.0,0.6542494893074036,0.47684767842292786
Make it quick. I don't have all day.,Tylko szybko. Nie mam ochoty tu sterczeć.,Śpiesz się. Nie mam całego dnia.,0.18345923251034446,0.07308015504567583,0.7875877618789673,0.6789122223854065
"It's a ghost, I think… Or some other nightmare. Haunts Eldberg, near the lighthouse.","Jakiś duch, zdaje się... Albo inna zmora. Straszy na Eldbergu, koło latarni morskiej.","To chyba duch… Albo jakiś inny koszmar. Nawiedza Eldberg, w pobliżu latarni morskiej.",0.4043778798558713,0.036362270465000714,0.809262752532959,0.8666386008262634
Nay. But I'll gladly pass the honor to the next in line.,Nie. Ale chętnie oddam ten honor następnemu w kolejce.,Nie. Ale chętnie oddam pierwszeństwo następnej osobie w kolejce.,0.6583189042502126,0.3549481056010053,0.8970475196838379,0.884754478931427
Good day.,Miłego dnia życzę.,Dzień dobry.,0.07526881720430116,0.0,0.7409771084785461,0.8356191515922546
Heard you three are planning to do some killing of your own.,"Słyszałem, że wy też macie zamiar kogoś zabić.","Słyszałem, że wy trzej planujecie zabić kogoś na własną rękę.",0.5384276628612044,0.1122444464861146,0.8524507284164429,0.9178208708763123
"The ice… it's a spell. You must find the mage who cast it, destroy his staff.","Ten lód... To zaklęcie. Musisz zniszczyć kostur czarodzieja, który je rzucił.","Lód... To zaklęcie. Musisz znaleźć maga, który je rzucił, i zniszczyć jego laskę.",0.6465938496141602,0.10120193244194395,0.8702101707458496,0.8420870900154114
No. I'll go to Kaer Morhen.,Nie. Jadę do Kaer Morhen.,Nie. Pojadę do Kaer Morhen.,0.8022893670289587,0.28574404296988,0.912441074848175,0.9569966197013855
See no point lendin' credence to gossip.,Mnie się zdaje że nie ma co wierzyć w takie plotki.,Nie widzę sensu w dawaniu wiary plotkom.,0.17641321895511589,0.018653567503517977,0.7403612732887268,0.8915997743606567
I know the smell. A mushroom - mardroeme.,Znam ten zapach. Mardroeme.,Znam ten zapach. Grzyb - maślak.,0.552026875446075,0.20205155046766235,0.8041297197341919,0.7443976402282715
Who d'you think you are?,Co ty sobie wyobrażasz?,"Kogo myślisz, że jesteś?",0.0999366170890748,0.0,0.7630658745765686,0.6610265374183655
"See any drowned dead, or other shitzards around here?",Widzisz tu jakiegoś topielca czy innego pizdogona?,Widzisz tu gdzieś utopione trupy albo inne paskudztwa?,0.3141422190817143,0.05873949094699214,0.8210684061050415,0.6595253348350525
"The thieves - where are they? Tell me, or I'll...","Mów, gdzie są złodzieje, bo...","Gdzie są złodzieje? Powiedz mi, inaczej...",0.5620513280800421,0.040824829046386304,0.8297804594039917,0.8513665199279785
Go away.,Idzćie sobie.,Idź stąd.,0.07319453480806774,0.0,0.711528480052948,0.7980670928955078
Especially a druid. Must be a real nature lover.,Zwłaszcza dla druida. Myszowór musi bardzo kochać naturę.,Szczególnie druid. Musi być prawdziwym miłośnikiem natury.,0.21968552063583216,0.0,0.7174714803695679,0.8321210145950317
"The emperor's loyal spies named all who had conspired against him – traders, soldiers and aristocrats alike.",Wierni cesarzowi szpiedzy wskazali imiona spiskujących przeciw niemu kupców i arystokratów.,"Lojalni szpiedzy cesarza wymienili wszystkich, którzy spiskowali przeciwko niemu – kupców, żołnierzy i arystokratów bez różnicy.",0.49472675961651075,0.01618861356572822,0.8248721361160278,0.9210623502731323
Ardal! Witcher to see the baron!,Ardal! Wiedźmina do Barona!,Wiedźmin chce widzieć barona!,0.41170801122904416,0.0,0.8264915943145752,0.7245103120803833
Never mind. I'm going.,Nieważne. Idę stąd.,Nieważne. Odchodzę.,0.4764157172683714,0.09069748827745895,0.8620349764823914,0.9536964297294617
Ahem. On condition you bring the tools. But only then.,"Ehkm, tak. Wtedy tak. Ale tylko wtedy.","Pod warunkiem, że przyniesiesz narzędzia. Ale tylko wtedy.",0.4406966486228492,0.1374708101760565,0.717303991317749,0.6216047406196594
Aaaarrr…,Eeech.,Ach...,0.19166666666666668,0.0,0.7979884147644043,0.7255985140800476
I'll break ytour bones!,Gnaty ci porachuje.,Połamię ci kości!,0.060151697809925735,0.11362193664674995,0.6029297709465027,0.7121361494064331
Surround him!,Otoczyć!,Otoczcie go!,0.39282397967265165,0.0,0.8061440587043762,0.7588394284248352
Am I to assume you've changed your mind? You'll tend to the matter?,"Rozumiem, że zmieniłeś zdanie i zajmiesz się sprawą.","Czy mam zakładać, że zmieniłeś zdanie? Zajmiesz się tą sprawą?",0.6265606095564519,0.04939382737115371,0.8116108179092407,0.9268508553504944
Stinkin' shame from here to Kovir…,"Wstyd, jak stąd do Koviru...",Śmierdzący wstyd stąd aż do Koviru...,0.5245300533269638,0.09554427922043669,0.8734307289123535,0.7371397018432617
How long?,Jak dawno?,Jak długo?,0.2698412698412698,0.1495348781221221,0.8478631377220154,0.8408392667770386
