en_text,pl_text,dialog_prev,dialog_next,chrf_dialog_prev,bleu_dialog_prev,bertscore_dialog_prev,comet_dialog_prev,chrf_dialog_next,bleu_dialog_next,bertscore_dialog_next,comet_dialog_next
Akh akh akh… Eternal Fire!,"Ekch, ekch! Na Wieczny Ogień...",Ach ach ach... Wieczny Ogień!,Ach ach ach... Wieczny Ogień!,0.4764425327340121,0.05372849659117709,0.821520209312439,0.8922115564346313,0.4764425327340121,0.05372849659117709,0.821520209312439,0.8922115564346313
Run!,Uciekajcie!,Uciekaj!,Uciekaj!,0.5431753004339641,0.0,0.9014695286750793,0.7921136021614075,0.5431753004339641,0.0,0.9014695286750793,0.7921136021614075
You said the creature wants revenge. Why? For what?,"Dlaczego powiedzieliście, że ta istota mści się na was?",Dlaczego? Za co?,"Powiedziałeś, że stworzenie pragnie zemsty. Dlaczego? Za co?",0.14725733847521943,0.0,0.6842629313468933,0.5243321657180786,0.3177416643724434,0.024512401940754224,0.7486369609832764,0.8712223768234253
Master witcher!,Mistrzu wiedźminie!,Mistrz czarodziej!,Mistrz czarodziej!,0.2646679474217372,0.0,0.7868596911430359,0.794438898563385,0.2646679474217372,0.0,0.7868596911430359,0.794438898563385
Nice to meet you. Geralt of Rivia.,Miło mi. Geralt z Rivii.,Miło mi cię poznać. Geralt z Rivii.,Miło cię poznać. Geralt z Rivii.,0.8048556921508107,0.17567205239427922,0.846937894821167,0.9378045201301575,0.7214561905673506,0.21711852081087685,0.864215075969696,0.935969352722168
Wanna pay back my loan.,Chcę spłacić zaciągnięty dług.,Chcę spłacić mój dług.,Chcę spłacić mój kredyt.,0.4560873430158116,0.1880301546543197,0.8908001184463501,0.9667156338691711,0.3775815397093048,0.16990442448471224,0.8592978119850159,0.9469290971755981
Hear that?,Słyszysz?,Słyszysz to?,Słyszysz to?,0.825870139317271,0.0,0.9484410881996155,0.9641962051391602,0.825870139317271,0.0,0.9484410881996155,0.9641960263252258
Now here's a manly one. Not like me good-for-nothin' Sven.,"No, ten to wygląda mężnie. Nie to, co ten mój ladaco, Sven.","A teraz jest prawdziwy mężczyzna. Nie jak ja, bezużyteczny Sven.","Oto prawdziwie męski facet. Nie jak ja, bezużyteczny Sven.",0.18410319521937626,0.02054901307230194,0.746142566204071,0.6212295293807983,0.18596641330244856,0.02043370997308395,0.74263995885849,0.7253413796424866
"Did you notice how much common folk love flames? The Eternal Fire will consume them all one day, one way or another.","Zauważyłeś, jak bardzo ludzie kochają płomienie? Kiedyś Wieczny Ogień strawi wszystko.","Czy zauważyłeś, jak bardzo pospólstwo uwielbia płomienie? Wieczny Ogień pewnego dnia pochłonie ich wszystkich, w ten czy inny sposób.","Czy zauważyłeś, jak bardzo pospólstwo uwielbia płomienie? Wieczny Ogień pewnego dnia pochłonie ich wszystkich, w ten czy inny sposób.",0.5457787961156375,0.03219965714728962,0.823644757270813,0.8494278788566589,0.5457787961156375,0.03219965714728962,0.823644757270813,0.8494278788566589
It shan't take long.,To nie zajmie długo.,Nie zajmie to długo.,Nie zajmie to długo.,0.6108866623572505,0.09554427922043669,0.9444581270217896,0.9836720824241638,0.6108866623572505,0.09554427922043669,0.9444581270217896,0.9836720824241638
Right… Best bit's when the guard draped you over his saddle like a sack of corn.,"Ta, fragment, w którym strażnik przerzuca cię przez koński grzbiet jak worek kartofli jest najlepszy.","Najlepsze jest to, gdy strażnik przerzucił cię przez siodło jak worek kukurydzy.","Najlepsze było, gdy strażnik przerzucił cię przez siodło jak worek zboża.",0.4202652150888189,0.04390536388136212,0.8357029557228088,0.5795239806175232,0.3812229726909145,0.041437489762828066,0.8240906000137329,0.6392959356307983
"Don't play me for a fool, witcher. Yarpen holds ye in high regard - don't ruin it.","Nie lećcie sobie ze mną w trolla, panie wiedźmin. Yarpen miał o was dobre zdanie, nie rujnujcie go.","Nie próbuj ze mną pogrywać, czarodzieju. Yarpen ma cię w wielkim poważaniu - nie rób sobie z niego żartów.","Nie rób ze mnie głupca, wiedźminie. Yarpen ma cię w wysokim poważaniu - nie psuj tego.",0.30483882856245675,0.029452743654800276,0.7513741254806519,0.7565228939056396,0.30352789640412553,0.016232485867016512,0.7907907962799072,0.7897636294364929
Owner must've invested a lot.,Właściciel sporo zainwestował.,Właściciel musiał zainwestować sporo pieniędzy.,Właściciel musiał sporo zainwestować.,0.69300652774094,0.06389431042462725,0.8822203874588013,0.9583740234375,0.8171348614018789,0.09554427922043669,0.9507524371147156,0.9691364765167236
Save the children!,Ratujcie dzieci!,Ratuj dzieci!,Ratuj dzieci!,0.5448354422142986,0.1495348781221221,0.9233865141868591,0.9898169636726379,0.5448354422142986,0.1495348781221221,0.9233865141868591,0.9898169636726379
"No? Why the hell not? You disgusted? Afeared of your conscience? Gods dammit, do it quick - I'll pay ye.","Nie – bo co? Brzydzicie się czy by was sumienie gryzło? Nawet zapłaciłbym, kurwa, żebyście to zrobili szybko...","Dlaczego nie? Jesteś zniesmaczony? Boisz się swojego sumienia? Cholera jasna, rób to szybko - zapłacę ci.","No? Dlaczego nie? Jesteś zniesmaczony? Boisz się swojego sumienia? Cholera jasna, rób to szybko - zapłacę ci.",0.23782854804754416,0.012909220865163074,0.7191816568374634,0.8073390126228333,0.2406285437599642,0.012897742882522783,0.7176247835159302,0.814986526966095
"Cook then bled him empty, stripped his skin off clean.","Spuścił z niego krew, skórę zdarł z głuptaska.","Cook następnie wykrwawił go do cna, zdarł z niego skórę do czysta.","Ugotował go, aż całkowicie się wykrwawił, zdjął z niego skórę do czysta.",0.3569262553950816,0.05094110796339642,0.803351640701294,0.7054837942123413,0.2831056958933695,0.03986357128268015,0.7957078814506531,0.5246593356132507
Disturbed our ghostly forefathers' slumber.,Duchom naszych dziadów spokój zmącił...,Zakłóciło spokój naszych duchowych przodków.,Zakłóciłeś spokój naszych duchowych przodków.,0.37815150343198073,0.06389431042462725,0.7562780976295471,0.7586337924003601,0.37703815561191933,0.06389431042462725,0.7639340162277222,0.7524398565292358
Me oh my!,Łojejku!,Me oh my!,Ojej!,0.06329113924050642,0.0,0.6979214549064636,0.42268678545951843,0.16557109644305248,0.0,0.7881377935409546,0.7783604860305786
Out there… in the swamp.,Gdzieś na bagnach.,Tam... w bagnie.,Tam... w bagnie.,0.1666086534043675,0.0,0.7592524290084839,0.7533881664276123,0.1666086534043675,0.0,0.7592524290084839,0.7533881664276123
Works. Who woulda thunk.,Działa. Kto by pomyślał.,Działa. Kto by pomyślał.,Działa. Kto by pomyślał.,1.0,1.0,1.0,0.9870515465736389,1.0,1.0,1.0,0.9870515465736389
Not a conversation you're likely to avoid. I'll go with you if you want.,"Nie unikniesz tej rozmowy, ale jak chcesz, to mogę pójść z tobą.","Nie jest to rozmowa, której prawdopodobnie unikniesz. Pójdę z tobą, jeśli chcesz.","Nie jest to rozmowa, której prawdopodobnie unikniesz. Pójdę z tobą, jeśli chcesz.",0.4235740676284246,0.022416933501922302,0.8298259377479553,0.9136307239532471,0.4235740676284246,0.022416933501922302,0.8298259377479553,0.9136307239532471
"Couldn't wait, no, had to sneak off, as if you were afeared someone'd steal the giant out from under you!","A ty nie mogłeś zaczekać, musiałeś wymknąć się na wyprawę, jakbyś się bał, że ktoś ci ukradnie tego giganta!","Nie mogła się doczekać, nie, musiała się wymknąć, jakby się bała, że ktoś ukradnie jej giganta spod nosa.","Nie mogłeś się doczekać, nie, musiałeś się wymknąć, jakbyś się bał, że ktoś ci ukradnie olbrzyma spod nóg!",0.4712851501786694,0.027172641739175114,0.7942445874214172,0.6348264813423157,0.5904467058938445,0.33820862068668056,0.8603633046150208,0.6933890581130981
Uhh… But…,Yy... Ale...,Aaa... Ale...,Eh... Ale...,0.7454707642889703,0.1495348781221221,0.9246670603752136,0.9287628531455994,0.7544853294853295,0.1495348781221221,0.9308968186378479,0.9385198950767517
"Tell me something about this temple, could you?",Czy możesz opowiedzieć mi o tej świątyni?,"Powiedz mi coś o tym świątyni, jeśli możesz.","Opowiedz mi coś o tym świątyni, proszę?",0.43232229702314234,0.03303164318013808,0.7682161331176758,0.8011160492897034,0.37725461673639776,0.039281465090051315,0.7948352098464966,0.9194881319999695
"And your beloved - he dead, too?","A twój ukochany, o którym mówiłaś? Czy on też nie żyje?",A czy twój ukochany... też nie żyje?,A twój ukochany - on też nie żyje?,0.4517236321791917,0.10489671869455933,0.8375746011734009,0.8885918855667114,0.5133495153904405,0.2825677270462821,0.8890251517295837,0.9064669013023376
King Bran is a feeble old man. From what I know he barely remembers the names of his own vassals. Uniting all might prove difficult.,"Król Bran jest zniedołężniałym starcem. Z tego, co słyszę, nie pamięta już nawet imion swoich wasali... Więc z tym jednoczeniem może być ciężko.",Król Bran jest słabym starcem. Z tego co wiem ledwo pamięta imiona swoich wasali. Zjednoczenie wszystkich może okazać się trudne.,Król Bran jest słabym starcem. Z tego co wiem ledwo pamięta imiona swoich wasali. Zjednoczenie wszystkich może okazać się trudne.,0.4765802456845966,0.05974760662754065,0.8190210461616516,0.9084675908088684,0.4765802456845966,0.05974760662754065,0.8190210461616516,0.9084675908088684
Watch how you walk!,Jakże chodzisz!,"Uważaj, jak chodzisz!","Uważaj, jak chodzisz!",0.5788725186279041,0.11362193664674995,0.8561610579490662,0.8022443056106567,0.5788725186279041,0.11362193664674995,0.8561610579490662,0.8022443056106567
You beat them.,Biłeś je.,Pokonałeś ich.,Pokonałeś ich.,0.16812468577174458,0.0,0.8409422636032104,0.761347770690918,0.16812468577174458,0.0,0.8409422636032104,0.761347770690918
Hey!,Hej!,Cześć!,Cześć!,0.07936507936507946,0.0,0.8239847421646118,0.9335455298423767,0.07936507936507946,0.0,0.8239847421646118,0.9335455298423767
Try me!,Spróbuj się ze mną!,Spróbuj mnie!,Spróbuj mnie!,0.39684835587455464,0.05501080739920602,0.8872931003570557,0.9543160200119019,0.39684835587455464,0.05501080739920602,0.8872931003570557,0.9543160200119019
A witcher…,Wiedźmin...,Czarodziej...,Czarodziej...,0.1564212641578371,0.0,0.8553709387779236,0.7805902361869812,0.1564212641578371,0.0,0.8553709387779236,0.780590295791626
Ehh!,Ech!,Ech!,Ach!,0.6666666666666666,0.1778279410038923,1.0,0.9912304878234863,0.3194444444444444,0.0,0.9601094722747803,0.9325215220451355
Dum dee dum dum dum dum dum dum…,Tam ta ra tam ta..,Dum dum dum dum dum dum dum...,Dum dee dum dum dum dum dum dum...,0.05634920634920643,0.0,0.7792971730232239,0.47154727578163147,0.055227996404467065,0.0,0.7676771283149719,0.5714229941368103
Rain was comin'. Felt it in my bones…,To na deszcz mnie w kościach łamało.,"Czułem, że nadchodzi deszcz... Miałem to w kościach...",Nadchodzi deszcz. Czułem go w kościach…,0.42175173454240095,0.02777619034011792,0.7536478638648987,0.7495645880699158,0.40176040489297377,0.03455747170954952,0.7721685171127319,0.7766626477241516
Nilfgaard in Skellige… Never fuckin' thought I'd see the day…,"Czarni na Skellige... Kurwa, nie sądziłem, że dożyje takich czasów...","Nigdy nie myślałem, że zobaczę Nilfgaard w Skellige...","Nigdy nie myślałem, że zobaczę Nilfgaard w Skellige...",0.27747155185827393,0.02846946938149362,0.7520167827606201,0.6223113536834717,0.27747155185827393,0.02846946938149362,0.7520167827606201,0.6223113536834717
"Yes, a splendid story, but I think I've had my fill of this boasting. Come, Zoltan, we must convince the halflings they saw nothing at all.","Świetna historia, ale mam już dosyć tych przechwałek. Chodź, Zoltan musimy przekonać niziołki, że absolutnie nic nie widziały.","Tak, wspaniała historia, ale myślę, że mam już dosyć tego przechwalania się. Chodź, Zoltanie, musimy przekonać półelfy, że nic nie widziały.","Tak, wspaniała historia, ale myślę, że mam już dosyć tego przechwalania się. Chodź, Zoltanie, musimy przekonać hobbitów, że nic nie widzieli.",0.6329306907650762,0.1000625978397282,0.8681203722953796,0.7922371029853821,0.607336313076058,0.0786632387311625,0.856658399105072,0.7607147693634033
How did you wind up here?,Skąd właściwie się tu wzięłaś?,Jak się tu znalazłeś?,Jak się tu znalazłeś?,0.1648424720598968,0.13232169883599026,0.8222563862800598,0.9112682938575745,0.1648424720598968,0.13232169883599026,0.8222563862800598,0.9112682938575745
"Greetings, stranger.","Witaj, nieznajomy.","Witaj, nieznajomy.","Witaj, nieznajomy.",1.0,0.316227766016838,1.0,0.9889673590660095,1.0,0.316227766016838,1.0,0.9889673590660095
Inn at the Crossroads. You bought us a round.,"Karczma na Rozstajach, postawiłeś nam kolejkę.",W gospodzie na rozdrożu. Kupiłeś nam kolejkę.,W gospodzie na rozstajach. Kupiłeś nam kolejkę.,0.3868144248302435,0.07730551756939454,0.7859979271888733,0.5597696304321289,0.5397189749243665,0.07730551756939454,0.7971011996269226,0.5373143553733826
Yes… In legends. Of the kind that do not end happily.,Tak... W legendach. Tych bez szczęśliwego zakończenia.,"Tak... W legendach. Takich, które nie kończą się szczęśliwie.","Tak... W legendach. Takich, które nie kończą się szczęśliwie.",0.5777466889301166,0.11868405219520975,0.8638888597488403,0.9320332407951355,0.5777466889301166,0.11868405219520975,0.8638888597488403,0.9320332407951355
Kiss a dog's arse.,Całuj psa w dupę.,Pocałuj dupę psa.,Pocałuj tyłek psa.,0.3425256955606743,0.0,0.8767617344856262,0.8462590575218201,0.21289258568466599,0.0,0.8165176510810852,0.7144032716751099
Hotspur Hjalmar'll drive the Black Ones off in a jiffy!,"Hjalmar gorączka, zaraz Czarnych stąd pogoni!",Hotspur Hjalmar szybko przepędzi Czarnych.,Hotspur Hjalmar szybko rozprawi się z Czarnymi!,0.3188914216507616,0.0439891724758422,0.6754546761512756,0.49754634499549866,0.306691965422684,0.033031643180138064,0.692173421382904,0.5147099494934082
This Craven you mention… Does he have a name?,"Ten Tchórz, o którym mówicie... Ma jakieś imię?","Czy ten Craven, o którym wspominasz... Czy on ma imię?","Czy ten Craven, o którym wspominasz... Czy on ma imię?",0.27738432640318683,0.04939382737115371,0.8231039643287659,0.8131098747253418,0.27738432640318683,0.04939382737115371,0.8231039643287659,0.8131098747253418
I'll be back.,W takim razie wrócę później.,Wrócę.,Wrócę.,0.0938121564259945,0.0,0.7464113235473633,0.8779728412628174,0.0938121564259945,0.0,0.7464113235473633,0.8779728412628174
"Ciri, let's get out of here.","Ciri, chodźmy stąd.","Ciri, chodźmy stąd.","Ciri, chodźmy stąd.",1.0,0.5623413251903491,1.0,0.9882863163948059,1.0,0.5623413251903491,1.0,0.9882863163948059
"Don't like you, darlin', simple as that.",Nie podobasz mi się kochasiu.,"Nie lubię cię, skarbie, ot i cała filozofia.","Nie lubię cię, skarbie, tak po prostu.",0.14759346213197713,0.02777619034011792,0.7200785875320435,0.6745526790618896,0.16398714225325287,0.033031643180138064,0.7265421748161316,0.8067804574966431
No reason to do it out here. Come inside.,Nie stójmy tu. Chodźcie do środka.,Nie ma powodu robić tego tutaj. Wejdźmy do środka.,Nie ma powodu robić tego tutaj. Wejdźmy do środka.,0.353429579161115,0.056122223243057295,0.8426645398139954,0.8699596524238586,0.353429579161115,0.056122223243057295,0.8426645398139954,0.8699596524238586
A Nilfgaardian scout from the local garrison saw her.,Zwiadowca z nilfgaardzkiego garnizonu ją widział.,Widział ją nilfgaardzki zwiadowca z lokalnego garnizonu.,Zwiadowca nilfgaardzki z lokalnej garnizonu ją widział.,0.6984050906959993,0.039281465090051315,0.8798298239707947,0.9261374473571777,0.7813540360631315,0.18575057999133598,0.9404196739196777,0.9248722791671753
Can't wait to watch him swing. Someone'll have to lift him onto the stool.,"Chętnie sobie popatrzę, jak zadynda na szubienicy. Tylko ktoś go będzie musiał podsadzić do pętli...","Nie mogę się doczekać, żeby zobaczyć, jak on się buja. Ktoś będzie musiał go podsadzić na stołek.","Nie mogę się doczekać, żeby zobaczyć, jak on zamachnie się kijem. Ktoś będzie musiał go podsadzić na stołek.",0.3153699357546332,0.03201406061582137,0.7609551548957825,0.6713289618492126,0.3311779565105732,0.030064545690526145,0.7601761817932129,0.6574684977531433
"Must be prosperin' 'round here, eh? Heard there's silver in them hills.","Wam to się chyba powodzi, co? Słyszałem, że macie w górach srebro.","Musi tu nieźle prosperować, co? Słyszałem, że tam są srebrne góry.","Musi tu nieźle prosperować, co? Słyszałem, że tam są srebrne góry.",0.3815976479473741,0.08518736808493099,0.8116251230239868,0.8576154708862305,0.3815976479473741,0.08518736808493099,0.8116251230239868,0.8576154708862305
"Mh. A little here, a little there…",Tu i tam...,"Tak. Trochę tu, trochę tam...","Hmm. Trochę tu, trochę tam...",0.43616752787369517,0.05372849659117709,0.7377732992172241,0.6971263289451599,0.43616752787369517,0.05372849659117709,0.7537025809288025,0.7491286396980286
"What is it, Grayhead?","Czego tu, Siwy?","Co to jest, Grayhead?","Co się dzieje, Szarogłowy?",0.09975308641975317,0.0,0.7899762988090515,0.6002328991889954,0.18330280830280832,0.0,0.7826962471008301,0.7340624332427979
"Some, aye. Others were not so fortunate. But what happened then… I must say, witcher - seen a lot, but nothing like this, never.","Jednym tak... A innym nie... Ale to, co stało się później... Muszę ci powiedzieć, że wiele w życiu widziałem, ale czegoś takiego jeszcze nigdy...","Niektórzy tak, ale inni nie mieli tyle szczęścia. Ale co się potem stało... Muszę powiedzieć, czarodzieju - widziałem wiele rzeczy, ale nigdy nic takiego.","Niektórzy tak, ale inni nie mieli tyle szczęścia. Ale co się potem stało... Muszę powiedzieć, czarodzieju - widziałem wiele rzeczy, ale nic takiego nigdy wcześniej.",0.4257017716585863,0.01287150253861497,0.7862096428871155,0.7550042867660522,0.4334028293231029,0.012740810460323604,0.7890529036521912,0.7758422493934631
And you believe it…,A ty w to wierzysz...,I ty w to wierzysz...,I ty w to wierzysz...,0.9300541370394314,0.668740304976422,0.9828267097473145,0.9875696301460266,0.9300541370394314,0.668740304976422,0.9828267097473145,0.9875696301460266
My goodness!,Ale numer!,Dobry Boże!,Ojej!,0.054945054945055034,0.0,0.7340102791786194,0.6988523602485657,0.03875968992248071,0.0,0.7685866355895996,0.8191851377487183
"Well… I could give him our pa's clothes, teach him to work the field. But… that accent. Fine, I'll take him in.","No... Da mu się ubrania po ojcu, przyuczy do pracy w polu... Tylko ten akcent... No, ale niech będzie. Zabiorę i jego.","Może mógłbym dać mu ubrania naszego taty, nauczyć go pracy na roli. Ale... ten akcent. No dobrze, wezmę go do siebie.","No cóż... Mógłbym dać mu ubrania naszego taty, nauczyć go pracy na polu. Ale... ten akcent. Dobrze, wezmę go do siebie.",0.2925902087379782,0.013023957260262857,0.7397105097770691,0.8130092024803162,0.32156320230012386,0.013023957260262857,0.7657068967819214,0.8504725694656372
"If I'm to die today, I wish to look smashing for the occasion.","Skoro mam dziś umrzeć, muszę odpowiednio dobrze wyglądać.","Jeśli mam dziś umrzeć, chciałbym wyglądać oszałamiająco na tę okazję.","Jeśli mam umrzeć dzisiaj, chciałbym wyglądać oszałamiająco na tę okazję.",0.404152062305033,0.10445522730720382,0.811798095703125,0.8816154599189758,0.2868772204161811,0.021105340631872645,0.7867992520332336,0.8688514828681946
"In that case, I'll count on more tribute comin' in.",W takim razie liczę na zwiększenie dochodów.,W takim razie liczę na więcej daniny.,Liczę na więcej daniny wpływającej.,0.5027710273781972,0.6147881529512643,0.8739164471626282,0.5717050433158875,0.17498258027844227,0.036015288308423515,0.758813738822937,0.3922341763973236
"I feel faint, my head spins.",Cos mi się kręci w głowie.,"Czuję się słabo, kręci mi się w głowie.","Czuję się słabo, kręci mi się w głowie.",0.5393793568884601,0.08783602619713961,0.854210615158081,0.8469362854957581,0.5393793568884601,0.08783602619713961,0.854210615158081,0.8469362854957581
"Cavalry swooped in from the wood, a wall of infantry marched from the swamp. Our boys wished to surrender…","Od lasu poszła rysią jazda, a od bagnisk piechury. Nasi poddać się chcieli...","Kawaleria nadleciała z lasu, ściana piechoty maszerowała z bagien. Nasi chłopcy chcieli się poddać...","Kawaleria spadła z lasu, ściana piechoty maszerowała z bagien. Nasi chłopcy chcieli się poddać...",0.33024586207326156,0.0169861974906263,0.771005392074585,0.6974523067474365,0.33221916962159154,0.0169861974906263,0.7672768235206604,0.6822818517684937
Those men wore Clan Tuirseach colors.,Ci ludzie nosili kolory klanu Tuirseach.,Ci mężczyźni nosili barwy Klanu Tuirseach.,Ci mężczyźni nosili barwy Klanu Tuirseach.,0.4877739085268165,0.05372849659117709,0.887204647064209,0.9517636895179749,0.4877739085268165,0.05372849659117709,0.887204647064209,0.9517637491226196
"Who, then?",To kto?,"Kto, w takim razie?","Kto, więc?",0.12301587301587308,0.0,0.7371455430984497,0.9134255051612854,0.1108116202455826,0.0,0.7716012597084045,0.9457103610038757
Yeah?,No?,Co?,Tak?,0.19444444444444442,0.0,0.8832828402519226,0.8460374474525452,0.05376344086021514,0.0,0.8523414134979248,0.9459944367408752
I welcome my savior to my humble abode!,Witam wybawcę w moich skromnych progach!,Witam mojego wybawiciela w moim skromnym domu.,Witam mojego zbawiciela w moim skromnym domostwie.,0.3525418650308392,0.039281465090051315,0.840455949306488,0.9090136885643005,0.30905715013748497,0.039281465090051315,0.8231921195983887,0.8353490829467773
Hahahha.,"Ha, ha, ha.",Haha.,Ha ha ha,0.18794122374293734,0.0,0.7091236710548401,0.6829341053962708,0.1798775936706971,0.0,0.797862708568573,0.9606627821922302
Wouldn't mind a look at your stock.,Chcę obejrzeć twoje towary.,Nie miałbym nic przeciwko rzuceniu okiem na twój towar.,Nie miałbym nic przeciwko rzuceniu okiem na twój stan magazynowy.,0.21573371911163663,0.0,0.732996940612793,0.8133847117424011,0.15484194101728907,0.0,0.7098259329795837,0.7673223614692688
Think I know how to produce a fortified formula of White Raffard's Decoction.,"Chyba już wiem, jak uzyskać silniejszy Dekokt Raffarda Białego.","Myślę, że wiem, jak wyprodukować wzmocnioną formułę Dekokcji Białego Raffarda.","Myślę, że wiem, jak wyprodukować wzmocnioną formułę Dekokcji Białego Raffarda.",0.38356301788607117,0.0446323613785333,0.8197621703147888,0.7921207547187805,0.38356301788607117,0.0446323613785333,0.8197621703147888,0.7921207547187805
"Kjall, son of Olaf…","Kjall, syn Olafa...","Kjall, syn Olafa...","Kjall, syn Olafa...",1.0,0.5623413251903491,1.0,0.9905121922492981,1.0,0.5623413251903491,1.0,0.9905121922492981
Splendid weather we're having.,Ładną dziś pogodę mamy.,Piękną pogodę mamy.,Piękną pogodę mamy.,0.5234058038252072,0.17216896116316355,0.8811553120613098,0.9629770517349243,0.5234058038252072,0.17216896116316355,0.8811553120613098,0.9629770517349243
Nah. I was eager to fight. Thought I'd bring home more'n just the scars on my back.,"A skąd. Zachciało mi się wojowania. Myślałem, że przywiozę do domu coś więcej niż blizny na grzbiecie.","Nie. Byłem chętny do walki. Myślałem, że przywiozę coś więcej niż tylko blizny na plecach.","Nah. Byłem chętny do walki. Myślałem, że przyniosę coś więcej niż tylko blizny na plecach.",0.4680217885705306,0.11267270561269,0.8449670076370239,0.8892235159873962,0.4132248424287816,0.0870052762709763,0.8266547322273254,0.8396844863891602
"So, sentimental value… that why you kept it?",Czyli zatrzymałaś ją z sentymentu?,Więc to wartość sentymentalna... dlatego je zatrzymałeś?,"Więc, wartość sentymentalna... dlaczego je zatrzymałeś?",0.46667132596869343,0.0,0.7604199051856995,0.8558584451675415,0.47187965930202674,0.0,0.7638677954673767,0.687091588973999
We're only ever the ones to know the truth about ourselves.,Tak... prawdę o sobie znamy tylko my sami.,Tylko my sami znamy prawdę o sobie.,"Jesteśmy jedynymi, którzy znają prawdę o sobie.",0.6140945006324354,0.07201170728284921,0.8313636779785156,0.9704325199127197,0.37019175024690826,0.0605543865104477,0.7490457892417908,0.8975560069084167
Right on that count - I don't like this.,"Rzeczywiście, nie podoba mi się to...",Dokładnie co do tego - nie podoba mi się to.,Dokładnie co do tego punktu - nie podoba mi się to.,0.516170712122149,0.2626909894424158,0.8319090604782104,0.7939502596855164,0.5060266716130972,0.23462350320528,0.8200232982635498,0.7406250238418579
May Modron Freya watch us and keep us…,Niech Modron Freyja ma nas w opiece…,Niech Modron Freja nas strzeże i chroni...,Niech May Modron Freya nas obserwuje i chroni...,0.5017389162741204,0.07730551756939454,0.7439359426498413,0.9427674412727356,0.47176633271996044,0.03655552228545124,0.7095207571983337,0.8854089975357056
It worth anything? The metal on your back?,Warte coś? Te żelaza na plecach?,Czy to cokolwiek warte? Metal na twoich plecach?,Czy cokolwiek jest warte? Metal na twoich plecach?,0.34066573693489827,0.03303164318013808,0.8136313557624817,0.8037772178649902,0.3381434212849544,0.03303164318013808,0.8284263610839844,0.6754621863365173
"Sorry… Wasn't expecting to see you. To be honest, this isn't at all how I imagined we'd meet.","Wybacz... Nie spodziewałem się ciebie. Szczerze mówiąc, to w ogóle nie tak wyobrażałem sobie to spotkanie.","Przepraszam... Nie spodziewałem się ciebie spotkać. Szczerze mówiąc, to zupełnie nie tak wyobrażałem sobie nasze spotkanie.","Przepraszam... Nie spodziewałem się ciebie spotkać. Szczerze mówiąc, to zupełnie nie tak wyobrażałem sobie nasze spotkanie.",0.7599075083794359,0.28977907494497107,0.9084709882736206,0.952585756778717,0.7599075083794359,0.28977907494497107,0.9084709882736206,0.952585756778717
"Tell us, please. Absolutely love elven legends.",Opowiedz koniecznie. Uwielbiam elfie legendy.,"Opowiedz nam, proszę. Uwielbiam absolutnie elfickie legendy.","Opowiedz nam, proszę. Jestem absolutnym miłośnikiem legend elfickich.",0.5986275149559385,0.043472087194499145,0.8726641535758972,0.946433961391449,0.3513043691116033,0.02777619034011792,0.7733320593833923,0.915130078792572
"They threw stones at us, Geralt.","One rzucały w nas kamieniami, Geralt.","Rzucali w nas kamieniami, Geralt.","Rzucali w nas kamieniami, Geralt.",0.7210127831294493,0.5475182535069453,0.9195744395256042,0.8776541352272034,0.7210127831294493,0.5475182535069453,0.9195744395256042,0.8776541352272034
I'll take Stuttering Matt.,Niech będzie Maciek Jąkała.,Wezmę Jąkającego się Matta.,Wezmę Jąkającego się Matta.,0.1565421293682164,0.0,0.7494092583656311,0.5943305492401123,0.1565421293682164,0.0,0.7494092583656311,0.5943305492401123
Think I'll join Ermion. Need to talk to him.,Dołączę do Myszowora. Mam do niego sprawę.,"Myślę, że dołączę do Ermiona. Muszę z nim porozmawiać.","Myślę, że dołączę do Ermiona. Muszę z nim porozmawiać.",0.30738387117063587,0.023980296761827107,0.7732905745506287,0.837131917476654,0.30738387117063587,0.023980296761827107,0.7732905745506287,0.837131917476654
"Uma - the, uh, deformed midget? What will you do with him?",Uma to ten brzydki człowieczek? Co chcesz z nim zrobić?,"Uma - ten, eh, zdeformowany karzeł? Co zamierzasz z nim zrobić?",Uma - ten zdeformowany karzeł? Co zamierzasz z nim zrobić?,0.3732927246701154,0.10600313379512592,0.8145565986633301,0.7095667719841003,0.37303863523779723,0.1242188995129533,0.8441029191017151,0.726297914981842
"More than a restless ghost. A plague maiden, a powerful wraith filled with grief and hatred that drive her, give her the power to sow disease and death.","Nie jest zwykłym niespokojnym duchem, tylko potężnym upiorem. Żal i nienawiść dają jej energię do siania śmierci i zarazy.","Więcej niż niespokojny duch. Zaraza dziewica, potężna zjawa przepełniona żalem i nienawiścią, które ją napędzają, dając jej moc szerzenia choroby i śmierci.","Więcej niż niespokojny duch. Zaraza dziewica, potężne widmo przepełnione żalem i nienawiścią, które napędzają ją i dają jej moc rozprzestrzeniania choroby i śmierci.",0.36122744228532655,0.011433361115787456,0.7577040791511536,0.7490492463111877,0.3964251225482376,0.020828838183973034,0.7511892914772034,0.7586929202079773
"Slandering servants of the Eternal Fire and his majesty, was he?","Sługi Wiecznego Ognia oczerniał, majestat królewski obrażał?",Czyżby zniesławiał sługi Wiecznego Ognia i jego wysokości?,Czy on zniesławiał sługi Wiecznego Ognia i jego majestatu?,0.38617049759222644,0.05873949094699214,0.7346542477607727,0.7484757900238037,0.46855800697201894,0.050712153369465586,0.7789851427078247,0.7518772482872009
