en_text,pl_text,default,dialog,dialog2,dialog3,dialog4,chrf_default,bleu_default,bertscore_default,comet_default,chrf_dialog,bleu_dialog,bertscore_dialog,comet_dialog,chrf_dialog2,bleu_dialog2,bertscore_dialog2,comet_dialog2,chrf_dialog3,bleu_dialog3,bertscore_dialog3,comet_dialog3,chrf_dialog4,bleu_dialog4,bertscore_dialog4,comet_dialog4
Master witcher!,Mistrzu wiedźminie!,Mistrz czarodziej!,Mistrz czarodziej!,Mistrz czarodziej!,Mistrz czarodziej!,"Ale rodzina jest święta. Czy zgodzisz się przyjrzeć temu? Mistrz wiedźminie! No cóż, a czy miałeś już jakieś szczęście?

(Tylko druga wypowiedź):
Mistrz wiedźminie!",0.2646679474217372,0.0,0.7868596911430359,0.794438898563385,0.2646679474217372,0.0,0.7868596911430359,0.794438898563385,0.2646679474217372,0.0,0.7868596911430359,0.794438898563385,0.2646679474217372,0.0,0.7868596911430359,0.794438898563385,0.4327365034783282,0.007913247271422612,0.6935960054397583,0.46504682302474976
Nice to meet you. Geralt of Rivia.,Miło mi. Geralt z Rivii.,Miło cię poznać. Geralt z Rivii.,Miło mi cię poznać. Geralt z Rivii.,Miło cię poznać. Geralt z Rivii.,Miło mi cię poznać. Geralt z Rivii.,Miło mi cię poznać. Geralt z Rivii.,0.7214561905673506,0.21711852081087685,0.864215075969696,0.935969352722168,0.8048556921508107,0.17567205239427922,0.846937894821167,0.9378045201301575,0.7214561905673506,0.21711852081087685,0.864215075969696,0.935969352722168,0.8048556921508107,0.17567205239427922,0.846937894821167,0.9378045201301575,0.8048556921508107,0.17567205239427922,0.846937894821167,0.9378045201301575
Wanna pay back my loan.,Chcę spłacić zaciągnięty dług.,Chcę spłacić mój kredyt.,Chcę spłacić mój kredyt.,Chcę spłacić pożyczkę.,Chcę spłacić mój dług.,Chcę spłacić pożyczkę.,0.3775815397093048,0.16990442448471224,0.8592978119850159,0.9469290971755981,0.3775815397093048,0.16990442448471224,0.8592978119850159,0.9469290971755981,0.3854885719998922,0.17216896116316355,0.857442319393158,0.9418841600418091,0.4560873430158116,0.1880301546543197,0.8908001184463501,0.9667156338691711,0.3854885719998922,0.17216896116316355,0.857442319393158,0.9418840408325195
Hear that?,Słyszysz?,Słyszysz to?,Słyszysz to?,Słyszysz to?,Słyszysz to?,Słyszysz to?,0.825870139317271,0.0,0.9484410881996155,0.9641962051391602,0.825870139317271,0.0,0.9484410881996155,0.9641960263252258,0.825870139317271,0.0,0.9484410881996155,0.9641962051391602,0.825870139317271,0.0,0.9484410881996155,0.9641962051391602,0.825870139317271,0.0,0.9484410881996155,0.9641962051391602
Now here's a manly one. Not like me good-for-nothin' Sven.,"No, ten to wygląda mężnie. Nie to, co ten mój ladaco, Sven.","Oto męska rzecz. Nie jak ja, bezużyteczny Sven.","Teraz jest prawdziwy mężczyzna. Nie jak ja, bezużyteczny Sven.","Teraz jest prawdziwy mężczyzna. Nie jak ja, bezużyteczny Sven.","- Teraz jest mężny. Nie jak ja, bezużyteczny Sven.","Teraz masz mężczyznę. Nie jak ja, bezużyteczna Sven.",0.16502083918290314,0.020034704329441457,0.730185329914093,0.6413013935089111,0.17755712512447142,0.02043370997308395,0.7370160818099976,0.6320318579673767,0.17755712512447142,0.02043370997308395,0.7370160818099976,0.6320318579673767,0.17548479317319932,0.02043370997308395,0.7566834092140198,0.722925066947937,0.16690981929371992,0.020034704329441457,0.7124911546707153,0.49563947319984436
"Did you notice how much common folk love flames? The Eternal Fire will consume them all one day, one way or another.","Zauważyłeś, jak bardzo ludzie kochają płomienie? Kiedyś Wieczny Ogień strawi wszystko.","Czy zauważyłeś, jak bardzo lud pospolity kocha płomienie? Ogień Wieczny w końcu pochłonie ich wszystkich, w ten czy inny sposób.","Czy zauważyłeś, jak bardzo pospólstwo uwielbia płomienie? Wieczny Ogień pochłonie ich wszystkich pewnego dnia, w ten czy inny sposób.","Czy zauważyłeś, jak bardzo pospólstwo uwielbia płomienie? Wieczny Ogień pewnego dnia pochłonie ich wszystkich, w ten czy inny sposób.","Zauważyłeś, jak bardzo pospólstwo uwielbia płomienie? Wieczny Ogień pochłonie ich wszystkich, prędzej czy później.","Zauważyłeś, jak bardzo pospólstwo uwielbia płomienie? Wieczny Ogień pochłonie ich wszystkich pewnego dnia, w ten czy inny sposób.",0.5606266647203099,0.02560744480557418,0.8219502568244934,0.8739733099937439,0.5457787961156375,0.03219965714728962,0.8194310665130615,0.8411217927932739,0.5457787961156375,0.03219965714728962,0.823644757270813,0.8494278788566589,0.5732140272384323,0.09303723531853667,0.8400758504867554,0.8845793008804321,0.56086714160061,0.07036147891341805,0.8281880617141724,0.8530455231666565
It shan't take long.,To nie zajmie długo.,Nie zajmie to długo.,Nie zajmie to długo.,Nie zajmie to długo.,Nie zajmie to długo.,Nie zajmie to długo.,0.6108866623572505,0.09554427922043669,0.9444581270217896,0.9836720824241638,0.6108866623572505,0.09554427922043669,0.9444581270217896,0.9836720824241638,0.6108866623572505,0.09554427922043669,0.9444581270217896,0.9836719632148743,0.6108866623572505,0.09554427922043669,0.9444581270217896,0.9836720824241638,0.6108866623572505,0.09554427922043669,0.9444581270217896,0.9836719632148743
Right… Best bit's when the guard draped you over his saddle like a sack of corn.,"Ta, fragment, w którym strażnik przerzuca cię przez koński grzbiet jak worek kartofli jest najlepszy.","Najlepsze było, gdy strażnik przerzucił cię przez swoje siodło jak worek zboża.","Najlepsze było, gdy strażnik przerzucił cię przez siodło jak worek zboża.","Tłumaczenie drugiej wypowiedzi:

""No cóż... Najlepsze było, gdy strażnik przerzucił cię przez siodło jak worek zboża.""","Najlepsze było, gdy strażnik przerzucił cię przez siodło jak worek zboża.","Najlepsze jest, gdy strażnik przerzucił cię przez siodło jak worek zboża.",0.392732120325665,0.04194906345955737,0.8178396224975586,0.6476302146911621,0.3812229726909145,0.041437489762828066,0.8240906000137329,0.6392959356307983,0.3923471330694824,0.03889818545474848,0.7491599321365356,0.6161982417106628,0.3812229726909145,0.041437489762828066,0.8240906000137329,0.6392959356307983,0.40118561600445973,0.041437489762828066,0.8290732502937317,0.599535346031189
"Don't play me for a fool, witcher. Yarpen holds ye in high regard - don't ruin it.","Nie lećcie sobie ze mną w trolla, panie wiedźmin. Yarpen miał o was dobre zdanie, nie rujnujcie go.","Nie rób ze mnie głupca, wiedźminie. Yarpen ma cię w wielkim poważaniu - nie psuj tego.","Nie igraj ze mną, czarodzieju. Yarpen ma cię w wielkim poważaniu - nie psuj tego.","Nie igraj ze mną, czarodzieju. Yarpen ma cię w wielkim poważaniu - nie psuj tego.","Nie igraj ze mną, czarodzieju. Yarpen ma cię w wielkim poważaniu - nie psuj tego.","Nie igraj ze mną, czarodzieju. Jarypen ma cię w wielkim poważaniu - nie psuj tego.",0.30978637227354144,0.016232485867016512,0.797871470451355,0.7904222011566162,0.25169294351524313,0.01618257510988628,0.7774162888526917,0.7899116277694702,0.25169294351524313,0.01618257510988628,0.7774162888526917,0.7899116277694702,0.25169294351524313,0.01618257510988628,0.7774162888526917,0.7899116277694702,0.2106374699468713,0.015304534622238592,0.7650589346885681,0.7813266515731812
Owner must've invested a lot.,Właściciel sporo zainwestował.,Właściciel musiał zainwestować dużo.,Właściciel musiał zainwestować sporo pieniędzy.,Właściciel musiał zainwestować sporo.,Właściciel musiał zainwestować sporo pieniędzy.,Właściciel musiał zainwestować sporo pieniędzy.,0.638817964848286,0.08034284189446518,0.8942926526069641,0.9395075440406799,0.69300652774094,0.06389431042462725,0.8822203874588013,0.9583740234375,0.7166226302720947,0.08034284189446518,0.9280034899711609,0.9581564664840698,0.69300652774094,0.06389431042462725,0.8822203874588013,0.9583740234375,0.69300652774094,0.06389431042462725,0.8822203874588013,0.9583740234375
Save the children!,Ratujcie dzieci!,Ocalcie dzieci!,Uratuj dzieci!,Uratuj dzieci!,Uratuj dzieci!,Uciekaj! Ocal dzieci!,0.6082727669116181,0.1495348781221221,0.8489299416542053,0.970467209815979,0.474646730046147,0.1495348781221221,0.8541408777236938,0.9784989356994629,0.474646730046147,0.1495348781221221,0.8541408777236938,0.9784989356994629,0.474646730046147,0.1495348781221221,0.8541408777236938,0.9784989356994629,0.4267639601686684,0.11362193664674995,0.7422100901603699,0.8807869553565979
"No? Why the hell not? You disgusted? Afeared of your conscience? Gods dammit, do it quick - I'll pay ye.","Nie – bo co? Brzydzicie się czy by was sumienie gryzło? Nawet zapłaciłbym, kurwa, żebyście to zrobili szybko...","No? Dlaczego, do cholery, nie? Jesteś zniesmaczony? Boisz się swojego sumienia? Do diabła z tym, zrób to szybko - zapłacę ci.","No? Dlaczego nie? Jesteś zniesmaczony? Boisz się swojego sumienia? Cholera jasna, zrób to szybko - zapłacę ci.","No? Dlaczego nie? Jesteś zniesmaczony? Boisz się swojego sumienia? Cholera, zrób to szybko - zapłacę ci.",Jeśli tego nie zrobisz... wynoś się stąd. Pozwól mi umrzeć w spokoju.,"Dlaczego do cholery nie? Jesteś zniesmaczony? Boisz się swojego sumienia? Cholera jasna, zrób to szybko - zapłacę ci. Jeśli tego nie zrobisz... wynoś się stąd. Pozwól mi umrzeć w spokoju.",0.2604329859313084,0.010862721615727716,0.7118018865585327,0.7703887820243835,0.24393466627801721,0.012897742882522783,0.7233688831329346,0.8240411281585693,0.24345285099798933,0.012909220865163074,0.7259576916694641,0.8171641230583191,0.1410137263768614,0.01033114956441737,0.6942132711410522,0.5376270413398743,0.2818070520404416,0.007425868202031369,0.72294020652771,0.7508981823921204
"Cook then bled him empty, stripped his skin off clean.","Spuścił z niego krew, skórę zdarł z głuptaska.","Następnie wykrwawił go do cna, obdarł ze skóry do czysta.","Cook następnie opróżnił go z krwi, zdarł z niego skórę do czysta.","""Cook następnie opróżnił go z krwi, zdjął z niego skórę czysto.""","Cook wtedy opróżnił go z krwi, zdarł jego skórę do czysta.","""Cook then bled him empty, stripped his skin off clean.""

Tłumaczenie:
""Cook następnie opróżnił go z krwi, zdjął z niego skórę do czysta.""",0.23844301084843447,0.0,0.7751851677894592,0.5447226166725159,0.3577357003915375,0.053863663688318665,0.8173604011535645,0.5822402238845825,0.28393159488171227,0.04740604259878138,0.7623951435089111,0.5991925597190857,0.2603540044757123,0.024808415001701823,0.8054066300392151,0.5926344394683838,0.2820031695885203,0.020828838183973034,0.6595383286476135,0.47180068492889404
Disturbed our ghostly forefathers' slumber.,Duchom naszych dziadów spokój zmącił...,Zakłóciliśmy spokojny sen naszych duchowych przodków.,Zakłócili spokój naszych duchowych przodków.,Zakłócili spokój naszych duchowych przodków.,Zakłócili spokój naszych duchowych przodków.,Zakłócili spokój naszych duchowych przodków.,0.32893281939392294,0.040824829046386304,0.7216955423355103,0.7480330467224121,0.3730402968602262,0.06389431042462725,0.7622939348220825,0.7585033774375916,0.3730402968602262,0.06389431042462725,0.7622939348220825,0.7585033774375916,0.3730402968602262,0.06389431042462725,0.7622939348220825,0.7585033774375916,0.3730402968602262,0.06389431042462725,0.7622939348220825,0.7585033774375916
Me oh my!,Łojejku!,Ojejku!,Och!,'Och mój Boże!',Och!,Ach! Znałaś króla Brana?,0.6053317417878341,0.0,0.8734453320503235,0.7723055481910706,0.0219298245614036,0.0,0.7560782432556152,0.6081001162528992,0.0784313725490197,0.0,0.6751659512519836,0.6716652512550354,0.0219298245614036,0.0,0.7560782432556152,0.6081001162528992,0.035842293906810124,0.0,0.6579387784004211,0.6155986189842224
Out there… in the swamp.,Gdzieś na bagnach.,Tam na zewnątrz... w bagnie.,Tam... na bagnach.,Tam... w bagnie.,Tam... na bagnach.,Jest tam... w bagnie.,0.19646941736925225,0.05372849659117709,0.7577579021453857,0.7632867693901062,0.5482392607392608,0.24028114141347542,0.7125612497329712,0.803520679473877,0.1666086534043675,0.0,0.7592524290084839,0.7533881664276123,0.5482392607392608,0.24028114141347542,0.7125612497329712,0.803520679473877,0.16226461690179672,0.0,0.7717264890670776,0.668340802192688
Works. Who woulda thunk.,Działa. Kto by pomyślał.,Praca. Kto by pomyślał.,Działa. Kto by pomyślał.,Działa. Kto by pomyślał.,Działa. Kto by pomyślał.,Działa. Kto by pomyślał.,0.7393411280595624,0.3976353643835253,0.9337414503097534,0.8806130886077881,1.0,1.0,1.0,0.9870515465736389,1.0,1.0,1.0,0.9870515465736389,1.0,1.0,1.0,0.9870515465736389,1.0,1.0,1.0,0.9870515465736389
Not a conversation you're likely to avoid. I'll go with you if you want.,"Nie unikniesz tej rozmowy, ale jak chcesz, to mogę pójść z tobą.","Nie jest to rozmowa, której prawdopodobnie uda ci się uniknąć. Pójdę z tobą, jeśli chcesz.","Nie jest to rozmowa, której prawdopodobnie unikniesz. Pójdę z tobą, jeśli chcesz.","Nie jest to rozmowa, której prawdopodobnie uda ci się uniknąć. Pójdę z tobą, jeśli chcesz.","- Nie jest to rozmowa, której prawdopodobnie uda ci się uniknąć. Pójdę z tobą, jeśli chcesz.","Nie jest to rozmowa, której prawdopodobnie uda ci się uniknąć. Pójdę z tobą, jeśli chcesz.",0.3447673587796849,0.017395797375642234,0.8023128509521484,0.9056446552276611,0.4235740676284246,0.022416933501922302,0.8298259377479553,0.9136307239532471,0.3447673587796849,0.017395797375642234,0.8023128509521484,0.9056446552276611,0.34413137140380323,0.01618861356572822,0.7907038927078247,0.9022250771522522,0.3447673587796849,0.017395797375642234,0.8023128509521484,0.9056446552276611
"Couldn't wait, no, had to sneak off, as if you were afeared someone'd steal the giant out from under you!","A ty nie mogłeś zaczekać, musiałeś wymknąć się na wyprawę, jakbyś się bał, że ktoś ci ukradnie tego giganta!","Nie mogłem się doczekać, nie, musiałem się wymknąć, jakbyście się bali, że ktoś ukradnie olbrzyma spod was!","Nie mogła się doczekać, nie, musiała się wymknąć, jakby się bała, że ktoś ukradnie olbrzyma spod jej nóg.","Nie mogła czekać, nie, musiała się wymknąć, jakby się bała, że ktoś ukradnie giganta spod niej.","Nie mogła się doczekać, co? Musiała się wymknąć, jakbyście się bali, że ktoś ukradnie wam giganta spod nosa!","Cerys udała się do Spikeroog! Sama! Nie mogła czekać, musiała się wymknąć, jakby bała się, że ktoś ukradnie jej giganta spod nosa.",0.45454723491768806,0.027192678180279588,0.81830233335495,0.5751975774765015,0.4312378296514668,0.027172641739175114,0.7664262056350708,0.6490001678466797,0.48532127892007987,0.027116999200172142,0.805504322052002,0.7141832113265991,0.4561352487329289,0.027172641739175114,0.8104055523872375,0.6059311032295227,0.48083551255146045,0.02310128340501537,0.7846127152442932,0.690790593624115
Uhh… But…,Yy... Ale...,Uhh... Ale...,Eh... Ale...,'Eh... Ale...',Ach... Ale...,"Tak!

(Przepisane bezpośrednio z ostatniej linijki dialogu.)",0.7454707642889703,0.1495348781221221,0.9387590289115906,0.9319819211959839,0.7544853294853295,0.1495348781221221,0.9308968186378479,0.9385198950767517,0.7366779618532021,0.0,0.8603079319000244,0.8968279957771301,0.7454707642889703,0.1495348781221221,0.9208847284317017,0.918525218963623,0.03289473684210535,0.0,0.592715322971344,0.5153970122337341
"Tell me something about this temple, could you?",Czy możesz opowiedzieć mi o tej świątyni?,Powiedz mi coś o tym świątyni. Czy możesz?,"Opowiedz mi coś o tym świątyni, dobrze?","Powiedz mi coś o tym sanktuarium, dobrze?",Powiedz mi coś o tym świętym miejscu.,"To się zdarzyło raz, że Freya zgubiła swojego ulubionego białego kota. Przeszukała wyspy i w końcu znalazła go tutaj.",0.5082978572660736,0.03655552228545124,0.824094831943512,0.8124838471412659,0.3723236502669698,0.039281465090051315,0.8196942210197449,0.9048704504966736,0.20101481575034708,0.039281465090051315,0.7715031504631042,0.8962337970733643,0.2283661858485566,0.039281465090051315,0.749087393283844,0.9086372256278992,0.1417040107600844,0.0,0.5909738540649414,0.49398455023765564
"And your beloved - he dead, too?","A twój ukochany, o którym mówiłaś? Czy on też nie żyje?",A twój ukochany też umarł?,A twój ukochany - on też martwy?,A czy twój ukochany też umarł?,A gdyby twój ukochany... on też umarł?,A twój ukochany - on też martwy?,0.30317064803491467,0.0378731670885409,0.8356051445007324,0.8568571209907532,0.3442844353942032,0.05578717886362677,0.8379675149917603,0.8653419017791748,0.29180807810573156,0.023350308364304222,0.8270322680473328,0.8590677976608276,0.318828351786698,0.04691123872354154,0.8013415336608887,0.6673509478569031,0.3442844353942032,0.05578717886362677,0.8379675149917603,0.8653424382209778
King Bran is a feeble old man. From what I know he barely remembers the names of his own vassals. Uniting all might prove difficult.,"Król Bran jest zniedołężniałym starcem. Z tego, co słyszę, nie pamięta już nawet imion swoich wasali... Więc z tym jednoczeniem może być ciężko.","Król Bran to słaby stary człowiek. Z tego co wiem, ledwo pamięta imiona swoich własnych wasali. Zjednoczenie wszystkich może okazać się trudne.",Król Bran jest słabym starcem. Z tego co wiem ledwo pamięta imiona swoich wasali. Zjednoczenie wszystkich może okazać się trudne.,Król Bran jest słabym starcem. Z tego co wiem ledwo pamięta imiona swoich wasali. Zjednoczenie wszystkich może okazać się trudne.,"Król Bran to słaby starzec. Z tego co wiem, ledwo pamięta imiona swoich wasali. Zjednoczenie wszystkich może okazać się trudne.","Król Bran to słaby starzec. Z tego co wiem, ledwo pamięta imiona swoich wasali. Zjednoczenie wszystkich może okazać się trudne.",0.3985465713205742,0.024011951566746494,0.8057751059532166,0.8960246443748474,0.4765802456845966,0.05974760662754065,0.8190210461616516,0.9084675908088684,0.4765802456845966,0.05974760662754065,0.8190210461616516,0.9084675908088684,0.3950866799655943,0.023974749709768393,0.8133974075317383,0.9028764367103577,0.3950866799655943,0.023974749709768393,0.8133974075317383,0.9028764367103577
Watch how you walk!,Jakże chodzisz!,"Uważaj, jak chodzisz!","Uważaj, jak chodzisz!","Uważaj, jak chodzisz!","Uważaj, jak chodzisz!","Uważaj, jak chodzisz!",0.5788725186279041,0.11362193664674995,0.8561610579490662,0.8022443056106567,0.5788725186279041,0.11362193664674995,0.8561610579490662,0.8022443056106567,0.5788725186279041,0.11362193664674995,0.8561610579490662,0.8022441864013672,0.5788725186279041,0.11362193664674995,0.8561610579490662,0.8022443056106567,0.5788725186279041,0.11362193664674995,0.8561610579490662,0.8022441864013672
You beat them.,Biłeś je.,Pokonałeś ich.,Pobiłeś ich.,Pobiłeś ich.,Pokonałeś ich.,"Nigdy nie położyłem palca na Tamarze, ani razu.",0.16812468577174458,0.0,0.8409422636032104,0.7613479495048523,0.2532513509011904,0.0,0.7888857126235962,0.8576858043670654,0.2532513509011904,0.0,0.7888857126235962,0.8576858639717102,0.16812468577174458,0.0,0.8409422636032104,0.7613479495048523,0.09074463118580774,0.0,0.6489207148551941,0.4523407816886902
Hey!,Hej!,Cześć!,Cześć!,Cześć!,Cześć!,Cześć!,0.07936507936507946,0.0,0.8239847421646118,0.9335455298423767,0.07936507936507946,0.0,0.8239847421646118,0.9335453510284424,0.07936507936507946,0.0,0.8239847421646118,0.9335453510284424,0.07936507936507946,0.0,0.8239847421646118,0.9335453510284424,0.07936507936507946,0.0,0.8239847421646118,0.9335453510284424
Try me!,Spróbuj się ze mną!,Spróbuj mnie!,Spróbuj mnie!,Spróbuj mnie!,Spróbuj mnie!,Spróbuj mnie!,0.39684835587455464,0.05501080739920602,0.8872931003570557,0.9543160200119019,0.39684835587455464,0.05501080739920602,0.8872931003570557,0.9543160200119019,0.39684835587455464,0.05501080739920602,0.8872931003570557,0.9543159008026123,0.39684835587455464,0.05501080739920602,0.8872931003570557,0.9543160200119019,0.39684835587455464,0.05501080739920602,0.8872931003570557,0.9543159008026123
A witcher…,Wiedźmin...,Czarodziej...,A czarodziej...,Czarodziej...,Czarodziejka...,Czarodziejka...,0.1564212641578371,0.0,0.8553709387779236,0.7805902361869812,0.15496041149503234,0.0,0.7829727530479431,0.6918742656707764,0.1564212641578371,0.0,0.8553709387779236,0.7805902361869812,0.15352671777643787,0.0,0.8380187153816223,0.7546975612640381,0.15352671777643787,0.0,0.8380187153816223,0.7546970844268799
Ehh!,Ech!,Ehh!,Eh.,'Ehh!' (bez zmian),"- Ehh!

""Ehh!"" (wyrażenie zniechęcenia lub irytacji)",Ehh!,0.18055555555555555,0.0,0.9115367531776428,0.9448119401931763,0.08547008547008556,0.0,0.709433376789093,0.8096058964729309,0.1358363858363859,0.0,0.7434920072555542,0.7089689373970032,0.129252883556483,0.0,0.6666486859321594,0.6270230412483215,0.18055555555555555,0.0,0.9115367531776428,0.9448118805885315
Dum dee dum dum dum dum dum dum…,Tam ta ra tam ta..,Dum dee dum dum dum dum dum dum...,Dum di di di di di di di...,"Tłumaczenie samej drugiej wypowiedzi:

""Dum dee dum dum dum dum dum dum...""",Dum dee dum dum dum dum dum dum...,Dum dee dum dum dum dum dum dum...,0.055227996404467065,0.0,0.7676771283149719,0.5714229941368103,0.04650147730325014,0.0,0.8048788905143738,0.49273183941841125,0.08916871114264045,0.0,0.6979698538780212,0.6387130618095398,0.055227996404467065,0.0,0.7676771283149719,0.571423351764679,0.055227996404467065,0.0,0.7676771283149719,0.571423351764679
Rain was comin'. Felt it in my bones…,To na deszcz mnie w kościach łamało.,Nadchodził deszcz. Czułem go w kościach…,Nadchodził deszcz. Czułem go w kościach…,"Tłumaczenie drugiej wypowiedzi:

""Nadchodziła burza. Czułem to w kościach...""",Czułem nadchodzący deszcz... W kościach.,Czułem nadchodzący deszcz... w kościach.,0.40582142190171405,0.03455747170954952,0.7817158699035645,0.7791480422019958,0.40582142190171405,0.03455747170954952,0.7817158699035645,0.7791480422019958,0.3347138801323377,0.023980296761827107,0.7084907293319702,0.6820178627967834,0.3748859389023778,0.0,0.7611059546470642,0.742267370223999,0.4106054266242591,0.036015288308423515,0.7642162442207336,0.7452433705329895
Nilfgaard in Skellige… Never fuckin' thought I'd see the day…,"Czarni na Skellige... Kurwa, nie sądziłem, że dożyje takich czasów...","Nilfgaard w Skellige... Nigdy nie myślałem, że zobaczę ten dzień...","Nilfgaard w Skellige... Nigdy nie myślałem, że tego dnia doczekam...","Nilfgaard w Skellige... Nigdy nie myślałem, że to zobaczę...","Nilfgaard w Skellige... Nigdy nie myślałem, że zobaczę ten dzień...","Nilfgaard w Skellige... Nigdy nie myślałem, że zobaczę ten dzień...",0.3116210229035132,0.02777619034011792,0.814903199672699,0.6913082599639893,0.31103811847126095,0.02777619034011792,0.8164027333259583,0.7021917104721069,0.2978254543356854,0.028240990488565418,0.8112814426422119,0.7162662744522095,0.3116210229035132,0.02777619034011792,0.814903199672699,0.6913082599639893,0.3116210229035132,0.02777619034011792,0.814903199672699,0.6913082599639893
"Yes, a splendid story, but I think I've had my fill of this boasting. Come, Zoltan, we must convince the halflings they saw nothing at all.","Świetna historia, ale mam już dosyć tych przechwałek. Chodź, Zoltan musimy przekonać niziołki, że absolutnie nic nie widziały.","Tak, wspaniała historia, ale myślę, że mam już dość tego przechwalania się. Chodź, Zoltanie, musimy przekonać półelfów, że nic nie widzieli.","Tak, wspaniała historia, ale myślę, że mam już dość tego przechwalania się. Chodź, Zoltanie, musimy przekonać półelfów, że nic nie widzieli.","Tak, wspaniała historia, ale myślę, że mam już dość tego przechwalania się. Chodź, Zoltanie, musimy przekonać półelfów, że nic nie widzieli.","Tak, piękna historia, ale myślę, że mam już dość tego przechwalania się. Chodź, Zoltanie, musimy przekonać półelfów, że nic nie widzieli.","Tak, piękna historia, ale myślę, że mam już dość tego przechwalania się. Chodź, Zoltanie, musimy przekonać półelfów, że nic nie widzieli.",0.5737698959729566,0.040850384507442064,0.8476046323776245,0.7494903206825256,0.5737698959729566,0.040850384507442064,0.8476046323776245,0.7494903206825256,0.5737698959729566,0.040850384507442064,0.8476046323776245,0.7494903206825256,0.5785759576198372,0.040850384507442064,0.8505953550338745,0.7651044130325317,0.5785759576198372,0.040850384507442064,0.8505953550338745,0.7651044130325317
How did you wind up here?,Skąd właściwie się tu wzięłaś?,Jak się tu znalazłeś?,Jak się tu znalazłeś?,Jak się tu znalazłaś?,Jak się tu znalazłeś?,"Mój ojciec mnie tu przywiózł. Powiedział mi, żebym poszła śladem smakołyków i najadła się do syta. Mówił, że będzie czekać.",0.1648424720598968,0.13232169883599026,0.8222563862800598,0.9112682938575745,0.1648424720598968,0.13232169883599026,0.8222563862800598,0.9112682938575745,0.19387814372879733,0.13232169883599026,0.8381866812705994,0.9244324564933777,0.1648424720598968,0.13232169883599026,0.8222563862800598,0.9112682938575745,0.17501754089774904,0.011451997463067555,0.6431182026863098,0.38472506403923035
"Greetings, stranger.","Witaj, nieznajomy.","Witaj, nieznajomy.","Witaj, obcy.","Witaj, obcy.","Witaj, nieznajomy.

---

Tutaj przedstawiłem tylko samo tłumaczenie drugiej wypowiedzi zgodnie z Twoim poleceniem.","Witaj, obcy.",1.0,0.316227766016838,1.0,0.9889673590660095,0.2815098121723717,0.1495348781221221,0.8007508516311646,0.9043644070625305,0.2815098121723717,0.1495348781221221,0.8007508516311646,0.9043644070625305,0.6367015845459217,0.030206205252435548,0.7345985174179077,0.6872506737709045,0.2815098121723717,0.1495348781221221,0.8007508516311646,0.9043645262718201
Inn at the Crossroads. You bought us a round.,"Karczma na Rozstajach, postawiłeś nam kolejkę.",W gospodzie na rozstaju dróg. Postawiłeś nam kolejkę.,Gospoda przy rozstaju dróg. Postawiłeś nam kolejkę.,Karczma na rozstaju dróg. Postawiłeś nam kolejkę.,- Gospoda przy rozstaju dróg. Kupiłeś nam kolejkę.,"Jak się masz? Kupiłeś nam kolejkę w Gospodzie przy Rozstaju Dróg. Pamiętam, że mieliśmy pójść każdy w swoją stronę.",0.5680755546090721,0.06500593260343691,0.788908064365387,0.6293164491653442,0.557250398703162,0.06985342056580097,0.8079689741134644,0.5957757234573364,0.7061207353267903,0.09878765474230743,0.8511469960212708,0.7688432335853577,0.44694551759151047,0.05873949094699214,0.7940520644187927,0.5950694680213928,0.44308104508567214,0.010182425646195498,0.7646540403366089,0.5861930847167969
Yes… In legends. Of the kind that do not end happily.,Tak... W legendach. Tych bez szczęśliwego zakończenia.,"Tak... W legendach. Tego rodzaju, które nie kończą się szczęśliwie.","Tak… W legendach. Takich, które nie kończą się szczęśliwie.","Tak... W legendach. Takich, które nie kończą się szczęśliwie.","Tak... W legendach. Takich, które nie kończą się szczęśliwie.","Tak... W legendach. Takich, które nie kończą się szczęśliwie.",0.5820048253558892,0.10445522730720382,0.8596668839454651,0.9259904623031616,0.4700606480862672,0.050712153369465586,0.8217628002166748,0.9320332407951355,0.5777466889301166,0.11868405219520975,0.8638888597488403,0.9320332407951355,0.5777466889301166,0.11868405219520975,0.8638888597488403,0.9320332407951355,0.5777466889301166,0.11868405219520975,0.8638888597488403,0.9320332407951355
Kiss a dog's arse.,Całuj psa w dupę.,Pocałuj tyłek psa.,Pocałuj psa w dupę.,Całuj psa w dupę.,Pocałuj psa w dupę.,Pocałuj psa w dupę.,0.21289258568466599,0.0,0.8165176510810852,0.7144032716751099,0.8951664187541001,0.3976353643835253,0.9481294751167297,0.849777102470398,1.0,1.0,1.0,0.9847989678382874,0.8951664187541001,0.3976353643835253,0.9481294751167297,0.849777102470398,0.8951664187541001,0.3976353643835253,0.9481294751167297,0.849777102470398
