en_text|pl_text|bielik_prompt0_translation|bielik_prompt1_translation|bielik_prompt2_translation|bielik_prompt3_translation|bielik_prompt4_translation|bielik_prompt5_translation|bielik_prompt6_translation
Outlanders're welcome to try, too! Glory and honor range every which where.|Cudzoziemców też dopuszczamy! Chwała i honor nie znają granic.|"""Obcokrajowcy też są mile widziani!"" - Tłumaczenie tego zdania na język polski brzmi:

""Cudzoziemcy również są mile widziani.""

To zdanie wydaje się być fragmentem większej wypowiedzi lub piosenki, ponieważ zawiera nieco poetycki i metaforyczny styl. Pełne znaczenie może być trudne do uchwycenia bez kontekstu, ale ogólnie sugeruje ono otwartość i gościnność wobec osób z innych krajów."|"Tłumaczenie na język polski: ""Obcokrajowcy też mogą spróbować! Chwała i honor są wszędzie!""

To zdanie jest prawdopodobnie fragmentem zachęty lub motywacyjnego hasła, które ma na celu zachęcenie osób z innych krajów do udziału w jakimś wydarzeniu, konkursie lub przedsięwzięciu. Hasło sugeruje, że niezależnie od pochodzenia, każdy ma szansę na osiągnięcie sukcesu i zdobycie uznania."|Obcokrajowcy również są mile widziani! Chwała i honor rozciągają się wszędzie.|"""Obcokrajowcy też są mile widziani!"" ""Chwała i honor rozciągają się we wszystkich kierunkach."""|Obcy są również mile widziani! Chwała i honor rozciągają się wszędzie.|"""Obcy też są mile widziani, żeby spróbować! Chwała i honor rozciągają się wszędzie!""

To tłumaczenie stara się oddać ducha oryginalnego zdania, które wydaje się być nieco poetyckie i metaforyczne. W języku polskim może brzmieć nieco inaczej niż w oryginalnym kontekście, ale zachowuje główne przesłanie o otwartości i uznaniu dla różnorodności."|Obcy są również mile widziani, aby spróbować! Chwała i honor rozciągają się wszędzie.
Master?|Mistrzu?|"""Mistrz?""

To słowo w języku angielskim ""Master"" zostało przetłumaczone na język polski jako ""Mistrz"". Jest to tytuł grzecznościowy lub określenie osoby, która posiada dużą wiedzę lub umiejętności w danej dziedzinie. Może być używane w różnych kontekstach, takich jak nauka, sport czy rzemiosło."|"Tłumaczenie słowa ""Master?"" na język polski to:

""Mistrz?""

To jest pytanie, które może być używane w różnych kontekstach, na przykład gdy ktoś zwraca się do osoby o wyższym statusie lub umiejętnościach w danej dziedzinie. Może też być używane jako forma grzecznościowa lub tytuł honorowy w niektórych profesjach lub organizacjach."|Mistrz?|Mistrz.|Mistrz?|"Podane zdanie ""Master?"" w języku angielskim można przetłumaczyć na język polski jako:

""Mistrzu?""

To słowo jest używane jako forma grzecznościowa lub tytuł honorowy, często stosowana wobec osób starszych, bardziej doświadczonych lub wykwalifikowanych w danej dziedzinie. Może być również używane w kontekście sportowym (np. w odniesieniu do trenera) lub w niektórych profesjach (np. w rzemiośle)."|Mistrzu?
Magic's gone, true, but that doesn't mean I don't like spending time with you.|To, że czar prysł, nie znaczy, że nie lubię już spędzać czasu w twoim towarzystwie.|"""Magia zniknęła, to prawda, ale to nie oznacza, że nie lubię spędzać czasu z tobą."""|"Tłumaczenie tego zdania na język polski brzmi:

""Magia odeszła, to prawda, ale to nie znaczy, że nie lubię spędzać z tobą czasu.""

To zdanie wyraża uczucie osoby, która mimo że coś się zmieniło (w tym przypadku ""magia""), nadal ceni sobie wspólnie spędzany czas z drugą osobą. Jest to wyraz przywiązania i sympatii pomimo pewnych zmian w relacji."|"""Magia odeszła, to prawda, ale to nie znaczy, że nie lubię spędzać z tobą czasu."""|"""Magia zniknęła, to prawda, ale to nie znaczy, że nie lubię spędzać czasu z tobą."""|"""Magia odeszła, to prawda, ale to nie znaczy, że nie lubię spędzać z tobą czasu."""|"""Magia odeszła, to prawda, ale to nie znaczy, że nie lubię spędzać z tobą czasu."""|"""Magia odeszła, to prawda, ale to nie znaczy, że nie lubię spędzać z tobą czasu."""
Got it in her head that Udalryk is not mad, but cursed…|Ubzdurała sobie, że Udalryk nie jest szalony, lecz przeklęty...|"""Miała w głowie, że Udalryk nie jest szalony, ale przeklęty..."""|"""Miała w głowie, że Udalryk nie jest szalony, lecz przeklęty...""

To zdanie zostało przetłumaczone z języka angielskiego na polski. Warto zauważyć, że tłumaczenie może nie być dosłowne i może wymagać pewnych dostosowań do struktury gramatycznej i stylu języka polskiego. W tym przypadku, fraza ""got it in her head"" została oddana jako ""miała w głowie"", co jest powszechnie używanym idiomem w języku polskim oznaczającym, że ktoś ma jakąś myśl lub przekonanie utrwalone w swoim umyśle."|Miała w głowie, że Udalryk nie jest szalony, ale przeklęty...|"""Miała w głowie, że Udalryk nie jest szalony, lecz przeklęty..."""|Miała w głowie, że Udalryk nie jest szalony, lecz przeklęty...|"Oto tłumaczenie tego zdania na język polski:

""Miała w głowie, że Udalryk nie jest szalony, ale przeklęty...""

To zdanie pochodzi z powieści ""Krzyżacy"" Henryka Sienkiewicza i odnosi się do postaci Danusi Jurandówny. W oryginalnym kontekście Danuta myśli o księciu Udalryku jako o osobie przeklętej, a nie szalonej. Tłumaczenie to stara się oddać ten niuans znaczeniowy w języku polskim."|Miała w głowie, że Udalryk nie jest szalony, lecz przeklęty...
In the vision he went flying in that direction.|Z wizji wynikało, że poleciał gdzieś tam.|"""W wizji poleciał w tym kierunku.""

To tłumaczenie z języka angielskiego na polski. Zauważ, że w języku polskim czasownik ""lecieć"" jest używany w kontekście latania, podczas gdy w oryginalnym zdaniu angielskim użyto słowa ""flying"", które również oznacza latanie. Ponadto, w języku polskim często używa się zwrotów takich jak ""polecieć w kierunku"" lub ""polecieć tam/tutaj"" dla wyrażenia ruchu w określonym kierunku."|"Tłumaczenie zdania ""In the vision he went flying in that direction"" na język polski brzmi:

""W wizji poleciał w tym kierunku.""

To tłumaczenie zachowuje sens oryginalnego zdania, odnosząc się do lotu lub poruszania się w powietrzu w określonym kierunku podczas wizji lub snu."|W wizji poleciał w tym kierunku.|"""W wizji poleciał w tym kierunku."""|W wizji poleciał w tym kierunku.|W wizji poleciał w tym kierunku.|W wizji poleciał w tym kierunku.
Came straight here. Haven't looked around yet.|Nie zdążyłem się jeszcze nigdzie rozejrzeć.|"""Przyjechałem prosto tutaj. Jeszcze się nie rozejrzałem.""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, zachowując jego prostotę i bezpośredniość. Osoba mówiąca wyraża, że przybyła dokładnie do miejsca docelowego i nie miała jeszcze okazji, aby się rozejrzeć lub zorientować w otoczeniu."|"Tłumaczenie tego zdania na język polski brzmi:

""Przyszliśmy prosto tutaj. Jeszcze się nie rozejrzeliśmy.""

To zdanie w języku angielskim może być użyte przez grupę osób, które przybyły bezpośrednio do określonego miejsca i nie miały jeszcze czasu, aby zorientować się w otoczeniu lub poszukać czegoś konkretnego. W języku polskim to znaczenie jest oddane poprzez wyrażenie ""przyszliśmy prosto tutaj"" oraz ""jeszcze się nie rozejrzeliśmy""."|Przybyłem prosto tutaj. Jeszcze się nie rozejrzałem.|Przybyłem prosto tutaj. Jeszcze się nie rozejrzałem.|Przybyłem prosto tutaj. Jeszcze się nie rozejrzałem.|"Przetłumaczone zdanie na język polski brzmi:

""Przyszliśmy prosto tutaj. Jeszcze się nie rozejrzeliśmy.""

To tłumaczenie zachowuje znaczenie oryginalnego zdania w języku angielskim, oddając sens przybycia bezpośrednio w określone miejsce oraz braku dotychczasowego rozglądania się po otoczeniu."|Przybyli prosto tutaj. Jeszcze się nie rozejrzeli.
It true what they say? You let a Black One go free on the last raid?|Prawda, co mówią? Żeś na ostatniej wyprawie Czarnego puścił wolno?|"""Czy to prawda, co mówią? Pozwoliłeś uciec Czarnemu podczas ostatniego nalotu?""

To tłumaczenie z języka angielskiego na polski. Zauważ, że w oryginalnym zdaniu ""Black One"" jest napisane wielkimi literami, co sugeruje, że może to być nazwa własna lub określenie odnoszące się do konkretnej osoby lub jednostki. W tłumaczeniu zachowałem to znaczenie, używając ""Czarny""."|"Tłumaczenie na język polski:

""Czy to prawda, co mówią? Puściłeś wolno Czarnego podczas ostatniej akcji?""

To tłumaczenie zachowuje znaczenie oryginalnego zdania, używając potocznego sformułowania ""Czarny"" jako określenia osoby czarnoskórej. Warto zauważyć, że kontekst tego pytania może być kontrowersyjny lub obraźliwy, więc należy je traktować ostrożnie i z uwzględnieniem odpowiednich norm społecznych i kulturowych."|Czy to prawda, co mówią? Pozwoliłeś Czarnemu uciec podczas ostatniej akcji?|Czy to prawda, co mówią? Puściłeś wolno Czarnego podczas ostatniej akcji?|Czy to prawda, co mówią? Puściłeś wolno Czarnego podczas ostatniej akcji?|Czy to prawda, co mówią? Pozwoliłeś uciec Czarnemu podczas ostatniej akcji?|Czy to prawda, co mówią? Pozwoliłeś Czarnemu uciec podczas ostatniej akcji?
Stepped out a while ago. Said he needed to find a boat.|Wyszedł jakiś czas temu. Mówił, łódź musi znaleźć.|"""Wyszedłem jakiś czas temu. Powiedział, że musi znaleźć łódź.""

To tłumaczenie zachowuje oryginalne znaczenie zdania w języku angielskim, przekazując informację o tym, że ktoś opuścił jakieś miejsce i wyjaśnił powód swojego wyjścia."|"Tłumaczenie tego zdania na język polski brzmi:

""Wyszedł jakiś czas temu. Powiedział, że musi znaleźć łódź.""

To zdanie jest w formie dialogowej i opisuje sytuację, w której ktoś wychodzi z jakiegoś miejsca, prawdopodobnie samotnie, i informuje o swoim celu - poszukiwaniu łodzi. Można sobie wyobrazić, że ta osoba chce udać się gdzieś łodzią lub ma inny powód, dla którego potrzebuje jej."|Wyszedł jakiś czas temu. Powiedział, że musi znaleźć łódź.|"""Wyszedłem jakiś czas temu. Powiedział, że musi znaleźć łódź."""|Wyszedł jakiś czas temu. Powiedział, że musi znaleźć łódź.|"Oto tłumaczenie tego zdania na język polski:

""Wyszedł jakiś czas temu. Powiedział, że musi znaleźć łódź.""

To tłumaczenie zachowuje sens oryginalnego zdania w języku angielskim, oddając kluczowe informacje o tym, kiedy osoba wyszła i jaki był jej powód opuszczenia miejsca."|Wyszedł jakiś czas temu. Powiedział, że musi znaleźć łódź.
The spirit!|Spirytus!|"""Duch!""

To tłumaczenie jest dosłowne i odnosi się do słowa ""spirit"" w języku angielskim, które oznacza ""duch"" lub ""esencję duchową"" w kontekście metafizycznym. W języku polskim słowo ""duch"" może być używane zarówno w znaczeniu religijnym, jak i filozoficznym, aby opisać niematerialną istotę lub energię."|"Tłumaczenie wyrażenia ""The spirit!"" na język polski to:

""Duch!""

To krótkie, jednowyrazowe tłumaczenie oddaje sens oryginalnego angielskiego wyrażenia. Warto zauważyć, że w języku polskim słowo ""duch"" może mieć kilka znaczeń, w tym odnosić się do duszy ludzkiej, istot nadprzyrodzonych lub ogólnie pojętej energii czy siły. Kontekst, w jakim jest używane, pomaga określić dokładne znaczenie."|Duch!|"""Duch!"""|Duch!|"Podane zdanie ""The spirit!"" w tłumaczeniu na język polski brzmi:

""Duch!""

To krótkie, jednowyrazowe wyrażenie może być używane w różnych kontekstach, na przykład jako okrzyk zachęty, wezwanie do odwagi lub wyrażenie uznania dla czyjejś energii i entuzjazmu. W niektórych sytuacjach może też nawiązywać do duchowego aspektu czegoś lub kogoś."|Duch!
I like this man. Ply your trade, witcher. I believe we will agree terms.|Podoba mi się ten człowiek. Rób swoje, wiedźminie, może się dogadamy.|"""Lubię tego człowieka. Rób swoją robotę, wiedźminie. Myślę, że dojdziemy do porozumienia.""

To tłumaczenie oddaje sens oryginalnego zdania po angielsku, zachowując jego znaczenie i kontekst w języku polskim."|"Tłumaczenie tego zdania na język polski brzmi:

""Lubię tego człowieka. Rób swoją robotę, wiedźminie. Myślę, że dojdziemy do porozumienia.""

To zdanie pochodzi z serii książek ""Wiedźmin"" Andrzeja Sapkowskiego i jest często cytowane jako charakterystyczny przykład stylu mówienia Geralta z Rivii, głównego bohatera tej sagi."|Lubię tego człowieka. Rób swoją robotę, wiedźminie. Wierzę, że dojdziemy do porozumienia.|"""Podoba mi się ten człowiek. Rób swoją robotę, wiedźminie. Myślę, że dojdziemy do porozumienia."""|Podoba mi się ten człowiek. Rób swoją robotę, wiedźminie. Myślę, że dojdziemy do porozumienia.|"Oto tłumaczenie podanego zdania na język polski:

""Lubię tego człowieka. Rób swoją robotę, wiedźminie. Myślę, że dogadamy się co do warunków.""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jednocześnie jego styl i kontekst. Warto zauważyć, że słowo ""witcher"" zostało przetłumaczone jako ""wiedźmin"", co jest odniesieniem do popularnej serii książek Andrzeja Sapkowskiego oraz opartego na niej serialu Netflixa."|Podoba mi się ten człowiek. Rób swoją robotę, wiedźminie. Myślę, że dogadamy się co do warunków.
There's a witch at Kaer Trolde - Crach's guest. Could be the one you're meetin'.|W Kaer Trolde, u Cracha, gości jakaś czarownica. Może to ta twoja umówiona.|"""Jest czarownica w Kaer Trolde - gość Cracha. Może to ona, z którą się spotykasz.""

To tłumaczenie odzwierciedla oryginalny tekst, który wydaje się być fragmentem dialogu lub narracji z gry komputerowej ""Wiedźmin"". Warto zauważyć, że język użyty w tym zdaniu jest stylizowany na archaiczny i może zawierać błędy gramatyczne lub składniowe, które są celowo wprowadzone dla uzyskania określonego efektu stylistycznego."|"Tłumaczenie na język polski:

""Jest czarownica w Kaer Trolde - gość Cracha. Może to ta, z którą się spotykasz.""

To zdanie wydaje się być fragmentem dialogu lub opisu sytuacji z jakiejś powieści fantasy lub gry komputerowej. ""Kaer Trolde"" to prawdopodobnie nazwa miejsca (może zamku lub miasta), a ""Crach"" to imię postaci. Czarownica jest przedstawiona jako gość tej osoby, a mówiący sugeruje, że może ona być tą samą osobą, z którą rozmówca się spotyka."|Jest czarownica w Kaer Trolde - gość Crasha. Może to być ta, z którą się spotykasz.|"""Jest czarownica w Kaer Trolde - gość Cracha. Może to ta, z którą się spotykasz."""|"""Jest czarownica w Kaer Trolde - gość Crasha. Może to ta, z którą się spotykasz."""|"Oto tłumaczenie podanego zdania na język polski:

""Jest czarownica w Kaer Trolde - gość Crasha. Może to ta, z którą się spotykasz.""

To zdanie wydaje się pochodzić z kontekstu fantasy lub gry komputerowej, gdzie ""Kaer Trolde"" i ""Crash"" mogą być nazwami miejsc lub postaci. Czarownica jest przedstawiona jako gość Crasha, co sugeruje, że może ona mieć związek z osobą, o której mowa w dalszej części dialogu."|Jest czarownica w Kaer Trolde - gość Crasha. Może to ta, z którą się spotykasz.
Get in there! Ye wanna crack, do it with the boss.|Właź, niech szef się z tobą użera.|"""Wchodź tam! Jeśli chcesz pęknąć, zrób to z szefem.""

To tłumaczenie uwzględnia kontekst i styl oryginalnego zdania w języku angielskim. Warto zauważyć, że jest to nieco potoczne wyrażenie, które może być używane w sytuacjach, gdy ktoś chce się zmierzyć z trudnym zadaniem lub wyzwaniem, często w obecności osoby odpowiedzialnej za nadzór lub ocenę wyników."|"Tłumaczenie tego zdania na język polski brzmi: ""Wbijaj tam! Chcesz pęknąć, to pękaj z szefem.""

To dosyć potoczne i nieformalne wyrażenie, które może być używane w sytuacji, gdy ktoś jest zachęcany lub namawiany do podjęcia ryzyka lub wyzwania. Może też oznaczać, że dana osoba jest gotowa wspierać kogoś w trudnej sytuacji lub pomagać mu przezwyciężyć przeszkody."|Wejdź tam! Chcesz pęknąć, zrób to z szefem.|"""Wejdź tam! Jeśli chcesz pęknąć, zrób to z szefem."""|Wejdź tam! Jeśli chcesz pęknąć, zrób to z szefem.|"Oto tłumaczenie tego zdania na język polski:

""Wchodź tam! Chcesz pęknąć, zrób to z szefem.""

To zdanie jest nieco kolokwialne i może być użyte w kontekście zachęcania kogoś do wykonania trudnego lub ryzykownego zadania. Można je interpretować jako sugestię, że dana osoba powinna spróbować swoich sił w czymś trudnym, a obecność szefa (lub lidera) może dodać jej odwagi lub motywacji."|Wejdź tam! Chcesz pęknąć, zrób to z szefem.
I'll make sure that madman don't run at the giant all alone.|A ja się upewnię, że ten wariat nie porwie się sam na giganta.|"""Upewnię się, że ten szaleniec nie będzie samotnie gonił olbrzyma."""|"Tłumaczenie tego zdania na język polski brzmi:

""Upewnię się, że szaleniec nie będzie sam gonił olbrzyma.""

To zdanie pochodzi z angielskiego i zawiera kilka elementów charakterystycznych dla tego języka:

1. ""I'll make sure"" - w języku polskim często używamy formy ""upewnię się"", aby wyrazić podobne znaczenie.
2. ""madman"" - tłumaczymy to jako ""szaleniec"".
3. ""don't run"" - w tym kontekście lepiej pasuje forma ""nie będzie gonił"", ponieważ odnosi się do przyszłości.
4. ""at the giant"" - w języku polskim użyjemy raczej ""olbrzyma"", a nie ""giant"".
5. ""all alone"" - tłumaczymy to jako ""sam"".

Warto zauważyć, że to zdanie może być użyte w różnych kontekstach, na przykład w opowiadaniu fantasy lub w sytuacji, gdy ktoś próbuje powstrzymać osobę przed niebezpiecznym działaniem."|Upewnię się, że szaleniec nie będzie sam gonił olbrzyma.|"""Upewnię się, że szaleniec nie będzie gonił olbrzyma całkiem sam."""|Upewnię się, że ten szaleniec nie będzie sam gonił olbrzyma.|"Przetłumaczone zdanie na język polski brzmi:

""Upewnię się, że szaleniec nie będzie sam gonił olbrzyma.""

To tłumaczenie zachowuje sens oryginalnego zdania w języku angielskim, choć może być postrzegane jako nieco kolokwialne lub humorystyczne. W zależności od kontekstu i stylu, można rozważyć inne warianty tłumaczenia, takie jak:

""Dopilnuję, żeby szalony człowiek nie ścigał olbrzyma zupełnie sam.""

lub

""Sprawdzę, czy ten obłąkany mężczyzna nie próbuje samotnie gonić giganta.""

Warto pamiętać, że tłumaczenie idiomatycznych wyrażeń często wymaga pewnej kreatywności i dostosowania do norm językowych docelowego języka."|Upewnię się, że szaleniec nie będzie gonił olbrzyma całkiem sam.
Old castle's haunted, methinks…|A w zamku to chyba straszy...|"""Stary zamek jest nawiedzony, myślę...""

To tłumaczenie odnosi się do cytatu w języku angielskim ""Old castle's haunted, methinks…"", który został przetłumaczony na język polski. Cytat ten pochodzi z sztuki Williama Szekspira ""Hamlet"". W oryginalnym kontekście Hamlet mówi te słowa do Horacja, komentując dziwne wydarzenia i widma, które pojawiają się w zamku."|"""Stary zamek jest nawiedzony, tak mi się wydaje...""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, które wyraża przypuszczenie lub domysł mówiącego co do stanu starego zamku. W języku polskim użyto zwrotu ""tak mi się wydaje"", który odpowiada angielskiemu ""methinks""."|Stary zamek jest nawiedzony, myślę...|"""Stary zamek jest nawiedzony, myślę..."""|Stary zamek jest nawiedzony, myślę...|"""Stary zamek jest nawiedzony, myślę...""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim. Warto zauważyć, że ""methinks"" to archaiczne wyrażenie oznaczające ""myślę"", które zostało przetłumaczone jako ""myślę"". Całe zdanie sugeruje, że mówiący uważa, iż stary zamek jest nawiedzony przez duchy lub inne nadprzyrodzone istoty."|Stary zamek jest nawiedzony, myślę...
I shall scour the palace library for something, anything that might help us determine who… or what the creature Skjall saw is.|Spróbuję znaleźć w pałacowej bibliotece coś, co pomoże nam odgadnąć, kim... albo czym jest brzydal, którego widział Skjall.|"""Przeszukam bibliotekę pałacową w poszukiwaniu czegoś, czegokolwiek, co mogłoby nam pomóc ustalić, kim... lub czym jest stworzenie, które zobaczył Skjall."""|"Tłumaczenie na język polski:

""Przeszukam bibliotekę pałacową w poszukiwaniu czegoś, czegokolwiek, co mogłoby nam pomóc ustalić, kim... lub czym jest stworzenie, które widział Skjall.""

To tłumaczenie zachowuje sens i strukturę oryginalnego zdania, oddając jego znaczenie w sposób naturalny dla języka polskiego."|Przeszukam bibliotekę pałacową w poszukiwaniu czegoś, czegokolwiek, co mogłoby nam pomóc ustalić, kim... lub czym jest stworzenie, które widział Skjall.|"""Przeszukam bibliotekę pałacową w poszukiwaniu czegokolwiek, co mogłoby nam pomóc ustalić, kim... lub czym jest stworzenie, które zobaczył Skjall."""|Przeszukam bibliotekę pałacową w poszukiwaniu czegoś, czegokolwiek, co mogłoby nam pomóc ustalić, kim... lub czym jest stworzenie, które widział Skjall.|"""Przeszukam bibliotekę pałacową w poszukiwaniu czegoś, czegokolwiek, co mogłoby nam pomóc ustalić, kim... lub czym jest stworzenie, które widział Skjall."""|Przeszukam bibliotekę pałacową w poszukiwaniu czegoś, czegokolwiek, co mogłoby nam pomóc ustalić, kim... lub czym jest stworzenie, które widział Skjall.
Appreciate it if you didn't tell everybody in the Isles. They'll think I enjoy being dominated…|Tylko teraz nie rozpowiadaj o tym po Wyspach. Bo wyjdę na pantoflarza.|"""Doceniam, że nie powiedziałeś wszystkim na Wyspach. Pomyślą, że lubię być dominowana...""

To tłumaczenie z języka angielskiego na polski oddaje znaczenie oryginalnego zdania, zachowując jego subtelny ton i kontekst. Warto zauważyć, że wypowiedź ta może mieć podwójne znaczenie - dosłowne oraz metaforyczne, odnoszące się do preferencji seksualnych lub relacyjnych osoby mówiącej."|"Tłumaczenie tego zdania na język polski brzmi:

""Doceniam, że nie powiedziałeś wszystkim na Wyspach. Pomyślą, że lubię być dominowana...""

To zdanie wyraża prośbę o dyskrecję i obawę przed tym, jak mogą zostać odebrane pewne informacje przez osoby postronne."|Doceniam to, że nie powiedziałeś wszystkim na Wyspach. Pomyślą, że lubię być zdominowany...|"""Doceniam, jeśli nie powiesz wszystkim na Wyspach. Pomyślą, że lubię być dominowany..."""|doceniam, że nikomu na Wyspach nie powiedziałeś. Pomyślą, że lubię być zdominowany...|"Tłumaczenie tego zdania na język polski brzmi:

""Doceniam, jeśli nie powiedziałeś wszystkim na Wyspach. Pomyślą, że lubię być dominowany...""

To zdanie wyraża prośbę o dyskrecję i obawę przed tym, jak mogą zareagować inni ludzie na pewne informacje."|Doceniam, jeśli nikomu na Wyspach nie powiedziałeś. Pomyślą, że lubię być dominowany...
Jarl was cock sure he'd win, so he mocked Ulle, ridiculed him till all in the stands were cryin' with laughter. Finally, he raised his arms in triumph. And that's when Ulle, who couldn't take it no more, stuck a dagger in his back.|Jarl był pewny wygranej, więc kpił z Ulle, wyśmiewał go tak, że cała publiczność ryczała ze śmiechu. Kiedy wreszcie podniósł ręce w triumfie, Ulle nie wytrzymał i wbił mu sztylet w plecy.|"""Jarl był tak pewny siebie, że wygra, iż drwił z Ullego, wyśmiewał go do tego stopnia, że wszyscy widzowie na trybunach płakali ze śmiechu. W końcu podniósł ręce w geście triumfu. I właśnie wtedy Ulle, który nie mógł już tego znieść, wbił mu nóż w plecy.""

To tłumaczenie oddaje sens oryginalnego tekstu w języku angielskim, przekazując główne elementy fabuły i emocje postaci w sposób zrozumiały dla polskiego czytelnika."|"Tłumaczenie tego fragmentu na język polski brzmi następująco:

""Jarl był pewien jak w banku, że wygra, więc zaczął szydzić z Ullego, wyśmiewać go tak bardzo, że cała widownia pękała ze śmiechu. W końcu podniósł ręce w geście triumfu. I wtedy Ulle, który już nie mógł tego znieść, wbił mu nóż w plecy.""

To tłumaczenie oddaje sens oryginalnego tekstu, uwzględniając kontekst i emocje opisane w zdaniach."|Jarl był pewien, że wygra, więc kpił z Ullego, wyśmiewał go, aż wszyscy na trybunach płakali ze śmiechu. W końcu podniósł ręce w geście triumfu. I wtedy Ulle, który już nie mógł tego znieść, wbił mu nóż w plecy.|"""Jarl był tak pewny siebie, że wygra, że drwił z Ullego, wyśmiewał go, dopóki wszyscy na trybunach nie zaczęli się śmiać do łez. W końcu podniósł ręce w geście triumfu. I właśnie wtedy Ulle, który już nie mógł tego znieść, wbił mu nóż w plecy."""|Jarl był pewien jak w banku, że wygra, więc kpił z Ullego, wyśmiewał go tak bardzo, że cała widownia pękała ze śmiechu. W końcu podniósł ręce w geście triumfu. A wtedy Ulle, który już nie mógł tego znieść, wbił mu nóż w plecy.|"Oto tłumaczenie tego zdania na język polski:

""Jarl był pewien jak w banku, że wygra, więc drwił z Ullego, wyśmiewał go tak bardzo, że cała widownia pękała ze śmiechu. W końcu uniósł ręce w geście triumfu. I wtedy Ulle, który już nie mógł tego znieść, wbił mu nóż w plecy.""

To tłumaczenie oddaje sens oryginalnego zdania, uwzględniając specyficzny styl i kontekst kulturowy. Zwróć uwagę, że użyte zostały potoczne zwroty i kolokwializmy, aby lepiej oddać atmosferę opisywanej sceny."|Jarl był pewien, że wygra, więc drwił z Ullego, wyśmiewał go tak bardzo, że cała widownia pękała ze śmiechu. W końcu uniósł ręce w geście triumfu. A wtedy Ulle, który już nie mógł tego znieść, wbił mu nóż w plecy.
What do you have on offer?|Pokaż mi swoje towary.|"""Co masz w ofercie?""

To tłumaczenie odzwierciedla znaczenie oryginalnego angielskiego zdania, które pyta o dostępne produkty lub usługi. W języku polskim można użyć różnych formuł, takich jak ""Co macie w asortymencie?"", ""Jakie produkty/usługi oferujecie?"" czy po prostu ""Co jest dostępne?"". Wybór konkretnej formy zależy od kontekstu i stylu komunikacji."|"Tłumaczenie tego zdania na język polski brzmi:

""Co masz w ofercie?""

To pytanie jest często używane w kontekście biznesowym lub handlowym, gdy ktoś chce dowiedzieć się o dostępnych produktach lub usługach. Może być również stosowane w szerszym znaczeniu, aby zapytać o możliwości lub opcje, które są dostępne w danym miejscu lub sytuacji."|Co masz w ofercie?|"""Co masz w ofercie?"""|Co masz w ofercie?|"Oto tłumaczenie podanego zdania na język polski:

""Co masz w ofercie?""

To pytanie jest często używane w kontekście biznesowym lub handlowym, gdy ktoś chce dowiedzieć się o dostępnych produktach lub usługach. Może być zadawane sprzedawcy, agentowi nieruchomości, pracodawcy itp. W zależności od sytuacji, może również oznaczać propozycję lub sugestię czegoś."|Co masz w ofercie?
Yeah, a whole lot.|Tak... Sporo przeszłam.|"Tak, całkiem sporo.

To tłumaczenie odzwierciedla znaczenie oryginalnego angielskiego wyrażenia ""Yeah, a whole lot"" w kontekście potwierdzenia lub wyrażenia zgody na coś, sugerując, że dana osoba uważa, iż jest to istotne lub znaczące. W języku polskim może być użyte w podobnych sytuacjach, aby wyrazić aprobatę lub zgodę."|"Tłumaczenie wyrażenia ""Yeah, a whole lot"" na język polski to ""Tak, całkiem sporo.""

To wyrażenie jest często używane w mowie potocznej jako odpowiedź na pytanie lub komentarz, aby wyrazić zgodę i podkreślić znaczącą ilość lub stopień czegoś. Może być użyte w różnych kontekstach, na przykład:

- W rozmowie o liczbie osób na imprezie: ""Ile ludzi przyszło?"" - ""Tak, całkiem sporo.""
- Jako reakcja na pochwałę: ""Twoje zdjęcia są świetne!"" - ""Tak, całkiem sporo.""
- W odniesieniu do czasu trwania jakiegoś wydarzenia: ""Jak długo to trwało?"" - ""Tak, całkiem sporo.""

Warto zauważyć, że tłumaczenie może nie oddawać dokładnie intonacji i kontekstu oryginalnego wyrażenia, ale stara się je najlepiej odzwierciedlić w języku polskim."|Tak, całkiem sporo.|Tak, całkiem sporo.|Tak, całkiem sporo.|"Tak, całkiem sporo.

To tłumaczenie oddaje potoczny charakter wypowiedzi i jej nieformalne znaczenie. W języku angielskim ""Yeah"" jest często używane jako potwierdzenie lub zgoda, a ""a whole lot"" oznacza coś większego niż zwykła ilość lub liczba. W kontekście codziennej rozmowy, to zdanie może być użyte do wyrażenia zgody lub potwierdzenia, że dana sytuacja ma miejsce w dużym stopniu."|Tak, całkiem sporo.
