en_text|pl_text|bielik_prompt0_translation|bielik_prompt1_translation|bielik_prompt2_translation|bielik_prompt3_translation|bielik_prompt4_translation|bielik_prompt5_translation|bielik_prompt6_translation
They say the Nilfgaardian fleet's en route. Matter of days.|Ponoć za kilka dni będziemy się witać z nilfgaardzką flotą.|"""Mówią, że flota nilfgaardzka jest w drodze. Kwestia dni.""

To tłumaczenie zachowuje oryginalny styl i ton tej krótkiej wypowiedzi, która wydaje się być fragmentem dialogu lub narracji z książki Andrzeja Sapkowskiego ""Wiedźmin"". Warto zauważyć, że w języku polskim często używamy myślników do oddania cytatów, podczas gdy w języku angielskim stosuje się cudzysłowy."|"""Mówią, że flota nilfgaardzka jest w drodze. Kwestia dni."""|Mówią, że flota nilfgaardzka jest w drodze. Kwestia dni.|"""Mówią, że flota nilfgaardzka jest w drodze. Kwestia dni."""|Mówią, że flota nilfgaardzka jest w drodze. Kwestia dni.|"Oto tłumaczenie tego zdania na język polski:

""Mówią, że flota nilfgaardzka jest w drodze. Kwestia dni.""

To zdanie pochodzi z serii ""Wiedźmin"" Andrzeja Sapkowskiego i odnosi się do fikcyjnego konfliktu między Imperium Nilfgaard a królestwami Północy. W tym kontekście, ""mówią"" oznacza pogłoski lub plotki, które rozprzestrzeniły się wśród ludności. ""Flota nilfgaardzka"" to potężna marynarka wojenna Nilfgaardu, która ma zaatakować krainy Północy. ""Kwestia dni"" sugeruje, że atak nastąpi bardzo szybko, w ciągu najbliższych kilku dni."|Mówią, że flota nilfgaardzka jest w drodze. Kwestia dni.
I can use it to locate the other half. To within a dozen yards.|Mogę zlokalizować drugą część. Z dokładnością do kilkunastu metrów.|"""Mogę tego użyć, aby zlokalizować drugą połowę. Z dokładnością do około dwunastu jardów.""

To zdanie w języku angielskim sugeruje, że ktoś ma narzędzie lub metodę, która pozwala mu precyzyjnie określić położenie czegoś lub kogoś w odległości nie większej niż około 11 metrów (12 jardów). W kontekście sportowym, takim jak futbol amerykański, mogłoby to oznaczać umiejętność celnego rzucania piłki na określoną odległość."|"Tłumaczenie na język polski: ""Mogę tego użyć, aby zlokalizować drugą połowę. Z dokładnością do kilkunastu jardów.""

Warto zauważyć, że w tym kontekście ""drugiej połowy"" może odnosić się do osoby lub przedmiotu, który jest poszukiwany, a ""kilkanaście jardów"" (około 11 metrów) oznacza stosunkowo niewielki obszar, w którym ta druga połowa może być znaleziona."|Mogę tego użyć do zlokalizowania drugiej połowy. W odległości kilkunastu jardów.|"""Mogę go użyć do zlokalizowania drugiej połowy. Z dokładnością do kilkunastu metrów."""|Mogę tego użyć do zlokalizowania drugiej połowy. Z dokładnością do kilkunastu jardów.|"Mogę tego użyć, aby zlokalizować drugą połowę. Z dokładnością do kilkunastu jardów.

Warto zauważyć, że w tym kontekście ""other half"" może odnosić się do czegoś innego niż dosłownie druga połowa ciała lub obiektu. W zależności od kontekstu, może chodzić o inną część, osobę lub przedmiot. ""To within a dozen yards"" oznacza ""z dokładnością do kilkunastu jardów"", gdzie jeden jard to około 0,914 metra."|Mogę tego użyć, aby zlokalizować drugą połowę. W odległości dwunastu jardów.
You fear nothin', boy? You? You pissed your trousers when lightnin' struck the tree by our home!|Ty się niczego nie boisz? Ty? Zeszczałeś się w gacie, jak piorun uderzył w drzewo koło domu!|"""Nie boisz się niczego, chłopcze? Ty? Sikałeś w spodnie, kiedy piorun uderzył w drzewo obok naszego domu!""

To tłumaczenie oddaje ducha oryginalnego zdania, zachowując jego potoczny i emocjonalny charakter. Warto zauważyć, że w języku polskim nie ma dokładnego odpowiednika wyrażenia ""pissed your trousers"", ale ""sikałeś w spodnie"" jest najbliższym odpowiednikiem, który przekazuje sens tej frazy."|"Tłumaczenie tego zdania na język polski brzmi:

""Niczego się nie boisz, chłopcze? Ty? Sikałeś w spodnie ze strachu, kiedy piorun uderzył w drzewo przy naszym domu!""

To zdanie jest wyrażeniem złości lub sarkazmu wobec osoby, która twierdzi, że niczego się nie boi, mimo że w przeszłości okazała strach w obliczu niebezpiecznej sytuacji."|Niczego się nie boisz, chłopcze? Ty? Posikałeś się w spodnie, kiedy piorun uderzył w drzewo przy naszym domu!|"""Nie boisz się niczego, chłopcze? Ty? Sikałeś w spodnie, kiedy piorun uderzył w drzewo obok naszego domu!"""|Nie boisz się niczego, chłopcze? Ty? Sikałeś w spodnie, kiedy piorun uderzył w drzewo przy naszym domu!|"Przetłumaczone zdanie na język polski:

""Niczego się nie boisz, chłopcze? Ty? Ty zsikałeś się w spodnie, kiedy piorun uderzył w drzewo przy naszym domu!""

To zdanie jest dosłownym tłumaczeniem oryginalnego tekstu angielskiego. Warto zauważyć, że w języku polskim można by to wyrazić bardziej delikatnie lub używając innych sformułowań, ale to tłumaczenie dokładnie oddaje sens i ton oryginału."|Niczego się nie boisz, chłopcze? Ty? Ty zsikałeś się w spodnie, kiedy piorun uderzył w drzewo przy naszym domu!
Nothing's ever easy with specters.|Z upiorami nigdy nie jest prosto.|"""Nic nigdy nie jest łatwe ze zjawami.""

To tłumaczenie oddaje oryginalne znaczenie angielskiego zdania, zachowując jego sens i strukturę gramatyczną w języku polskim."|"Tłumaczenie tego zdania na język polski brzmi: ""Nigdy nie jest łatwo z widmami.""

To tłumaczenie oddaje sens oryginalnego angielskiego wyrażenia, które sugeruje, że obecność lub wpływ czegoś niematerialnego, trudnego do uchwycenia (widma) często komplikuje sytuację lub sprawia, że coś staje się bardziej skomplikowane. Widma mogą symbolizować różne trudności, problemy lub wyzwania, z którymi ludzie muszą się mierzyć w swoim życiu."|Nic nigdy nie jest łatwe ze zjawami.|"""Nic nigdy nie jest proste ze zjawami."""|Nic nigdy nie jest proste z widmami.|Nic nigdy nie jest łatwe z widmami.|Nic nigdy nie jest łatwe ze zjawami.
Look, there they are.|O, zobacz, tam są.|"""Popatrz, tam są.""

To tłumaczenie odnosi się do zdania ""Look, there they are,"" które w języku angielskim jest używane do zwrócenia uwagi kogoś na jakieś osoby lub przedmioty. W języku polskim najbliższym odpowiednikiem tego wyrażenia jest ""Popatrz, tam są."" Może być ono użyte w podobnych sytuacjach, gdy chcemy przyciągnąć czyjąś uwagę na coś, co znajduje się w oddali lub jest trudne do zauważenia."|"Tłumaczenie zdania ""Look, there they are."" na język polski brzmi:

""Popatrz, tam są.""

To proste zdanie wskazujące na obecność kogoś lub czegoś w określonym miejscu. Może być używane w różnych kontekstach, aby zwrócić uwagę rozmówcy na coś, co jest widoczne lub znajduje się w pobliżu."|Popatrz, tam są.|"""Oto oni."""|Patrz, tam są.|"Oto tłumaczenie podanego zdania na język polski:

""Popatrz, tam są.""

To proste zdanie w języku angielskim można przetłumaczyć na polski jako ""Popatrz, tam są"", co jest bezpośrednim odpowiednikiem i zachowuje znaczenie oryginalnego wyrażenia. Zdanie to może być używane w różnych kontekstach, aby zwrócić uwagę rozmówcy na jakieś osoby lub przedmioty znajdujące się w określonym miejscu."|Popatrz, tam są.
Don't know, don't ask. Food suits me, suits me crew…|Nie wiem, nie pytam, drużynie smakuje.|"""Nie wiem, nie pytaj. Jedzenie mi pasuje, moja załoga też je lubi...""

To tłumaczenie próbuje oddać ducha oryginalnego tekstu, który wydaje się być fragmentem piosenki lub refrenu. Tekst ten jest często kojarzony z pirackimi pieśniami i opowieściami o morzu, co sugeruje, że mówi o jedzeniu i towarzystwie na statku lub podczas przygód morskich. Warto zauważyć, że dokładne znaczenie i kontekst mogą się różnić w zależności od całości utworu, do którego należy ten fragment."|"Tłumaczenie na język polski: ""Nie wiem, nie pytaj. Jedzenie mi pasuje, moja załoga też je lubi...""

To tłumaczenie oddaje sens oryginalnego zdania, które wydaje się być fragmentem piosenki lub powiedzenia. Zdanie to sugeruje, że osoba mówiąca nie jest pewna pochodzenia jedzenia lub jego składników, ale stwierdza, że jej organizm dobrze je toleruje oraz że smakuje ono całej jej załodze (prawdopodobnie grupie przyjaciół lub współpracowników)."|Nie wiem, nie pytaj. Jedzenie mi pasuje, mojej załodze też...|"""Nie wiem, nie pytaj. Jedzenie mi odpowiada, mojej załodze też..."""|Nie wiem, nie pytaj. Jedzenie mi pasuje, mojej załodze też...|"Oto tłumaczenie podanego zdania na język polski:

""Nie wiem, nie pytaj. Jedzenie mi pasuje, pasuje mojej załodze...""

To zdanie wydaje się być fragmentem piosenki lub dialogu, ponieważ zawiera elementy slangu i potocznego języka. Może pochodzić z kontekstu morskiego lub wojskowego, gdzie ""crew"" oznacza załogę statku lub grupę ludzi pracujących razem."|Nie wiem, nie pytaj. Jedzenie mi pasuje, pasuje mojej załodze...
Oooh, not even Uroboros can do that… At best, he'd sooner take you to join her.|Ooo, tego i sam Uroboros nie potrafi... Co najwyżej ciebie prędzej do Aldis zabierze.|"""Och, nawet Uroboros nie może tego zrobić... W najlepszym wypadku szybciej zaprowadzi cię, byś dołączył do niej.""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego metaforyczny charakter i odniesienie do mitologicznego stworzenia - Uroborosa."|"Tłumaczenie na język polski: ""Och, nawet Uroburos tego nie potrafi... Najwyżej wolałby cię zabrać, żebyś dołączył do niej.""

Warto zauważyć, że w tym zdaniu ""Uroburos"" odnosi się do mitycznego stworzenia o kształcie węża pożerającego własny ogon. W kontekście tego zdania, wydaje się być użyty jako metafora lub imię własne dla jakiegoś istotnego elementu fabuły lub postaci."|Ach, nawet Uroboros nie może tego zrobić... W najlepszym razie wolałby cię zabrać, żebyś dołączył do niej.|"""Och, nawet Uroboros tego nie potrafi... Najwyżej zabierze cię, byś dołączył do niej."""|Ach, nawet Uroboros tego nie potrafi... W najlepszym wypadku raczej zabierze cię, byś dołączył do niej.|"Och, nawet Uroburos tego nie potrafi... W najlepszym wypadku raczej zabierze cię, żebyś się do niej przyłączył.

To tłumaczenie uwzględnia kontekst mitologiczny i metaforyczny zawarty w oryginalnym zdaniu. ""Uroborus"" odnosi się do mitycznego stworzenia przedstawianego jako wąż pożerający własny ogon, symbolizującego cykliczność i wieczność. Zdanie sugeruje, że dana sytuacja jest tak trudna lub skomplikowana, że nawet istota o nadprzyrodzonych możliwościach jak Uroborus nie byłaby w stanie jej rozwiązać. Dodatkowo, fraza ""rather zabierze cię, żebyś się do niej przyłączył"" wskazuje na ironię lub sarkazm wobec propozycji współpracy lub przyłączenia się do kogoś/czegoś."|Ach, nawet Uroboros tego nie potrafi... W najlepszym razie wolałby cię zabrać, żebyś dołączył do niej.
Serious enough for Udalryk to break a sacred law here in Skellige - he openly questioned his father's decision.|Na tyle poważna, że Udalryk złamał święte prawo Skellige – głośno sprzeciwił się woli ojca.|"""Na tyle poważne, że Udalryk mógł złamać święte prawo tu, w Skellige - otwarcie kwestionował decyzję swojego ojca."""|"Tłumaczenie na język polski:

""Na tyle poważne, że Udalryk zdecydował się tu w Skellige złamać święte prawo - otwarcie zakwestionował decyzję swojego ojca.""

To zdanie wydaje się odnosić do postaci z gry ""Wiedźmin"", prawdopodobnie chodzi o Udalryka z Reevensburga, który jest jednym z ważnych bohaterów w tej serii. Zdanie sugeruje, że sytuacja była na tyle istotna i kontrowersyjna, że Udalryk zdecydował się sprzeciwić tradycji lub prawu obowiązującemu w Skellige, co jest niezwykłe, ponieważ zazwyczaj szanuje on lokalne zwyczaje i przestrzega prawa. Otwarty sprzeciw wobec decyzji jego ojca wskazuje na powagę sytuacji i potencjalny konflikt między lojalnością rodzinną a poszanowaniem kultury miejscowej."|Poważne na tyle, że Udalryk złamał tutaj w Skellige święte prawo - otwarcie kwestionował decyzję swojego ojca.|"""Na tyle poważne, by Udalryk złamał święte prawo tu w Skellige - otwarcie kwestionował decyzję swojego ojca."""|Poważne na tyle, że Udalryk złamał tutaj w Skellige święte prawo - otwarcie kwestionował decyzję swojego ojca.|"Tłumaczenie zdania na język polski:

""Poważne na tyle, by Udalryk złamał tu w Skellige święte prawo - otwarcie kwestionował decyzję swojego ojca.""

To zdanie wydaje się pochodzić z kontekstu fabularnego lub literackiego, ponieważ zawiera imię ""Udalryk"", które nie jest powszechnie używane w codziennym języku polskim. Ponadto, odniesienia do ""świętego prawa"" i ""Skellige"" sugerują, że może to być fragment opowieści fantasy lub gry komputerowej."|Poważne na tyle, by Udalryk złamał tu w Skellige święte prawo - otwarcie kwestionował decyzję swojego ojca.
What do I do to complete the Path of Warriors? Remind me.|Przypomnij mi, co trzeba zrobić, żeby zakończyć próbę na szlaku wojowników?|"""Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.""

To zdanie zostało przetłumaczone dosłownie z języka angielskiego na polski. Zwróć uwagę, że w języku polskim często używamy cudzysłowów dla wyrażeń lub cytatów, podobnie jak w oryginalnym tekście angielskim."|"Tłumaczenie na język polski:

""Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.""

To zdanie jest tłumaczeniem dosłownym i oddaje znaczenie oryginalnego tekstu w języku angielskim."|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|"""Co muszę zrobić, aby ukończyć Ścieżkę Wojowników?"""|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|"Oto tłumaczenie tego zdania na język polski:

""Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.""

To zdanie zostało przetłumaczone dosłownie i zachowuje znaczenie oryginału. Warto zauważyć, że w języku polskim często używamy bardziej formalnego tonu niż w języku angielskim, dlatego ""przypomnij mi"" brzmi bardziej naturalnie niż bezpośrednie ""remind me""."|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.
Farewell.|Bywaj.|"""Farewell"" w języku polskim tłumaczy się jako ""Pożegnanie"" lub ""Do widzenia"".

W zależności od kontekstu i sytuacji, można użyć różnych form pożegnania:

1. Formalne: ""Żegnam"", ""Dziękuję za spotkanie/rozmowę"", ""Do widzenia"".
2. Nieformalne: ""Cześć"", ""Trzymaj się"", ""Pa!"".
3. W liście lub e-mailu: ""Z wyrazami szacunku"", ""Serdecznie pozdrawiam"".

Wybór odpowiedniej formy zależy od relacji między osobami oraz okoliczności pożegnania."|"Tłumaczenie wyrażenia ""Farewell"" na język polski to ""Pożegnanie"" lub w formie czasownikowej ""Żegnać się"".

Jeśli chcesz użyć tego słowa jako pozdrowienia na końcu wiadomości, możesz napisać:

""Do widzenia.""
lub
""Żegnam.""

Oba te zwroty są powszechnie używane w języku polskim jako pożegnania."|Żegnaj.|Żegnaj.|Żegnaj.|"Podane zdanie ""Farewell"" w języku angielskim tłumaczy się na język polski jako ""Pożegnanie"" lub ""Żegnaj"".

Warto zauważyć, że słowo ""farewell"" jest używane głównie w kontekście formalnym lub oficjalnym pożegnania. Może być stosowane w różnych sytuacjach, takich jak:

1. Pożegnanie przed długą podróżą
2. Odejście z pracy lub szkoły
3. Rozstanie z przyjaciółmi lub rodziną
4. W kontekście ceremonii pogrzebowej

W mowie potocznej często używa się bardziej bezpośredniego i nieformalnego ""Goodbye"", które można przetłumaczyć jako ""Do widzenia"" lub ""Cześć""."|Pożegnanie.
When'd the gods speak to you? Right after I left?|Kiedy bogowie przemówili? Zaraz jak wypłynąłem?|"""Kiedy bogowie do ciebie przemówili? Zaraz po tym, jak odszedłem?""

To tłumaczenie odzwierciedla oryginalne pytanie w języku angielskim, które zostało zacytowane. Warto zauważyć, że kontekst i znaczenie mogą się różnić w zależności od sytuacji, w której to pytanie jest zadawane lub używane w danej rozmowie."|"Tłumaczenie na język polski: ""Kiedy bogowie do ciebie przemówili? Zaraz po tym, jak odszedłem?""

To tłumaczenie zachowuje oryginalne znaczenie i strukturę zdania w języku angielskim. Warto zauważyć, że w języku polskim pytanie ""When'd"" jest często tłumaczone jako ""Kiedy"", a czasownik ""przemówić"" odnosi się do komunikacji lub wyrażenia myśli przez kogoś lub coś (w tym przypadku bogów). Dodatkowo, słowo ""bogowie"" jest użyte w liczbie mnogiej, aby oddać sens oryginalnego tekstu."|Kiedy bogowie do ciebie przemówili? Zaraz po tym, jak odszedłem?|"""Kiedy bogowie do ciebie przemówili? Zaraz po tym, jak odszedłem?"""|Kiedy bogowie do ciebie przemówili? Zaraz po tym, jak odszedłem?|Kiedy bogowie do ciebie przemówili? Zaraz po tym, jak odszedłem?|Kiedy bogowie do ciebie przemówili? Zaraz po tym, jak odszedłem?
You lot gonna help me or continue preachin'?|Pomożecie mi w końcu czy będziecie dalej rozprawiać o religii?|"""Pomożecie mi, czy będziecie dalej gadać?""

To tłumaczenie oddaje zarówno ton, jak i znaczenie oryginalnego zdania w języku angielskim. Osoba mówiąca wyraża frustrację lub niecierpliwość wobec grupy ludzi, którzy mogą jej przeszkadzać lub nie udzielać wystarczającego wsparcia."|"Tłumaczenie tego zdania na język polski brzmi: ""Pomożecie mi, czy będziecie dalej ględzić?""

To zdanie jest potoczne i może być używane w sytuacji, gdy ktoś jest zniecierpliwiony lub poirytowany ciągłym mówieniem o czymś bez konkretnych działań. W tym kontekście osoba mówiąca sugeruje, że chce przejść do czynów zamiast dalszej rozmowy lub wyjaśniania."|Wy mi pomożecie czy będziecie dalej nauczać?|"""Pomożecie mi, czy będziecie dalej nauczać?"""|Pomożecie mi czy będziecie dalej nauczać?|"""Wy tam mi pomożecie czy dalej będziecie nawracać?""

To tłumaczenie oddaje sens oryginalnego angielskiego zdania, które może być używane w sytuacji, gdy ktoś oczekuje konkretnej pomocy zamiast moralizowania lub pouczania. W języku polskim forma ""wy tam"" jest nieco potoczna i może być użyta w mowie codziennej lub nieformalnych sytuacjach."|Pomożecie mi czy będziecie dalej nauczać?
Got a different notion of honor than you folk.|Inaczej rozumiem honor, niż wy.|"""Mam inne pojęcie honoru niż wy, ludzie.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, zachowując jego znaczenie i strukturę gramatyczną. Warto zauważyć, że słowo ""folks"" (ludzie) jest użyte w liczbie mnogiej, co sugeruje, że osoba mówiąca odnosi się do grupy osób, z którymi rozmawia lub które ma na myśli."|"Tłumaczenie tego zdania na język polski brzmi: ""Mam inne pojęcie honoru niż wy, ludzie.""

To zdanie sugeruje, że mówiący ma odmienne rozumienie lub podejście do kwestii honoru w porównaniu z grupą osób, do której się zwraca. Może to wynikać z różnic kulturowych, osobistych przekonań lub doświadczeń życiowych."|Mam inne pojęcie honoru niż wy.|"""Mam inne pojęcie honoru niż wy ludzie."""|Mam inne pojęcie honoru niż wy.|"""Mam inne pojęcie honoru niż wy.""

To tłumaczenie oddaje sens oryginalnego zdania, choć może nie być dosłowne. W języku angielskim ""notion"" oznacza koncepcję lub ideę, a ""folk"" to ludzie w ogóle lub grupa osób. W tym kontekście zdanie sugeruje, że mówiący ma odmienne rozumienie honoru niż grupa, do której się zwraca."|Mam inne pojęcie honoru niż wy.
Oh, hahahah! Givin' me a true fright right now! Shat me best trousers! Put that away before you cut yourself, you cunt.|Ha, ha, ha! Aleś mnie przestraszył! Zesrałem się w spodnie! Uważaj, bo się pokaleczysz, pizdo.|"Tłumaczenie tego tekstu na język polski:

""Och, ha, ha, ha! Naprawdę mnie przestraszasz! Zesrałem się w najlepsze spodnie! Odłóż to zanim się skaleczysz, ty suko.""

Proszę pamiętać, że ten tekst zawiera wulgaryzmy i jest przeznaczony wyłącznie do celów informacyjnych. W codziennej komunikacji należy unikać takiego języka."|"Och, ha, ha, ha! Naprawdę mnie teraz przestraszyłeś! Zesrałem się w najlepsze spodnie! Odłóż to zanim sam się skaleczysz, ty sukinsynu.

Ta wypowiedź jest bardzo potoczna i zawiera wulgaryzmy. W tłumaczeniu starano się oddać jej charakter i ton, ale należy pamiętać, że niektóre sformułowania mogą być uznane za obraźliwe lub niestosowne w formalnych sytuacjach."|Och, ha, ha, ha! Przestraszyłeś mnie teraz naprawdę! Zesrałem się w najlepsze spodnie! Odłóż to zanim się skaleczysz, ty sukinsynu.|"""Och, ha, ha, ha! Dajesz mi prawdziwy powód do strachu teraz! Zsikałem się w najlepsze spodnie! Odłóż to, zanim się skaleczysz, ty sukinsynu."""|Och, ha, ha, ha! Napędziłeś mi prawdziwego stracha! Zsikałem się w najlepsze spodnie! Odłóż to zanim się skaleczysz, ty sukinsynu.|Och, ha, ha, ha! Naprawdę mnie teraz straszysz! Zesrałem się w najlepsze spodnie! Odłóż to zanim się skaleczysz, ty suko.|Och, ha, ha, ha! Napędziłeś mi prawdziwego stracha! Zesrałem się w najlepsze spodnie! Odłóż to zanim się skaleczysz, ty sukinsynu.
"Whole village laughed… ""Stupid bint Jonna, let herself be had!"" Oh no - I've not been had, nor have I forgot."|Cała wieś się śmiała... „Ale głupia ta Jona, ale się dała!”. Otóż nie, nie dała się. I nie zapomniała.|"""Cała wieś się śmiała: 'Głupia dziewczyno Jonna, dałaś się nabrać!' Nie, nie dałam się nabrać i nie zapomniałam.""

To tłumaczenie oddaje sens oryginalnego tekstu w języku angielskim. Warto zauważyć, że jest to fragment dialogu lub monologu, który może być częścią większej opowieści lub sztuki teatralnej. Tekst ten wydaje się odzwierciedlać emocje i reakcję postaci na jakieś zdarzenie lub sytuację, która mogła mieć miejsce we wsi."|"Tłumaczenie tego zdania na język polski brzmi:

""Cała wieś się śmiała... „Głupia dziewucha Jonna, dała się zrobić w konia!” O nie - nie dałam się zrobić w konia i nie zapomniałam.""

To zdanie pochodzi z powieści ""Chłopi"" Władysława Reymonta. Jest to fragment dialogu między bohaterami, który odzwierciedla ludowe przysłowie o głupiej Jonnie, która dała się oszukać. Wypowiedź ta jest pełna emocji i odnosi się do sytuacji, w której ktoś został wykorzystany lub oszukany przez innych."|"Cała wieś się śmiała... ""Głupia dziewucha Jonna, dała się złapać!"" Nie, nie dałam się złapać, ani nie zapomniałam."|"Cała wieś się śmiała: ""Głupia dziewczyno Jonna, dałaś się nabrać!"" Nie, nie dałam się nabrać ani nie zapomniałam."|Cała wieś śmiała się... „Głupia dziewucha Jonna, dała się nabrać!” Nie, nie dałam się nabrać ani nie zapomniałam.|Cała wieś się śmiała... „Głupia dziewucha Jonna, dała się nabrać!” O nie - ja nie zostałam nabrana, ani też nie zapomniałam.|Cała wieś się śmiała… „Głupia dziewucha Jonna, dała się nabrać!” Och nie - nie dałam się nabrać, ani nie zapomniałam.
Three years. Three fuckin' years, pickaxe in hand.|Trzy lata. Trzy pieprzone lata z kilofem w ręku...|"""Trzy lata. Trzy cholerne lata, kilof w ręku.""

To tłumaczenie oddaje znaczenie oryginalnego cytatu, zachowując jego emocjonalny wydźwięk i nieco potoczny język. Warto zauważyć, że słowo ""fuckin'"" zostało przetłumaczone jako ""cholerne"", co jest dość powszechnym odpowiednikiem w języku polskim dla wyrażenia frustracji lub gniewu."|"""Trzy lata. Trzy jebane lata z kilofem w ręku.""

To tłumaczenie oddaje sens oryginalnego zdania, używając potocznego i nieco wulgarnego języka, który jest typowy dla mówionego angielskiego w kontekście wyrażenia frustracji lub zmęczenia długim okresem pracy fizycznej. Warto pamiętać, że takie sformułowania mogą być odbierane jako nieodpowiednie w formalnych sytuacjach lub w rozmowie z osobami, które się dobrze nie zna."|Trzy lata. Trzy pieprzone lata, kilof w ręku.|"""Trzy lata. Trzy pieprzone lata, kilof w ręku."""|Trzy lata. Trzy jebane lata z kilofem w ręku.|"""Trzy lata. Trzy jebane lata z kilofem w ręku.""

To tłumaczenie uwzględnia potoczny i emocjonalny charakter oryginalnego zdania, używając odpowiedników wyrażeń slangowych i wulgaryzmów w języku polskim."|Trzy lata. Trzy pieprzone lata, kilof w ręku.
I believe we're on the right track. Look for anything that might contain a djinn.|Chyba mamy trop. Szukaj czegoś, w czym mogli zamknąć dżinna.|"""Myślę, że jesteśmy na właściwej drodze. Szukaj czegokolwiek, co może zawierać dżinna."""|"Tłumaczenie na język polski:

""Myślę, że jesteśmy na właściwym tropie. Szukajcie czegokolwiek, co może zawierać dżinna.""

To tłumaczenie zachowuje sens oryginalnego zdania, uwzględniając kontekst poszukiwań i odniesienie do dżinnów - istot z mitologii arabskiej."|Wierzę, że jesteśmy na właściwej drodze. Szukajcie czegokolwiek, co może zawierać dżinna.|"""Myślę, że jesteśmy na właściwej drodze. Szukaj czegokolwiek, co może zawierać dżinna."""|Wierzę, że jesteśmy na właściwej drodze. Szukajcie czegokolwiek, co może zawierać dżinna.|"""Myślę, że jesteśmy na właściwej drodze. Szukaj czegokolwiek, co może zawierać dżinna.""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, zachowując jego strukturę i intencję. Warto zauważyć, że słowo ""djinn"" zostało zapisane jako ""dżinn"", co jest powszechnie używaną formą tego terminu w języku polskim."|Wierzę, że jesteśmy na właściwej drodze. Szukaj czegokolwiek, co może zawierać dżinna.
Foreigners and their fancies… Fine, show me what you want.|Obcy i ich smaki... No dobra, pokaż, o co chodzi.|"""Cudzoziemcy i ich zachcianki... No dobrze, pokażcie mi, czego chcecie.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, uwzględniając kontekst kulturowy i emocjonalny wypowiedzi. Warto zauważyć, że ton tej wypowiedzi może być interpretowany jako lekko sarkastyczny lub poirytowany, ale jednocześnie wyrażający gotowość do spełnienia oczekiwań rozmówców."|"Tłumaczenie tego zdania na język polski brzmi:

""Cudzoziemcy i ich zachcianki... No dobrze, pokażcie mi, czego chcecie.""

To zdanie wydaje się być fragmentem dialogu lub narracji, w której ktoś odnosi się do cudzoziemców i ich pragnień lub oczekiwań. Odpowiedź ""No dobrze, pokażcie mi, czego chcecie"" sugeruje gotowość do spełnienia tych oczekiwań lub zaspokojenia ich potrzeb."|Cudzoziemcy i ich zachcianki… Dobrze, pokażcie mi, czego chcecie.|"""Cudzoziemcy i ich zachcianki… Dobrze, pokażcie mi, czego chcecie."""|Cudzoziemcy i ich zachcianki... No dobrze, pokażcie mi czego chcecie.|"Oto tłumaczenie podanego zdania na język polski:

""Cudzoziemcy i ich zachcianki... No dobrze, pokażcie mi czego chcecie.""

To tłumaczenie stara się oddać sens oryginalnego zdania w języku angielskim, uwzględniając kontekst kulturowy i idiomatyczny. Warto zauważyć, że w języku polskim nie ma dokładnego odpowiednika wyrażenia ""fancies"", które może oznaczać zarówno kaprysy, jak i upodobania czy zainteresowania. W tym kontekście użyłem słowa ""zachcianki"", które najlepiej oddaje to znaczenie."|Cudzoziemcy i ich zachcianki... No dobrze, pokażcie mi, czego chcecie.
We're looking for Ciri. Ashen hair, green eyes… Have you seen her?|Szukamy Ciri. Szare włosy, zielone oczy. Co się z nią stało?|"""Szukamy Ciri. Popielate włosy, zielone oczy... Czy widziałeś ją?""

To tłumaczenie oddaje oryginalny tekst, który jest dialogiem między postaciami w grze ""Wiedźmin"". W tym kontekście, osoba mówiąca pyta innego bohatera, czy widział Ciri, opisując jej charakterystyczne cechy wyglądu."|"Tłumaczenie tego zdania na język polski brzmi następująco:

""Szukamy Ciri. Włosy popielate, oczy zielone... Czy widziałeś ją?""

To zdanie jest fragmentem dialogu z gry komputerowej ""Wiedźmin"", w której głównym bohaterem jest Geralt z Rivii, a Ciri to jedna z kluczowych postaci. Zdanie to odnosi się do poszukiwań Ciri przez Geralta i innych bohaterów gry."|Szukamy Ciri. Popielate włosy, zielone oczy... Czy widziałeś ją?|"""Szukamy Ciri. Popielate włosy, zielone oczy... Czy ją widziałeś?"""|Szukamy Ciri. Popielate włosy, zielone oczy... Czy widziałeś ją?|"Szukamy Ciri. Włosy białe jak popiół, oczy zielone... Czy widziałeś ją?

To zdanie w języku polskim brzmi: ""Szukamy Ciri. Włosy białe jak popiół, oczy zielone... Czy widziałeś ją?"" Jest to tłumaczenie dosłowne i oddaje znaczenie oryginalnego zdania w języku angielskim."|Szukamy Ciri. Popielate włosy, zielone oczy... Czy widziałeś ją?
