en_text,pl_text,result_one_shot,translation_one_shot,result_three_shot,translation_three_shot,chrf_translation_one_shot,bleu_translation_one_shot,bertscore_translation_one_shot,comet_translation_one_shot,chrf_translation_three_shot,bleu_translation_three_shot,bertscore_translation_three_shot,comet_translation_three_shot
Just had to stop by that damned tavern…,Zachciało mi się pójść do tawerny...,"Zdanie po angielsku: Just had to stop by that damn tavern...

Tłumaczenie: [Musiałem zajrzeć do tej przeklętej karczmy...]",Musiałem zajrzeć do tej przeklętej karczmy...,Tłumaczenie: [Musiałem zajrzeć do tej przeklętej karczmy...],Musiałem zajrzeć do tej przeklętej karczmy...,0.19766626307839522,0.040824829046386304,0.7758253812789917,0.8056332468986511,0.19766626307839522,0.040824829046386304,0.7758253812789917,0.8056332468986511
"Aye, and now you're the Jailrat of Arinbjorn. You don't scare me.",A teraz jesteś Więźniem z Arinbjorn. Nie próbuj mnie nastraszyć.,"Zdanie po angielsku: Aye, and now you're the Jailrat of Arinbjorn. You don't scare me.

Tłumaczenie: [Tak, a teraz jesteś Jailratem z Arinbjorn. Nie boję się ciebie.]","Tak, a teraz jesteś Jailratem z Arinbjorn. Nie boję się ciebie.","Tłumaczenie: [Tak, a teraz jesteś Szeryfem Arinbjorna. Nie boję się ciebie.]","Tak, a teraz jesteś Szeryfem Arinbjorna. Nie boję się ciebie.",0.4708921900731154,0.11731175160264001,0.8477934002876282,0.7121663093566895,0.38083629264353586,0.04939382737115371,0.8421377539634705,0.7214372754096985
"Let's meet in Larvik, at the warriors' hall. We'll speak there.","Spotkajmy się w Larvik, w halli wojowników. Tam porozmawiamy.","Zdanie po angielsku: Let's meet in Larvik, at the warriors' hall. We'll speak there.

Tłumaczenie: [Spotkajmy się w Larviku, w sali wojowników. Tam porozmawiamy.]","Spotkajmy się w Larviku, w sali wojowników. Tam porozmawiamy.","Tłumaczenie: [Spotkajmy się w Larviku, w sali wojowników. Tam porozmawiamy.]","Spotkajmy się w Larviku, w sali wojowników. Tam porozmawiamy.",0.8660132282230745,0.20744432576282615,0.9723374247550964,0.9513081312179565,0.8660132282230745,0.20744432576282615,0.9723374247550964,0.9513081312179565
This it?,To chyba to?,"Zdanie po angielsku: This it?

Tłumaczenie: [To jest to?]",To jest to?,"To zdanie po angielsku: ""This it?""

Tłumaczenie na język polski: [Czy to jest to?]",Czy to jest to?,0.16145190586948524,0.13512001548070346,0.7942685484886169,0.9510622620582581,0.13825643371523236,0.08034284189446518,0.7535547614097595,0.9100869297981262
A day like today - 'tis a rare thing.,"Taki dzień, jak dziś, nie zdarza się często.","Zdanie po angielsku: A day like today - 'tis a rare thing.

Tłumaczenie: [Dzień taki jak dziś to rzadkość.]

Warto zauważyć, że to zdanie zawiera archaiczny styl i użycie słowa ""rzecz"" (thing) zostało zamienione na bardziej współczesne ""rzadkość"".",Dzień taki jak dziś to rzadkość.,Tłumaczenie: [Dzień taki jak dziś to rzadkość.],Dzień taki jak dziś to rzadkość.,0.2596367493722807,0.02925226826055808,0.7703773975372314,0.9356738924980164,0.2596367493722807,0.02925226826055808,0.7703773975372314,0.9356738924980164
"The hym's a demon, and demons are notoriously hard to fool. Plus, the trickster can't know it's a trick.","Him to demon, a te bardzo trudno podejść. Do tego oszukujący nie może wiedzieć, że oszukuje.","Zdanie po angielsku: The hym's a demon, and demons are notoriously hard to fool. Plus, the trickster can't know it's a trick.

Tłumaczenie: [Hym jest demonem, a demony są notorycznie trudne do oszukania. Dodatkowo, oszust nie może wiedzieć, że to oszustwo.]","Hym jest demonem, a demony są notorycznie trudne do oszukania. Dodatkowo, oszust nie może wiedzieć, że to oszustwo.","Tłumaczenie: [Hymn jest demonem, a demony są notorycznie trudne do oszukania. Dodatkowo, oszust nie może wiedzieć, że to oszustwo.]","Hymn jest demonem, a demony są notorycznie trudne do oszukania. Dodatkowo, oszust nie może wiedzieć, że to oszustwo.",0.42164546721930235,0.1487964117124549,0.8221943974494934,0.7607989311218262,0.4211016883533229,0.1487964117124549,0.8125119805335999,0.7341156601905823
"Stead o' dyin' in battle, as befits a warrior of his ilk!","A nie w boju, jak przystało na takiego wojownika!","Zdanie po angielsku: Stead o' dyin' in battle, as befits a warrior of his ilk!

Tłumaczenie: [Stał nieugięty w bitwie, jak przystało na wojownika jego pokroju!]","Stał nieugięty w bitwie, jak przystało na wojownika jego pokroju!","Tłumaczenie: [Umierając w bitwie, tak jak przystało wojownikowi jego pokroju!]","Umierając w bitwie, tak jak przystało wojownikowi jego pokroju!",0.5834466014021267,0.1122444464861146,0.806255042552948,0.7650721669197083,0.5095649150706473,0.056122223243057295,0.7849302291870117,0.7512472867965698
One day I'll show you how I drink.,"Kiedyś pokażę ci, jak piję.","Zdanie po angielsku: One day I'll show you how I drink.

Tłumaczenie: [Pewnego dnia pokażę ci, jak piję.]","Pewnego dnia pokażę ci, jak piję.","Oczywiście! Oto tłumaczenie podanego zdania na język polski:

Zdanie po angielsku: One day I'll show you how I drink.
Tłumaczenie: [Kiedyś pokażę ci, jak piję.]

Warto zauważyć, że w tym kontekście ""how"" odnosi się do sposobu, w jaki dana osoba wykonuje czynność picia, a nie do samego aktu picia.","Kiedyś pokażę ci, jak piję.",0.7096819173477673,0.5081327481546147,0.9373951554298401,0.9652829766273499,1.0,1.0,1.0000001192092896,0.9862697720527649
Fine. See you.,Dobrze. Do zobaczenia.,"Zdanie po angielsku: Fine. See you.

Tłumaczenie: [W porządku. Do zobaczenia.]",W porządku. Do zobaczenia.,Tłumaczenie: [Dobrze. Do widzenia.],Dobrze. Do widzenia.,0.676022517753604,0.16990442448471224,0.8775418400764465,0.9456136226654053,0.5639387909339068,0.24028114141347542,0.8904376029968262,0.9411785006523132
"No one mourns here. Tears we replace with vengeance. The women of Skellige are fertile, and we birth no cowards.","Nikt tu nie lamentuje, bo od płaczu lepsza jest zemsta. Kobiety na Skellige są płodne i nie rodzą tchórzy.","Zdanie po angielsku: No one mourns here. Tears we replace with vengeance. The women of Skellige are fertile, and we birth no cowards.

Tłumaczenie: [Nikt tu nie rozpacza. Łzy zamieniamy na zemstę. Kobiety ze Skelligów są płodne, i rodzimy żadnych tchórzy.]","Nikt tu nie rozpacza. Łzy zamieniamy na zemstę. Kobiety ze Skelligów są płodne, i rodzimy żadnych tchórzy.","[Nikt tu nie opłakuje zmarłych. Łzy zamieniamy na zemstę. Kobiety ze Skelligów są płodne, a my rodzimy wojowników, nie tchórzy.]","Nikt tu nie opłakuje zmarłych. Łzy zamieniamy na zemstę. Kobiety ze Skelligów są płodne, a my rodzimy wojowników, nie tchórzy.",0.4412831621731454,0.06467545273593547,0.848980188369751,0.7607897520065308,0.4381214272848862,0.060905111119656574,0.8040329813957214,0.811195433139801
I can help you - one of two ways.,Mogę ci pomóc. Na dwa sposoby.,"Zdanie po angielsku: I can help you - one of two ways.

Tłumaczenie: [Mogę ci pomóc - na jeden z dwóch sposobów.]",Mogę ci pomóc - na jeden z dwóch sposobów.,Tłumaczenie: [Mogę ci pomóc - na jeden z dwóch sposobów.],Mogę ci pomóc - na jeden z dwóch sposobów.,0.5372584375135734,0.050712153369465586,0.8956209421157837,0.9685862064361572,0.5372584375135734,0.050712153369465586,0.8956209421157837,0.9685862064361572
This one's waited a year. That one - three.,Ten tu czeka drugi rok. Tamten trzeci.,"Zdanie po angielsku: This one's waited a year. That one - three.

Tłumaczenie: [Ten czekał rok. Tamten - trzy.]",Ten czekał rok. Tamten - trzy.,Tłumaczenie: [Ten czekał rok. Tamten - trzy lata.],Ten czekał rok. Tamten - trzy lata.,0.41202717301037844,0.0808764862779457,0.832298755645752,0.876501202583313,0.4117617942545058,0.07730551756939454,0.8165075182914734,0.8845247030258179
I was hoping we could go together.,"Miałem nadzieję, że wyruszymy razem.","Zdanie po angielsku: I was hoping we could go together.

Tłumaczenie: [Miałem nadzieję, że moglibyśmy pójść razem.]","Miałem nadzieję, że moglibyśmy pójść razem.","Tłumaczenie: [Miałem nadzieję, że moglibyśmy pójść razem.]","Miałem nadzieję, że moglibyśmy pójść razem.",0.6140796530247864,0.21711852081087685,0.8701797127723694,0.9199982285499573,0.6140796530247864,0.21711852081087685,0.8701797127723694,0.9199982285499573
Storm wouldn't pose a threat if he'd had a djinn. He could just utter a wish.,"Gdyby miał dżinna, to nie zagroziłaby mu żadna burza. Wystarczy, że wypowiedziałby życzenie.","Zdanie po angielsku: Storm wouldn't pose a threat if he'd had a djinn. He could just utter a wish.

Tłumaczenie: [Burza nie stanowiłaby zagrożenia, gdyby miał dżina. Mógłby po prostu wypowiedzieć życzenie.]","Burza nie stanowiłaby zagrożenia, gdyby miał dżina. Mógłby po prostu wypowiedzieć życzenie.","Tłumaczenie: [Burza nie stanowiłaby zagrożenia, gdyby miał dżina. Mógłby po prostu wypowiedzieć życzenie.]","Burza nie stanowiłaby zagrożenia, gdyby miał dżina. Mógłby po prostu wypowiedzieć życzenie.",0.4599580545666489,0.02062457446156057,0.8072904944419861,0.858985424041748,0.4599580545666489,0.02062457446156057,0.8072904944419861,0.858985424041748
"Yen, not so fast. Gotta tell me what this is about first. Why do you want this djinn?","Nie tak szybko. Najpierw mi wyjaśnisz, o co tu naprawdę chodzi. Po co ci ten dżinn?","Zdanie po angielsku: Yen, not so fast. Gotta tell me what this is about first. Why do you want this djinn?

Tłumaczenie: [Yen, nie tak szybko. Musisz mi najpierw powiedzieć, o co chodzi. Dlaczego chcesz tego dżina?]","Yen, nie tak szybko. Musisz mi najpierw powiedzieć, o co chodzi. Dlaczego chcesz tego dżina?","Tłumaczenie: [Yen, nie tak szybko. Musisz mi najpierw powiedzieć, o co chodzi. Dlaczego chcesz tego dżina?]","Yen, nie tak szybko. Musisz mi najpierw powiedzieć, o co chodzi. Dlaczego chcesz tego dżina?",0.4081278920362952,0.04092666652106825,0.8236545324325562,0.8361437320709229,0.4081278920362952,0.04092666652106825,0.8236545324325562,0.8361437320709229
"Hang on, I'll stand on me toes… Might see somethin' then.","Czekaj, stanę na palcach... Może wtedy coś dojrzę...","Zdanie po angielsku: Hang on, I'll stand on my toes… Might see something then.

Tłumaczenie: [Poczekaj, stanę na palcach... Może coś zobaczę wtedy.]

[Poczekaj, stanę na palcach... Może coś zobaczę wtedy.]","Poczekaj, stanę na palcach... Może coś zobaczę wtedy.","Tłumaczenie: [Poczekaj chwilę, stanę na palcach... Może coś zobaczę.]","Poczekaj chwilę, stanę na palcach... Może coś zobaczę.",0.6726742318395619,0.3655552228545123,0.8651577830314636,0.9460763335227966,0.56513825610186,0.3655552228545123,0.8521507382392883,0.9390126466751099
Did you see Nils die?,"Widziałaś, jak zginął Nils?","Zdanie po angielsku: Did you see Nils die?

Tłumaczenie: [Czy widziałeś, jak Nils umarł?]","Czy widziałeś, jak Nils umarł?",Tłumaczenie: [Widziałeś jak Nils umarł?],Widziałeś jak Nils umarł?,0.36523130073348486,0.05372849659117709,0.8918808102607727,0.9501796960830688,0.35066898067444535,0.08034284189446518,0.8961783051490784,0.9549301862716675
And plenty o' fish to fill our nets.,"I spraw, żebyśmy z połowu wrócili z pełnymi sieciami.","Zdanie po angielsku: And plenty o' fish to fill our nets.

Tłumaczenie: [I mnóstwo ryb, aby wypełnić nasze sieci.]","I mnóstwo ryb, aby wypełnić nasze sieci.","Tłumaczenie: [I mnóstwo ryb, aby wypełnić nasze sieci.]","I mnóstwo ryb, aby wypełnić nasze sieci.",0.17755790896203108,0.024822529802838878,0.7146493196487427,0.6048194766044617,0.17755790896203108,0.024822529802838878,0.7146493196487427,0.6048194766044617
When the Hunt had you… hope they didn't hurt you.,"Kiedy byłaś w Gonie... Mam nadzieję, że nie zrobili ci krzywdy.","Zdanie po angielsku: When the Hunt had you... hope they didn't hurt you.

Tłumaczenie: [Kiedy Łowy cię miały... mam nadzieję, że nie zrobiły ci krzywdy.]

[Mam nadzieję, że Łowy cię nie skrzywdziły.]","Kiedy Łowy cię miały... mam nadzieję, że nie zrobiły ci krzywdy.","Końcowe tłumaczenie: [Kiedy Łowy miały cię... mam nadzieję, że nie zrobiły ci krzywdy.]

Warto zauważyć, że to zdanie jest nieco niejasne i może wymagać dodatkowego kontekstu, aby było w pełni zrozumiałe. Jednak przedstawione tłumaczenie oddaje ogólny sens i intencję oryginalnego zdania.","Kiedy Łowy miały cię... mam nadzieję, że nie zrobiły ci krzywdy.",0.601506605154431,0.12278260149096115,0.8847160935401917,0.6118897795677185,0.601506605154431,0.12278260149096115,0.8934586048126221,0.6244910359382629
Lookin' for somethin' specific?,Chcesz coś kupić?,"Zdanie po angielsku: Lookin' for somethin' specific?

Tłumaczenie: [Szukasz czegoś konkretnego?]",Szukasz czegoś konkretnego?,Tłumaczenie: [Czego konkretnie szukasz?],Czego konkretnie szukasz?,0.16200396825396832,0.0,0.7987988591194153,0.8295962810516357,0.1295365260692724,0.0,0.7271391153335571,0.7398869395256042
"This celandine should help you. Won't mend your leg, but it will make it hurt less.","Jaskółcze ziele powinno ci pomóc. Noga ci się od tego nie zrośnie, ale przynajmniej będzie trochę mniej bolało.","Zdanie po angielsku: This celandine should help you. Won't mend your leg, but it will make it hurt less.

Tłumaczenie: [To mniszek lekarski powinien ci pomóc. Nie naprawi twojej nogi, ale sprawi, że będzie mniej boleć.]","To mniszek lekarski powinien ci pomóc. Nie naprawi twojej nogi, ale sprawi, że będzie mniej boleć.","Tłumaczenie: [To dziurawiec powinien ci pomóc. Nie naprawi twojej nogi, ale sprawi, że będzie mniej boleć.]","To dziurawiec powinien ci pomóc. Nie naprawi twojej nogi, ale sprawi, że będzie mniej boleć.",0.3149201327359759,0.02886589539106327,0.7483901381492615,0.6657667756080627,0.30394420549758316,0.028777140119319127,0.7598289847373962,0.7106460332870483
"This ain't the Continent, fashions don't change with the meltin' snows. We live like our fathers and grandfathers lived - fishin', huntin', and raidin'… And so shall we live, to Ragh nar Roog and beyond.","To nie kontynent, gdzie co rok to inna moda. Żyjemy dokładnie tak, jak nasi ojcowie i dziadowie – łowimy ryby, polujemy, pływamy na rajdy... I tak będzie aż po Ragh nar Roog.","Zdanie po angielsku: This ain't the Continent, fashions don't change with the meltin' snows. We live like our fathers and grandfathers lived - fishin', huntin', and raidin'… And so shall we live, to Ragh nar Roog and beyond.

Tłumaczenie: [To nie jest Kontynent, mody nie zmieniają się z topniejącymi śniegami. Żyjemy tak, jak żyli nasi ojcowie i dziadkowie - łowimy ryby, polujemy i rabujemy...] [I tak będziemy żyć, aż po Ragh nar Roog i dalej.]","To nie jest Kontynent, mody nie zmieniają się z topniejącymi śniegami. Żyjemy tak, jak żyli nasi ojcowie i dziadkowie - łowimy ryby, polujemy i rabujemy...","[To nie jest Kontynent, mody nie zmieniają się tu wraz z topniejącym śniegiem. Żyjemy tak, jak żyli nasi ojcowie i dziadkowie - łowimy ryby, polujemy i rabujemy... Tak też będziemy żyć, aż po Ragh nar Roog i dalej.]","To nie jest Kontynent, mody nie zmieniają się tu wraz z topniejącym śniegiem. Żyjemy tak, jak żyli nasi ojcowie i dziadkowie - łowimy ryby, polujemy i rabujemy... Tak też będziemy żyć, aż po Ragh nar Roog i dalej.",0.4346874628869262,0.048146486994408086,0.7922440767288208,0.6817986369132996,0.5355683849343734,0.11735344762898596,0.8347777128219604,0.8102719783782959
"Bravo. Come to the deck, I've an idea.","Brawo. Chodź na główny pokład, mam pomysł.","Zdanie po angielsku: Bravo. Come to the deck, I've an idea.

Tłumaczenie: [Brawo. Chodź na pokład, mam pomysł.]","Brawo. Chodź na pokład, mam pomysł.","Tłumaczenie: [Brawo. Chodź na pokład, mam pomysł.]","Brawo. Chodź na pokład, mam pomysł.",0.7565211082535329,0.28764198060873264,0.9723020792007446,0.9360474348068237,0.7565211082535329,0.28764198060873264,0.9723020792007446,0.9360474348068237
No reason to delay.,Nie ma co zwlekać.,"Zdanie po angielsku: No reason to delay.

Tłumaczenie: [Nie ma powodu, by zwlekać.]","Nie ma powodu, by zwlekać.","Tłumaczenie: [Nie ma powodu, by zwlekać.]","Nie ma powodu, by zwlekać.",0.5926431221680829,0.12574334296829354,0.899306058883667,0.9491758942604065,0.5926431221680829,0.12574334296829354,0.899306058883667,0.9491758942604065
A disgrace… The kind we've not seen since the Red Funeral!,Hańba... Nie było czegoś takiego od czasu Krwawego Pogrzebu!,"Zdanie po angielsku: A disgrace… The kind we've not seen since the Red Funeral!

Tłumaczenie: [Hańba... Tego rodzaju, którego nie widzieliśmy od Czerwonego Pogrzebu!]","Hańba... Tego rodzaju, którego nie widzieliśmy od Czerwonego Pogrzebu!","Tłumaczenie: [Hańba... Tego rodzaju, którego nie widzieliśmy od Czerwonego Pogrzebu!]","Hańba... Tego rodzaju, którego nie widzieliśmy od Czerwonego Pogrzebu!",0.4059924603610192,0.03155984539112946,0.8545894026756287,0.8585138320922852,0.4059924603610192,0.03155984539112946,0.8545894026756287,0.8585138320922852
That's everything.,To wszystko.,"Zdanie po angielsku: That's everything.

Tłumaczenie: [To wszystko.]",To wszystko.,"To jest proste zdanie, które można przetłumaczyć bezpośrednio:

Tłumaczenie: [To wszystko.]",To wszystko.,1.0,0.316227766016838,0.9999999403953552,0.9906291961669922,1.0,0.316227766016838,0.9999999403953552,0.9906291961669922
Don't make me hurt you. Got enough trouble as it is.,"Nie zmuszajcie mnie, żebym wam zrobił krzywdę. Już mi starczy kłopotów.","Zdanie po angielsku: Don't make me hurt you. Got enough trouble as it is.

Tłumaczenie: [Nie zmuszaj mnie, żebym cię skrzywdził. Mam już wystarczająco dużo problemów.]","Nie zmuszaj mnie, żebym cię skrzywdził. Mam już wystarczająco dużo problemów.",Tłumaczenie: [Nie rób mi krzywdy. Mam już wystarczająco dużo problemów.],Nie rób mi krzywdy. Mam już wystarczająco dużo problemów.,0.4672473444134721,0.04411629359322707,0.8196439743041992,0.9249595403671265,0.252487466241945,0.022835060540062107,0.747161865234375,0.8851026892662048
What harm was my vow to you anyway?!,Co ci przeszkadzały moje śluby?!,"Zdanie po angielsku: What harm was my vow to you anyway?!

Tłumaczenie: [Co ci zaszkodziło moje przyrzeczenie, cokolwiek?!]","Co ci zaszkodziło moje przyrzeczenie, cokolwiek?!",Tłumaczenie: [Co szkodliwego było w moim ślubowaniu wobec ciebie?!],Co szkodliwego było w moim ślubowaniu wobec ciebie?!,0.2658914458113543,0.09554427922043669,0.8202740550041199,0.5815843343734741,0.20020986590631804,0.02777619034011792,0.7714576721191406,0.7933862805366516
"Fear not, Jarl, we'll tend to everything. You should rest in the interim.","Nie obawiaj się, jarlu, wszystkim się zajmiemy. Tymczasem odpocznij.","Zdanie po angielsku: Fear not, Jarl, we'll tend to everything. You should rest in the interim.

Tłumaczenie: [Nie lękaj się, Jarle, zajmiemy się wszystkim. Powinieneś odpocząć tymczasem.]","Nie lękaj się, Jarle, zajmiemy się wszystkim. Powinieneś odpocząć tymczasem.","Tłumaczenie: [Nie lękaj się, Jarle, zajmiemy się wszystkim. Odpocznij tymczasem.]","Nie lękaj się, Jarle, zajmiemy się wszystkim. Odpocznij tymczasem.",0.494542846127352,0.02777619034011792,0.833221435546875,0.9363711476325989,0.5175432653563684,0.03155984539112946,0.8783674240112305,0.9557404518127441
Who dares join Bald Sigge and Aegir Fishbreath in the Heroes' Pursuit?,Który zuchwalec dołączy do Łysego Siggego i Aegira Rybaka w Wyścigach Śmiałków?,"Zdanie po angielsku: Who dares join Bald Sigge and Aegir Fishbreath in the Heroes' Pursuit?

Tłumaczenie: [Kto odważy się dołączyć do Boldiego Sikgego i Aegira Rybie Usta w Pościgu Bohaterów?]",Kto odważy się dołączyć do Boldiego Sikgego i Aegira Rybie Usta w Pościgu Bohaterów?,Tłumaczenie: [Kto odważy się dołączyć do Bolda Sige i Aegira Rybie Usta w Pościgu Bohaterów?],Kto odważy się dołączyć do Bolda Sige i Aegira Rybie Usta w Pościgu Bohaterów?,0.37518522742552163,0.03592143420342892,0.7754122018814087,0.7686885595321655,0.30678747164520737,0.03592143420342892,0.7637189030647278,0.7241892218589783
I'd never let your babe be hurt. You know that.,"Nigdy bym nie dopuściła, żeby twojemu dziecku stała się krzywda.","Zdanie po angielsku: I'd never let your babe be hurt. You know that.

Tłumaczenie: [Nigdy nie pozwoliłbym, żeby twoja dziewczyna została skrzywdzona. Wiesz o tym.]","Nigdy nie pozwoliłbym, żeby twoja dziewczyna została skrzywdzona. Wiesz o tym.","Tłumaczenie: [Nigdy nie pozwolę, żeby twoja dziewczyna została skrzywdzona. Wiesz o tym.]","Nigdy nie pozwolę, żeby twoja dziewczyna została skrzywdzona. Wiesz o tym.",0.3983563738548693,0.024808415001701823,0.814450740814209,0.9026577472686768,0.3831789488021073,0.024808415001701823,0.8039085865020752,0.8787174820899963
"I paid Leif on your behalf. That puts you in my debt, a debt of pride. You ought to do as I say. So, listen carefully.","Zadośćuczyniłem Leifowi w twoim imieniu. To znaczy, masz u mnie dług dumy i musisz zrobić, co rozkażę. Więc słuchaj uważnie.","Zdanie po angielsku: I paid Leif on your behalf. That puts you in my debt, a debt of pride. You ought to do as I say. So, listen carefully.

Tłumaczenie: [Zapłaciłem Leifowi w twoim imieniu. To stawia cię w moim długu, długu dumy. Powinieneś robić tak, jak mówię. Więc słuchaj uważnie.]","Zapłaciłem Leifowi w twoim imieniu. To stawia cię w moim długu, długu dumy. Powinieneś robić tak, jak mówię. Więc słuchaj uważnie.","Tłumaczenie: [Zapłaciłem Leifowi w twoim imieniu. To stawia cię w moim długu, długu dumy. Powinieneś robić tak, jak mówię. Więc słuchaj uważnie.]","Zapłaciłem Leifowi w twoim imieniu. To stawia cię w moim długu, długu dumy. Powinieneś robić tak, jak mówię. Więc słuchaj uważnie.",0.5251835943904976,0.22738612304909625,0.8423629403114319,0.8072097301483154,0.5251835943904976,0.22738612304909625,0.8423629403114319,0.8072097301483154
"Yeah, let's go.","Tak, chodźmy.","Zdanie po angielsku: Yeah, let's go.

Tłumaczenie: [Tak, chodźmy.]","Tak, chodźmy.","Tłumaczenie: [Tak, chodźmy.]","Tak, chodźmy.",1.0,0.316227766016838,1.0,0.9875018000602722,1.0,0.316227766016838,1.0,0.9875018000602722
"Well, you done it. Bravo. Be back again soon. So long.","No, udało ci się. Brawo. Za jakiś czas jestem z powrotem. Bywaj.","Zdanie po angielsku: Well, you done it. Bravo. Be back again soon. So long.

Tłumaczenie: [No cóż, zrobiłeś to. Brawo. Wróć znów wkrótce. Do widzenia.]","No cóż, zrobiłeś to. Brawo. Wróć znów wkrótce. Do widzenia.","Oto tłumaczenie podanego zdania na język polski:

[No cóż, udało ci się. Brawo. Wróć tu znów wkrótce. Do widzenia.]","No cóż, udało ci się. Brawo. Wróć tu znów wkrótce. Do widzenia.",0.19003213512119185,0.01727959142950042,0.7914321422576904,0.8705530762672424,0.3698763829354012,0.21200626759025185,0.8243666291236877,0.8786388635635376
Ugh.,Ech.,"Zdanie ""Ugh"" jest onomatopeją, która nie ma bezpośredniego tłumaczenia na język polski jako pełne zdanie. Można jednak oddać jego znaczenie poprzez opis lub użycie podobnego dźwięku.

W języku polskim można to wyrazić jako:

[Ech.]

lub

[Ach.]

Oba te dźwięki są używane w języku polskim do wyrażania frustracji, zmęczenia lub niezadowolenia, co jest zbliżone do znaczenia ""Ugh"" w języku angielskim.",Ech.,"Zdanie po angielsku: Ugh.

Tłumaczenie: [Ech.]

To słowo ""Ugh"" jest często używane jako wyraz frustracji lub niezadowolenia i może być tłumaczone na różne sposoby w zależności od kontekstu, ale najczęściej oddaje się je jako ""Ech"" lub ""Ach"".",Ech.,0.6666666666666666,0.1778279410038923,0.9999999403953552,0.9844554662704468,0.6666666666666666,0.1778279410038923,0.9999999403953552,0.9844554662704468
"Hmm, what'd that druid say? Hemlock, poppy, nightshade, and that chicky-- no, uh, henbane.","Hmm... Czekaj, czekaj, co ten druid mówił... Szalej, mak, pokrzyk, i ten, no, yy... Lulek.","Zdanie po angielsku: Hmm, what'd that druid say? Hemlock, poppy, nightshade, and that chicky-- no, uh, henbane.

Tłumaczenie: [Hmm, co ten druid powiedział? Ciemiernik, mak, pokrzyk i to ptasie-- nie, eh, piołun.]","Hmm, co ten druid powiedział? Ciemiernik, mak, pokrzyk i to ptasie-- nie, eh, piołun.","Oto tłumaczenie podanego zdania na język polski:

[Hmm, co ten druid powiedział? Ciemiernik, mak, psianka i ta roślinka - nie, eh, pokrzyk wilcza jagoda.]

Wyjaśnienie:
- ""Hmm"" pozostaje bez zmian.
- ""What'd that druid say?"" zostało przetłumaczone jako ""co ten druid powiedział?""
- Nazwy roślin (hemlock, poppy, nightshade, henbane) zostały przetłumaczone odpowiednio jako ciemiernik, mak, psianka i pokrzyk wilcza jagoda.
- ""Chicky"" zostało przetłumaczone jako ""roślinka"", ponieważ jest to potoczne określenie dla małej rośliny.
- ""No, uh"" zostało oddane jako ""nie, eh"", aby zachować ton wypowiedzi.","Hmm, co ten druid powiedział? Ciemiernik, mak, psianka i ta roślinka - nie, eh, pokrzyk wilcza jagoda.",0.31603428523452964,0.07478554032555756,0.7599793076515198,0.6050893664360046,0.32250357127790436,0.06468490584192432,0.739335298538208,0.5317617058753967
I'd say it's the opposite. I saw their transformative ritual… Our Trial of the Grasses - pure pleasure by comparison.,Raczej na odwrót. Widziałem rytuał przemiany... Próby Traw to przy tym przyjemność.,"Zdanie po angielsku: I'd say it's the opposite. I saw their transformative ritual… Our Trial of the Grasses - pure pleasure by comparison.

Tłumaczenie: [Powiedziałbym, że jest odwrotnie. Widziałem ich rytuał transformacyjny... Nasz Trial of the Grasses - czysta przyjemność w porównaniu.]","Powiedziałbym, że jest odwrotnie. Widziałem ich rytuał transformacyjny... Nasz Trial of the Grasses - czysta przyjemność w porównaniu.","Tłumaczenie: [Powiedziałbym, że jest odwrotnie. Widziałem ich rytuał transformacji... Nasz Sąd Traw - czysta przyjemność w porównaniu.]","Powiedziałbym, że jest odwrotnie. Widziałem ich rytuał transformacji... Nasz Sąd Traw - czysta przyjemność w porównaniu.",0.4246474205989919,0.01284618972676772,0.7790524363517761,0.6991543173789978,0.41800302704159376,0.01618861356572822,0.8067141175270081,0.6700253486633301
Men from Faroe attacked this ship.,Ten drakkar zaatakowali ludzie z Faroe.,"Zdanie po angielsku: Men from Faroe attacked this ship.

Tłumaczenie: [Mężczyźni z Wysp Owczych zaatakowali ten statek.]",Mężczyźni z Wysp Owczych zaatakowali ten statek.,Tłumaczenie: [Mężczyźni z Wysp Owczych zaatakowali ten statek.],Mężczyźni z Wysp Owczych zaatakowali ten statek.,0.30912233512646586,0.039281465090051315,0.7961593866348267,0.7101155519485474,0.30912233512646586,0.039281465090051315,0.7961593866348267,0.7101155519485474
