en_text,pl_text,default,no_details,translation_extraction_llm,translation_extraction_brackets,chrf_default,bleu_default,bertscore_default,comet_default,chrf_no_details,bleu_no_details,bertscore_no_details,comet_no_details,chrf_translation_extraction_llm,bleu_translation_extraction_llm,bertscore_translation_extraction_llm,comet_translation_extraction_llm,chrf_translation_extraction_brackets,bleu_translation_extraction_brackets,bertscore_translation_extraction_brackets,comet_translation_extraction_brackets
So did everyone in that room who's not completely deaf.,"Podobnie jak trzydzieści innych osób, które stało najbliżej.","Tak zrobiła każda osoba w tym pokoju, która nie jest całkowicie głucha.","Tak samo zrobiła każda osoba w tym pokoju, która nie jest całkowicie głucha.","Każda osoba w tym pokoju, która nie jest całkowicie głucha, tak zrobiła.","Tak samo każdy w tym pokoju, kto nie jest całkowicie głuchy.",0.20420146281996085,0.0,0.6534704566001892,0.5708523988723755,0.20267285929447032,0.0,0.6613785028457642,0.6282432675361633,0.20697371923203592,0.0,0.6650087833404541,0.5340757369995117,0.162775470515631,0.0,0.681904673576355,0.43999215960502625
Donar was a babe in swaddling clothes when this buckler landed here.,"Kiedy ten puklerz tu osiadł, Donar był malcem w pieluchach.","Tłumaczenie na polski:

""Donar był niemowlęciem w powijakach, kiedy ten puklerz tu trafił.""

To zdanie jest tłumaczeniem dosłownym i zachowuje sens oryginalnego tekstu angielskiego. Warto zauważyć, że ""powijaki"" to tradycyjne określenie ubranka dla niemowląt, które było popularne w dawnych czasach.","Donar był niemowlęciem w powijakach, kiedy ta tarcza tu wylądowała.","Donar był niemowlęciem w powijakach, kiedy ten puklerz tu trafił.","Donar był niemowlęciem w powijakach, gdy ta tarcza tu wylądowała.",0.3840278865880055,0.025984987978515034,0.6898869276046753,0.6207570433616638,0.2923563072716905,0.05307712171072445,0.7970360517501831,0.7388883233070374,0.489515729431753,0.13747081017605653,0.8478381037712097,0.713083803653717,0.26944898167865267,0.05307712171072445,0.7971366047859192,0.7349595427513123
"That's just it - your 'please' is never a request, only ever a command. But let's move on.","Nie, właśnie chodzi o to, że ty nigdy o nic nie prosisz. Ale mniejsza z tym.","Oto tłumaczenie na język polski:

""Właśnie o to chodzi - twoje 'proszę' nigdy nie jest prośbą, zawsze tylko rozkazem. Ale przejdźmy dalej.""

To zdanie wyraża frustrację lub irytację wobec kogoś, kto używa słowa ""proszę"" jako sposobu wydawania poleceń lub rozkazów, zamiast rzeczywistej prośby. Osoba mówiąca sugeruje, że takie użycie słowa ""proszę"" jest manipulacyjne i nieuczciwe. Jednocześnie wyraża gotowość do kontynuowania rozmowy lub tematu, mimo tej obserwacji.","Właśnie o to chodzi - twoje proszę nigdy nie jest prośbą, zawsze jedynie rozkazem. Ale przejdźmy dalej.","Właśnie o to chodzi - twoje proszę nigdy nie jest prośbą, zawsze tylko rozkazem. Ale przejdźmy dalej.","Właśnie tak jest - twoje ""proszę"" nigdy nie jest prośbą, zawsze jedynie rozkazem. Ale przejdźmy dalej.",0.26622665226218806,0.004315621605804481,0.6439244747161865,0.6647190451622009,0.34436141521748137,0.017200673466668964,0.7365508675575256,0.800710141658783,0.34021092611636244,0.017200673466668964,0.7375036478042603,0.8000153303146362,0.2821421525768986,0.01618861356572822,0.7168972492218018,0.7814229130744934
Well? What is it?,No? O co chodzi?,"Dobrze? Co to jest?

To tłumaczenie dosłowne, ale w kontekście pytania ""Well? What is it?"" można je interpretować jako zachętę do wyjaśnienia lub przedstawienia czegoś. W języku polskim podobne użycie mogłoby brzmieć:

""No więc? Co to takiego?""

lub

""Więc co to za rzecz/sprawa?""

Obie te formy oddają sens oryginalnego pytania, sugerując oczekiwanie na dalsze informacje lub wyjaśnienie.",No cóż? Co to jest?,"No więc? Co to takiego?

lub

Więc co to za rzecz/sprawa?",No więc? Co się dzieje?,0.0755992129513565,0.0032047574588556275,0.6125494241714478,0.6338439583778381,0.11570624275542314,0.0,0.8441430926322937,0.9249290823936462,0.13577539527831936,0.018850319022747353,0.7467815279960632,0.7550974488258362,0.1643444734215526,0.0,0.848158597946167,0.938550591468811
Grrr!,Grrr!!!,"""Grrr!"" to onomatopeja, która zazwyczaj oznacza dźwięk wydawany przez zwierzęta drapieżne, takie jak lwy czy tygrysy. W języku polskim może być przetłumaczone jako ""warknięcie"" lub ""pomruk"".

W kontekście użycia w zdaniu, mogłoby to brzmieć:

""Lew wydał głośne warknięcie.""
lub
""Tygrys wydał głęboki pomruk.""

Jednakże, jeśli chodzi o samo słowo ""Grrr!"" bez dodatkowego kontekstu, nie ma ono bezpośredniego tłumaczenia na polski. Jest to po prostu dźwięk, który oddaje charakterystyczny odgłos wydawany przez te zwierzęta.",Grrr!,"Grrr! to onomatopeja, która w języku polskim może być przetłumaczona jako warknięcie lub pomruk.",Warknięcie lub dźwięk niezadowolenia.,0.0536358018384659,0.0,0.5651065111160278,0.5472606420516968,0.48890132277956555,0.0,0.9400042295455933,0.9844327569007874,0.19023867572061282,0.0,0.6654978394508362,0.5312876105308533,0.01718213058419252,0.0,0.5851552486419678,0.4954119026660919
Need you to craft something for me.,"Chciałbym, żebyś coś dla mnie wykonał.","Tłumaczenie na polski:

""Potrzebuję, żebyś coś dla mnie napisał/napisała.""

To zdanie jest poprawnym tłumaczeniem oryginalnego tekstu angielskiego na język polski. Zawiera ono prośbę o wykonanie jakiegoś zadania pisemnego przez osobę, do której jest skierowane.","Potrzebuję, żebyś coś dla mnie stworzył.","Potrzebuję, żebyś coś dla mnie napisał/napisała.",Czy mógłbyś coś dla mnie stworzyć?,0.38108697287167975,0.06814385179012217,0.7007834911346436,0.5989299416542053,0.47329272721997,0.5081327481546147,0.8993865251541138,0.9278955459594727,0.48615230777314467,0.5081327481546147,0.8517810106277466,0.851230263710022,0.3985116658218167,0.20205155046766235,0.8057836294174194,0.8806677460670471
No. I'm almost ready.,"Nie, nie trzeba. Zaraz wychodzę.","Numer tłumaczenia:

1. ""No. I'm almost ready.""
   - Tłumaczenie na język polski:
     ""Nie. Jestem prawie gotowy.""

Wyjaśnienie krok po kroku:

1. Analiza zdania w języku angielskim:
   - ""No"" to przeczenie, które odpowiada polskiemu ""nie"".
   - ""I'm"" to skrócona forma czasownika ""I am"", co oznacza ""jestem"".
   - ""almost"" to przysłówek oznaczający ""prawie"".
   - ""ready"" to przymiotnik oznaczający ""gotowy"".

2. Tłumaczenie poszczególnych elementów:
   - ""No"" = ""Nie""
   - ""I'm"" = ""Jestem""
   - ""almost"" = ""prawie""
   - ""ready"" = ""gotowy""

3. Połączenie elementów w poprawną strukturę zdania w języku polskim:
   - ""Nie. Jestem prawie gotowy.""

4. Sprawdzenie gramatyki i sensu zdania:
   - Zdanie jest poprawne gramatycznie i logicznie.

5. Ostateczny wynik:
   - ""Nie. Jestem prawie gotowy.""",Nie. Jestem prawie gotowy.,Nie. Jestem prawie gotowy.,Nie. Jestem prawie gotowy.,0.08885076640741602,0.0,0.5473566651344299,0.4587145149707794,0.12283097344140632,0.0,0.7640560865402222,0.6756086945533752,0.12283097344140632,0.0,0.7640560865402222,0.6756086945533752,0.12283097344140632,0.0,0.7640560865402222,0.6756086945533752
"All right. She was here a few hours. Went to find me man, Eiric. Needed to talk, she said. They should be on the beach t'other side of the isle.","Dobrze już, dobrze. Była tutaj, parę godzin temu. Poszła porozmawiać z Eirikiem, moim mężem. Powinni być na plaży po drugiej stronie wyspy.","Dobrze. Była tu przez kilka godzin. Poszła mnie szukać, Erica. Chciała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy.

Tłumaczenie:
""Wszystko w porządku. Przebywała tutaj przez kilka godzin. Poszła cię szukać, Erica. Potrzebowała porozmawiać, tak powiedziała. Powinni być na plaży po drugiej stronie wyspy.""","W porządku. Była tu kilka godzin. Poszła mnie szukać, Erica. Chciała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy.","Wszystko w porządku. Przebywała tutaj przez kilka godzin. Poszła cię szukać, Erica. Potrzebowała porozmawiać, tak powiedziała. Powinni być na plaży po drugiej stronie wyspy.","W porządku. Była tu przez kilka godzin. Poszła znaleźć mojego mężczyznę, Erica. Musiała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy.",0.5724177354443444,0.1521710209135042,0.7231214642524719,0.7446997165679932,0.5595771848261862,0.33155477348937756,0.8263832330703735,0.8118075728416443,0.5652883691286373,0.29340680870384167,0.8033832907676697,0.8249326944351196,0.5738317768276991,0.3152861344254501,0.8209511041641235,0.8467506766319275
Hoping for pirate treasure?,"A co, masz nadzieję na skarb piratów?","Tłumaczenie na polski:

""Mając nadzieję na skarb piratów?""

To zdanie można interpretować jako pytanie lub stwierdzenie. Jeśli jest to pytanie, sugeruje ono, że ktoś poszukuje skarbu piratów i ma nadzieję go znaleźć. Jeśli jest to stwierdzenie, oznacza to, że ktoś wyraża swoją nadzieję na odnalezienie takiego skarbu.

Warto zauważyć, że w języku angielskim ""hoping"" często używane jest w kontekście nadziei lub pragnienia czegoś, co niekoniecznie musi być realistyczne lub możliwe do osiągnięcia. W tym przypadku, poszukiwanie skarbu piratów może być postrzegane jako romantyczne marzenie lub przygoda, a nie jako rzeczywiste działanie mające szansę powodzenia.",Mając nadzieję na skarb piratów?,Mając nadzieję na skarb piratów?,Masz nadzieję na skarb piratów?,0.27714044780275365,0.00951541660003779,0.6478729844093323,0.6195992231369019,0.7368002596617474,0.4482700320176827,0.8865824937820435,0.8461223244667053,0.7368002596617474,0.4482700320176827,0.8865824937820435,0.8461223244667053,0.8356903564793465,0.4482700320176827,0.9341881275177002,0.953563928604126
Blackberries - wanted to pick some.,Chciał nazbierać jeżyn.,"Tłumaczenie na język polski:

""Jeżyny - chciałem trochę zebrać.""

To tłumaczenie odnosi się do zdania ""Blackberries - wanted to pick some"", gdzie ""blackberries"" oznacza jeżyny, a ""wanted to pick some"" wyraża chęć zebrania pewnej ilości tych owoców.",Jeżyny - chciałem trochę zebrać.,Chciałem trochę zebrać jeżyn.,Chciałem zebrać trochę jeżyn.,0.19737522075548627,0.0,0.6482913494110107,0.5321550965309143,0.2822672180304,0.0,0.7851779460906982,0.8289901614189148,0.5374958329013916,0.08034284189446518,0.8563384413719177,0.9183605909347534,0.42637024860507555,0.08034284189446518,0.8528181910514832,0.9256511330604553
Where's the rest of your crew?,Gdzie reszta twojej drużyny?,"Tłumaczenie tego zdania na język polski brzmi:

""Gdzie reszta twojej załogi?""

To pytanie może być używane w różnych kontekstach, na przykład gdy ktoś pyta o pozostałych członków grupy lub ekipy, którą widzi tylko częściowo. Może to dotyczyć zarówno zespołu sportowego, jak i grupy pracowników czy pasażerów statku lub samolotu. Pytanie to wyraża ciekawość lub troskę o obecność innych osób w danej sytuacji.",Gdzie reszta twojej załogi?,Gdzie reszta twojej załogi?,Gdzie reszta twojej załogi?,0.30365999136273875,0.006216934650356319,0.671442449092865,0.6830501556396484,0.6519439197365618,0.3976353643835253,0.9455420970916748,0.9532589912414551,0.6519439197365618,0.3976353643835253,0.9455420970916748,0.9532589912414551,0.6519439197365618,0.3976353643835253,0.9455420970916748,0.9532589912414551
That's the way to win respect in Skellige…,Tak się zdobywa uznanie na Skellige....,Tak się zdobywa szacunek w Skelligach...,Tak zdobywa się szacunek w Skellige...,Tak się zdobywa szacunek w Skelligach...,"To jest sposób, aby zdobyć szacunek w Skellige…",0.529456497543095,0.20205155046766235,0.8919820785522461,0.8926820755004883,0.4940902741524731,0.05372849659117709,0.9085161685943604,0.9353775978088379,0.529456497543095,0.20205155046766235,0.8919820785522461,0.8926820755004883,0.2924105813182498,0.0,0.7438057661056519,0.8594995141029358
"Ah, Yorg, you're useless…","A idź, Yorgu, żadnego z ciebie pożytku...","Ach, Jorgu, jesteś bezużyteczny...

To tłumaczenie odzwierciedla dosłowne znaczenie oryginalnego zdania w języku angielskim. Warto zauważyć, że w języku polskim często używamy bardziej opisowych lub emocjonalnych wyrażeń w podobnych sytuacjach, takich jak ""Jesteś kompletnie nieprzydatny"" czy ""Nie mogę na tobie polegać"".","Ach, Jorg, jesteś bezużyteczny...","Ach, Jorgu, jesteś bezużyteczny...","Ach, Jurek, jesteś bezużyteczny...",0.21375676736788476,0.0,0.6247254014015198,0.5680995583534241,0.14185371914119485,0.0,0.7636304497718811,0.8454346656799316,0.18239612753527354,0.0,0.7717635035514832,0.8679733872413635,0.12640533239667964,0.0,0.7590695023536682,0.8594359159469604
Told you - only men live in Fornhala.,"Mówiłem ci, w Fornhali żyją tylko mężczyźni.","Tłumaczenie tego zdania na język polski brzmi:

""Mówiłem ci - tylko mężczyźni mieszkają w Fornhali.""

To zdanie jest prawdopodobnie częścią dialogu lub narracji, gdzie jedna osoba informuje drugą o czymś, co już wcześniej wspominała. ""Fornhala"" to nazwa miejsca, które może być fikcyjne lub odnosić się do rzeczywistej lokalizacji. Warto zauważyć, że w języku polskim nie ma bezpośredniego odpowiednika dla słowa ""told you"", ale jego znaczenie jest oddane przez zwrot ""mówiłem ci"".",Mówiłem ci - tylko mężczyźni mieszkają w Fornhali.,Mówiłem ci - tylko mężczyźni mieszkają w Fornhali.,Mówiłem ci - tylko mężczyźni mieszkają w Fornhala.,0.3605524349311768,0.003043188827799241,0.6614198684692383,0.6750423312187195,0.6971910830532043,0.03655552228545124,0.897636890411377,0.9456011652946472,0.6971910830532043,0.03655552228545124,0.897636890411377,0.9456027150154114,0.6692351061853965,0.03655552228545124,0.894012987613678,0.9219515323638916
"You can come back anytime, challenge 'im again. Them's the rules.",Możesz tu wrócić i rzucić mu wyzwanie jeszcze raz. Takie są zasady.,"Tłumaczenie na polski:

Możesz wrócić w każdej chwili i znów go wyzwać. Takie są zasady.

To tłumaczenie oddaje sens oryginalnego zdania, używając bardziej formalnego języka niż w oryginale. Warto zauważyć, że w języku polskim często używa się formy ""go"" zamiast bezpośredniego imienia osoby, co jest odpowiednikiem angielskiego ""him"".",Możesz wrócić w dowolnym momencie i znów ich wyzwać. Takie są zasady.,Możesz wrócić w każdej chwili i znów go wyzwać. Takie są zasady.,Możesz wrócić w każdej chwili i znów go wyzwać. Takie są zasady.,0.36641608345139326,0.02251479263122495,0.7143005132675171,0.5796864032745361,0.4447059172766223,0.10025157431478134,0.8880546689033508,0.9174649715423584,0.4428003656024257,0.10025157431478134,0.9003288149833679,0.9274491667747498,0.4428003656024257,0.10025157431478134,0.9003288149833679,0.9274491667747498
"Rust-eaten, all of it…",Wszystko przeżarte rdzą...,"Tłumaczenie na język polski:

""Rdzewiejący od środka, cały...""

To tłumaczenie może być nieco niedokładne, ponieważ oryginalny tekst ""Rust-eaten, all of it..."" jest dość enigmatyczny i może mieć kilka interpretacji. Możliwe znaczenia mogłyby obejmować coś, co jest doszczętnie zniszczone przez rdzę lub coś, co jest w pełni przeżarte rdzą. W kontekście technicznym, mógłby to być opis silnika lub innego mechanizmu, który jest tak skorodowany, że już nie nadaje się do użytku. W szerszym kontekście, mogłoby to oznaczać coś, co jest kompletnie zepsute lub zdewastowane.","Zżarty przez rdzę, cały...","Rdzewiejący od środka, cały...","Zżarty rdzą, całe to żelastwo...",0.2297920722186676,0.0021821432764033825,0.6470987796783447,0.5701144933700562,0.24596727871617707,0.0,0.8319867849349976,0.752507746219635,0.12524938215635945,0.0,0.747382640838623,0.5684769749641418,0.233001487621719,0.0,0.8262396454811096,0.7790409922599792
He's dead. And I wager it was you who silenced him.,"Nie żyje. I założę się, że to ty go uciszyłaś.","Tłumaczenie tego zdania na język polski brzmi:

""On nie żyje. I założę się, że to ty go uciszyłeś.""

To zdanie zawiera kilka elementów charakterystycznych dla języka angielskiego i jego stylu:

1. Użycie czasownika ""wager"" (zakładać się) jest typowe dla bardziej potocznego lub dramatycznego stylu mówienia. W języku polskim można by użyć słowa ""założyć"", ale często używa się też bardziej bezpośrednich form jak ""myślę"" czy ""podejrzewam"".

2. Konstrukcja ""And I wager it was you who silenced him"" jest dość skomplikowana gramatycznie i emocjonalnie. W języku polskim można by to wyrazić prościej jako ""I myślę, że to ty go uciszyłeś"".

3. Zdanie to ma charakter oskarżenia lub podejrzenia, co jest typowe dla dialogów w literaturze kryminalnej czy thrillerach.

4. Użycie czasu przeszłego (""was"") wskazuje na to, że akcja miała miejsce w przeszłości, co jest logiczne w kontekście śmierci osoby.

5. Słowo ""silenced"" (uciszył) sugeruje, że ofiara została pozbawiona głosu lub uniemożliwiono jej komunikację, co może mieć różne implikacje - od fizycznego usunięcia po psychologiczne zastraszenie.

6. Całe zdanie ma charakter bezpośredni i stanowczy, co pasuje do sytuacji, w której jedna osoba oskarża drugą o poważny czyn.","On nie żyje. I założę się, że to ty go uciszyłeś.","On nie żyje. I założę się, że to ty go uciszyłeś.","On nie żyje. I stawiam na to, że to ty go uciszyłeś/uciszyłaś.",0.23343540200017188,0.03508105144682028,0.6014918088912964,0.6116912364959717,0.8922327364885655,0.6786502681586727,0.9648104906082153,0.9616137742996216,0.8922327364885655,0.6786502681586727,0.9648104906082153,0.9616137742996216,0.6357033810059397,0.2521193618434983,0.85817950963974,0.8621695041656494
I'm not here to work.,Jestem tu prywatnie.,"Tłumaczenie tego zdania na język polski brzmi:

""Nie jestem tu po to, żeby pracować.""

To zdanie wyraża podobne znaczenie jak oryginalne angielskie ""I'm not here to work"". Oznacza ono, że osoba mówiąca nie przybyła w danym miejscu lub sytuacji z zamiarem wykonywania pracy czy obowiązków zawodowych. Może to być odpowiedź na pytanie o cel wizyty lub sugestia, że dana osoba nie zamierza angażować się w działania związane z pracą w danym kontekście.","Nie jestem tu po to, aby pracować.","Nie jestem tu po to, żeby pracować.","Nie jestem tu po to, żeby pracować.",0.1658506184725391,0.002522699412301232,0.5886802077293396,0.6724939942359924,0.42400906268940325,0.033031643180138064,0.7794945240020752,0.7664346098899841,0.421547556969323,0.033031643180138064,0.7751665115356445,0.7711804509162903,0.421547556969323,0.033031643180138064,0.7751665115356445,0.7711804509162903
Why didn't you go with Hjalmar?,Dlaczego nie popłynęliście z Hjalmarem?,"Dlaczego nie poszłaś z Hjalmarem?

To tłumaczenie jest dosłowne i odzwierciedla oryginalną treść pytania. Jeśli potrzebujesz dodatkowych informacji lub kontekstu, chętnie pomogę!",Dlaczego nie poszłaś z Hjalmarem?,Dlaczego nie poszłaś z Hjalmarem?,Jestem bardzo dobrym kucharzem.,0.4771609328918456,0.02598161264714833,0.6986815333366394,0.6551420092582703,0.6012558686906112,0.16068568378893033,0.9013417959213257,0.9226325750350952,0.6012558686906112,0.16068568378893033,0.9013417959213257,0.9226324558258057,0.08304222589936883,0.0,0.6813432574272156,0.46053996682167053
"Owes me a favor, one of the guards. I can get 'im to take you to Lugos… Then you can owe me a favor. Whaddaya say?","Jeden ze strażników jest mi winny przysługę. Sprawię, że zaprowadzi cię do Lugosa... A wtedy to ty będziesz mi winny przysługę. Co ty na to?","Tłumaczenie na polski:

""Jeden ze strażników jest mi winien przysługę. Mogę go poprosić, żeby zabrał cię do Lugos... Wtedy będziesz mi coś winien. Co ty na to?""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, uwzględniając kontekst i intencję mówiącego.","Jeden ze strażników jest mi winien przysługę. Mogę go poprosić, żeby zabrał cię do Lugos... Wtedy będziesz mi winien przysługę. Co ty na to?","Jeden ze strażników jest mi winien przysługę. Mogę go poprosić, żeby zabrał cię do Lugos... Wtedy będziesz mi coś winien. Co ty na to?","Dłużny mi jest przysługę jeden ze strażników. Mogę go poprosić, żeby cię zawiózł do Lugos… Wtedy ty będziesz mi winien przysługę. Co powiesz?",0.5318296753302656,0.10090835404165316,0.7509987950325012,0.7642982602119446,0.6435475741953424,0.33062429129755794,0.9153383374214172,0.8902299404144287,0.5566847124362039,0.28143271755276267,0.8810021281242371,0.8863051533699036,0.5085315553690563,0.05619085292261441,0.8313055038452148,0.8833213448524475
"Thanks, witcher. A thousand times over. Me son's dearest of all to me. I couldn't abide it if he'd died.","Dziękuję, stokroć dziękuję! Syn jest najdroższym co mam – nie zniósłbym jego śmierci.","Dzięki, wiedźminie. Tysiąckroć dzięki. Mój syn jest dla mnie najdroższy ze wszystkiego. Nie zniosłabym, gdyby umarł.","Dzięki, wiedźminie. Tysiąckroć. Mój syn jest mi najdroższy ze wszystkiego. Nie zniosłabym, gdyby umarł.","Dzięki, wiedźminie. Tysiąckroć dzięki. Mój syn jest dla mnie najdroższy ze wszystkiego. Nie zniosłabym, gdyby umarł.",Jestem bardzo dobrym kucharzem.,0.39508872036899895,0.012300686288463768,0.7313379645347595,0.8836793303489685,0.338535112688531,0.01428363257865929,0.7335298657417297,0.8743636608123779,0.39508872036899895,0.012300686288463768,0.7313379645347595,0.8836793303489685,0.07567919528477864,0.0,0.6442023515701294,0.41035082936286926
"I pray the beasts don't come back. Stink worse than kayrabs, they do.","Mam nadzieję, że te stwory już tu nie wrócą... Cuchną gorzej niż żabnica.","Tłumaczenie na język polski:

""Proszę, niech bestie nie wrócą. Śmierdzą gorzej niż kajryby.""

Wyjaśnienie:
- ""I pray"" - ""Proszę"" (w kontekście modlitwy lub prośby)
- ""the beasts"" - ""bestie""
- ""don't come back"" - ""nie wrócą""
- ""Stink worse than"" - ""Śmierdzą gorzej niż""
- ""kayrabs"" - ""kajryby"" (zakładając, że jest to nazwa jakiegoś zwierzęcia lub substancji o bardzo nieprzyjemnym zapachu)

Całe zdanie wyraża nadzieję i obawę przed powrotem czegoś bardzo nieprzyjemnego lub szkodliwego, co śmierdzi znacznie gorzej niż inne, już wystarczająco okropne rzeczy.","Modlę się, żeby bestie nie wróciły. Śmierdzą gorzej niż kayraby.","Proszę, niech bestie nie wrócą. Śmierdzą gorzej niż kajryby.","Modlę się, żeby bestie nie wróciły. Śmierdzą gorzej niż kajryby, te tak robią.",0.2848932484253846,0.005732293763835197,0.6228898763656616,0.5794536471366882,0.30031014105530435,0.03659184730575803,0.7682019472122192,0.8188801407814026,0.3279473357470741,0.035984468898536105,0.7743844985961914,0.7983599305152893,0.3138983950965342,0.039073802494525016,0.7419557571411133,0.7793169617652893
"Heheh, not so tough without your blade. Which is too bad, 'cause you just lost it!","No, bez miecza taki twardy nie jesteś. Tym bardziej szkoda, żeś go właśnie przegrał!","Tłumaczenie na polski:

Heheh, nie takie trudne bez twojego ostrza. A to niedobrze, bo właśnie je straciłeś!

To tłumaczenie zachowuje oryginalny ton i styl wypowiedzi, jednocześnie oddając jej znaczenie w języku polskim.","Haha, nie tak trudno bez twojego ostrza. Co jest złe, bo właśnie je straciłeś!","Heheh, nie takie trudne bez twojego ostrza. A to niedobrze, bo właśnie je straciłeś!

To tłumaczenie zachowuje oryginalny ton i styl wypowiedzi, jednocześnie oddając jej znaczenie w języku polskim.

---

Sam tekst tłumaczenia:

Heheh, nie takie trudne bez twojego ostrza. A to niedobrze, bo właśnie je straciłeś!","Haha, nie takie trudne bez twojego noża. Co jest pechowe, bo właśnie go straciłeś!",0.29200143117259214,0.007678432706586176,0.6618083715438843,0.48764267563819885,0.26742258509530475,0.018798317647335087,0.7433939576148987,0.6505353450775146,0.2714846389315166,0.005145174324020217,0.5724848508834839,0.5241811275482178,0.2507027990658488,0.020200106912694155,0.7516087889671326,0.7010492086410522
Wise choice. The Spirit will subject you to trial. But you cannot succumb. Succeed in renewing the covenant and I'll spare no gold in rewarding you.,"Jesteś rozsądny. Duch będzie wystawiał cię na próby, ale nie możesz się złamać. Jeśli zdołasz odnowić przymierze, wróć do mnie, nie pożałuję złota.","Mądry wybór. Duch podda cię próbie. Ale nie możesz ulec. Jeśli odniesiesz sukces w odnowieniu przymierza, nie oszczędzę złota, by cię nagrodzić.","Mądry wybór. Duch podda cię próbie. Ale nie możesz ulec. Uda ci się odnowić przymierze i nie oszczędzę złota, nagradzając cię.","Mądry wybór. Duch podda cię próbie. Ale nie możesz ulec. Jeśli odniesiesz sukces w odnowieniu przymierza, nie oszczędzę złota, by cię nagrodzić.","Mądra decyzja. Duch podda cię próbie. Ale nie możesz ulec. Uda ci się odnowić przymierze i nie oszczędzę złota, nagradzając cię za to.",0.37147555539993227,0.02310419073994007,0.7913374304771423,0.8506988883018494,0.34432902245816227,0.024021176907323107,0.7915034890174866,0.7869601845741272,0.37147555539993227,0.02310419073994007,0.7913374304771423,0.8506988883018494,0.3494064264491435,0.023956565612760213,0.786656379699707,0.794076144695282
"Know what he did? Stole the hornwall horn, put the whole crew at risk! I followed him…","Wiesz, co on zrobił? Ukradł róg hornwala i naraził całą drużynę! Poszedłem za nim...","Tłumaczenie na język polski:

""Co on zrobił? Ukradł róg rogu wielorybiego, postawił całą załogę w niebezpieczeństwie!"" Śledziłem go...

To tłumaczenie oddaje sens oryginalnego zdania, uwzględniając kontekst i znaczenie poszczególnych słów. Warto zauważyć, że ""hornwall horn"" to prawdopodobnie błąd lub specyficzne określenie używane w kontekście morskim, które zostało przetłumaczone jako ""róg rogu wielorybiego"". Jeśli chodzi o samo zdanie, jest ono pełne emocji i sugeruje, że ktoś popełnił poważny czyn, który naraził innych na niebezpieczeństwo, a następnie był śledzony przez osobę mówiącą.","Wiesz, co on zrobił? Ukradł róg Hornwalla, naraził całą załogę! Śledziłem go...","Co on zrobił? Ukradł róg rogu wielorybiego, postawił całą załogę w niebezpieczeństwie! Śledziłem go...","Wiesz co on zrobił? Ukradł róg z rogu, naraził całą załogę! Ja za nim poszedłem...",0.33904653214297337,0.03243297005310675,0.6766958236694336,0.6316449642181396,0.5806710333503946,0.3972090153861678,0.9079214334487915,0.8803176283836365,0.39394829894051503,0.18798317647335086,0.8206106424331665,0.783894419670105,0.5751976323042652,0.2925612730731506,0.8952006697654724,0.8586459159851074
Maybe later.,Może później.,"Może później.

To tłumaczenie jest dosłowne i zachowuje znaczenie oryginalnego wyrażenia ""Maybe later"", które oznacza coś w rodzaju ""może kiedy indziej"" lub ""być może w przyszłości"". Jest to forma nieokreślona, która sugeruje brak konkretnej decyzji lub planu w danym momencie.",Może później.,Może później.,Może później.,0.2948623511464621,0.009771922616581639,0.666214108467102,0.643793523311615,1.0,0.316227766016838,0.9999998807907104,0.9879965782165527,1.0,0.316227766016838,0.9999998807907104,0.9879964590072632,1.0,0.316227766016838,0.9999998807907104,0.9879965782165527
Off corpses. Don't ye know? Wraiths use nails to build their cursed longship.,"No tak – trupom paznokcie obcinamy. Każdy przecież wie, że upiory budują z paznokci przeklęty drakkar.","Tekst, który podałeś, wydaje się być fragmentem poezji lub prozy w języku angielskim. Oto tłumaczenie na język polski:

""Poza trupami. Czyżbyś nie wiedział? Duchy używają gwoździ do budowy swojego przeklętego długiego statku.""

To zdanie może odnosić się do jakiejś mrocznej legendy lub opowieści o duchach i ich działaniach związanych z cmentarzami lub grobami. Gwoździe mogą symbolizować narzędzia używane do budowy statków lub innych konstrukcji, a ""przeklęty długi statek"" może być metaforą czegoś złowrogiego lub nawiedzonego.

Jeśli potrzebujesz dodatkowych informacji lub wyjaśnień dotyczących kontekstu tego tekstu, chętnie pomogę!",Po trupach. Nie wiesz? Upiory używają gwoździ do budowy swojej przeklętej długiej łodzi.,Poza trupami. Czyżbyś nie wiedział? Duchy używają gwoździ do budowy swojego przeklętego długiego statku.,Z ciał. Nie wiesz? Widma używają gwoździ do budowy swojej przeklętej długiej łodzi.,0.21279582159715849,0.0020800368120886753,0.6036421656608582,0.5565454363822937,0.2101507528244185,0.0,0.7096526026725769,0.5822224020957947,0.20416552839996108,0.0,0.6858788728713989,0.5189260244369507,0.16578178411043748,0.0,0.6881536245346069,0.5136768221855164
