default,no_details,translation_extraction_llm,translation_extraction_brackets,chrf_default,bleu_default,bertscore_default,chrf_translation_extraction_llm,bleu_translation_extraction_llm,bertscore_translation_extraction_llm,chrf_translation_extraction_brackets,bleu_translation_extraction_brackets,bertscore_translation_extraction_brackets
"Tłumaczenie na polski:

""Muszę się nad tym zastanowić. Do widzenia.""

To tłumaczenie oddaje sens oryginalnego tekstu w języku angielskim, który wyraża potrzebę refleksji i pożegnanie. Warto jednak pamiętać, że tłumaczenia mogą nie być dosłowne i często wymagają dostosowania do kontekstu kulturowego i językowego docelowego języka.",Muszę się nad tym zastanowić. Do widzenia.,Muszę się nad tym zastanowić. Do widzenia.,Muszę się nad tym zastanowić. Do widzenia.,0.5732649701936811,0.07611137668875849,0.7056896686553955,1.0,1.0,1.0,1.0,1.0,1.0
"Dobrze, oto tłumaczenie na język polski:

Pożegnanie.

To słowo ""Farewell"" w języku angielskim można przetłumaczyć jako ""pożegnanie"" lub ""do widzenia"" w języku polskim. Oba te wyrażenia są używane do wyrażenia rozstania się z kimś lub czymś, często w kontekście formalnym lub oficjalnym.",Żegnaj.,"Tłumaczenie samego słowa:

Pożegnanie.",Do widzenia.,0.07845842897517423,0.0,0.5668032765388489,0.2115475824693688,0.0,0.6859123110771179,0.09009009009009017,0.0,0.7615854144096375
"Tłumaczenie na język polski:

""Starsi mówią, że w Jaskini Snów stajesz twarzą w twarz ze swoimi największymi lękami. Staw czoła temu, co sprawia, że budzisz się w nocy z krzykiem. Czegoś, co już było, będzie... lub może być.""

To tłumaczenie oddaje sens oryginalnego tekstu, zachowując jego atmosferę i znaczenie.","Starsi mówią, że w Jaskini Snów stajesz twarzą w twarz ze swoimi największymi lękami. Staw czoła temu, co sprawia, że budzisz się w nocy z krzykiem. Czegoś, co już było, będzie... lub może być.","Starsi mówią, że w Jaskini Snów stajesz twarzą w twarz ze swoimi największymi lękami. Staw czoła temu, co sprawia, że budzisz się w nocy z krzykiem. Czegoś, co już było, będzie... lub może być.","Starsi mówią, że w Jaskini Snów stajesz twarzą w twarz ze swoimi największymi lękami. Zmierz się z tym, co sprawia, że budzisz się w nocy, krzycząc. Coś, co już było, będzie... lub może się zdarzyć.",0.9386110421235122,0.6418513802229893,0.863000750541687,1.0,1.0,1.0,0.801535815405877,0.6402357329531176,0.9333614706993103
"Oto tłumaczenie na język polski:

Mówią, że Dzika Łowczyni zniszczyła twoją wioskę...

To zdanie może być częścią dialogu lub narracji w kontekście legendy o Dzikiej Łowczyni (Wild Hunt), która jest popularnym motywem w folklorze skandynawskim i bałtyckim. W tej legendzie Dzika Łowczyni to postać związana z lasami i naturą, czasem przedstawiana jako duch lub demoniczna istota, która może niszczyć wioski lub przynosić nieszczęścia tym, którzy jej się sprzeciwiają.","Mówią, że Dziki Łów zniszczył twoją wioskę...","Tłumaczenie samego zdania:

Mówią, że Dzika Łowczyni zniszczyła twoją wioskę...","Mówią, że Dzika Łowczyni zniszczyła twoją wieś...",0.3987412684514626,0.007998568064991291,0.7054007649421692,0.7037866791236497,0.06311969078225892,0.869419276714325,0.5930475891634474,0.07730551756939454,0.9100177884101868
"Tłumaczenie tego zdania na język polski brzmi:

Czy to ci odpowiada?

To pytanie jest często używane w sytuacjach, gdy ktoś proponuje coś drugiej osobie i chce się upewnić, czy ta propozycja jest dla niej akceptowalna lub satysfakcjonująca. Może być stosowane w różnych kontekstach, takich jak planowanie spotkań, wybór jedzenia, czy dyskusje o preferencjach.",Czy to ci odpowiada?,Czy to ci odpowiada?,Czy to ci odpowiada?,0.3338354808924935,0.04298807144691974,0.6783017516136169,1.0,1.0,0.9999999403953552,1.0,1.0,0.9999999403953552
"Oto tłumaczenie na język polski:

Hej, nieznajomy. Szukasz trochę rozrywki? Chcesz się napić?

To swobodne tłumaczenie dialogu z języka angielskiego na polski, oddające jego nieformalny charakter i potoczny styl mówienia.","Cześć, obcy. Szukasz rozrywki? Chcesz się napić?","Oto samo tłumaczenie:

Hej, nieznajomy. Szukasz trochę rozrywki? Chcesz się napić?",Cześć obcy. Szukasz rozrywki? Chcesz się napić?,0.5407491372628955,0.08218074077265651,0.7345890998840332,0.6805541137718502,0.24808415001701817,0.8411746621131897,0.9116579245233414,0.8091067115702212,0.9750677943229675
"Uspokój się! Zachowujesz się jak wściekłe psy, a nie jarlowie ze Skellige. Mów, wiedźminie.","Uspokój się! Zachowujesz się jak wściekłe psy, a nie jarlowie ze Skellige. Mów, wiedźminie.","Uspokój się! Zachowujesz się jak wściekłe psy, a nie jarlowie ze Skellige. Mów, wiedźminie.","Uspokój się! Zachowujecie się jak wściekłe psy, nie jarlowie Skellige. Mów, wiedźminie.",1.0,1.0,1.0,1.0,1.0,1.0,0.8504819143743055,0.3160941593146896,0.9587594270706177
"Folan! Byłem pewien, że nie żyjesz! Gdzie byłeś?

To tłumaczenie z języka angielskiego na polski. Zauważ, że w języku polskim użyto wykrzyknika na początku zdania, aby oddać emocjonalny ton oryginalnego tekstu. Ponadto, słowo ""Folan"" pozostało bez zmian, ponieważ jest to imię lub nazwisko postaci, które nie wymaga tłumaczenia.","Folan! Byłem pewien, że zginąłeś! Gdzie byłeś?","Folan! Byłem pewien, że nie żyjesz! Gdzie byłeś?","Folan! Myślałem, że nie żyjesz! Gdzie byłeś?",0.4666728872370532,0.056621705833762526,0.717528223991394,0.7320560618802291,0.4111336169005197,0.9436451196670532,0.4340811379753557,0.08307018474412793,0.8777272701263428
"Tłumaczenie tego zdania na język polski brzmi:

""Dobrze, zrobię to.""

To jest potwierdzenie gotowości wykonania jakiejś czynności lub zadania. W języku angielskim ""I do"" może być używane w różnych kontekstach, ale najczęściej oznacza akceptację lub zgodę na coś.",Ja też.,"Dobrze, zrobię to.",Jestem bardzo dobrym kucharzem.,0.03632643311384243,0.0,0.5477753281593323,0.07142857142857152,0.0,0.619387686252594,0.12477416440831084,0.0,0.6414242386817932
"Ach, za chwilę wystąpią osoby zgłaszające pretensje do tronu.

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, zachowując jednocześnie jego nieformalny charakter i lekkie zakłopotanie wyrażone przez ""ahem"". Warto zauważyć, że w języku polskim często używa się podobnych zwrotów, takich jak ""ach"", ""no cóż"" lub ""tak więc"", aby wprowadzić temat lub przygotować słuchacza na pewną informację.","Ach, osoby zgłaszające roszczenia do tronu pojawią się za chwilę.","Ach, za chwilę wystąpią osoby zgłaszające pretensje do tronu.","Ehm, osoby roszczące sobie prawo do tronu wystąpią za chwilę.",0.39573521846690585,0.008919345346052954,0.6928876638412476,0.508576013745918,0.05706135914957148,0.880220890045166,0.3924751094814793,0.06674094719041482,0.8493736982345581
"Tłumaczenie tego zdania na język polski brzmi:

""Wilkołaki - co o nich wiesz?""

To pytanie może być użyte w różnych kontekstach, na przykład w rozmowie o legendach i mitach, w dyskusji na temat folkloru lub w grze fabularnej. Wilkołaki to popularne stworzenia z mitologii i literatury grozy, często przedstawiane jako ludzie, którzy potrafią przemieniać się w wilki, zwykle podczas pełni księżyca.",Wilkarls - co jeszcze o nich wiesz?,Wilkołaki - co o nich wiesz?,Wilkołaki - co jeszcze o nich wiesz?,0.24423889859481482,0.008939891008723787,0.6361262202262878,0.4281051675833771,0.21506254256566312,0.8984626531600952,0.7593407462973233,0.8091067115702212,0.9201008677482605
"Tłumaczenie na polski:

Kurs. Lodowy Olbrzym był dopiero początkiem. ""Po bokach miał już wszystkie rodzaje szumowin, które mówiły, że nie jest taki duży.""

Wyjaśnienie:
To zdanie wydaje się być fragmentem dialogu lub narracji z jakiejś opowieści lub gry komputerowej. Wydaje się odnosić do postaci o imieniu ""Lodowy Olbrzym"" (Ice Giant), która jest przedstawiana jako potężna i groźna, ale inni bohaterowie próbują ją umniejszyć lub zaprzeczają jej wielkości. Zdanie może sugerować, że ta postać jest tylko jednym z wielu wyzwań lub przeciwników, z którymi główny bohater musi się zmierzyć.","Kurs. Olbrzym z lodu to był dopiero początek. Boki, już różne męty mówią, że on nie był taki wielki.","Kurs. Lodowy Olbrzym był dopiero początkiem. Po bokach miał już wszystkie rodzaje szumowin, które mówiły, że nie jest taki duży.","No jasne. Lodowy Olbrzym był dopiero początkiem. A poza tym, mnóstwo różnych drani już teraz twierdzi, że nie był taki duży.",0.3103720377276841,0.006332581705331762,0.6834686994552612,0.4026577033497074,0.028800248893410603,0.8102520704269409,0.4403943651774496,0.06393430688266227,0.7922362685203552
"Tłumaczenie tego zdania na język polski brzmi:

""Mogliby już zacząć.""

To zdanie wyraża sugestię lub prośbę o rozpoczęcie czegoś wcześniej niż planowano lub oczekiwano. Może być używane w różnych kontekstach, na przykład gdy ktoś się spieszy lub chce przyspieszyć proces.",Mogliby już zacząć.,Mogliby już zacząć.,Oni mogliby już zacząć.,0.40366857785694293,0.004620856909230222,0.6913796067237854,1.0,0.5623413251903491,1.0,0.9109648435198555,0.16990442448471224,0.9280825853347778
"""Aaaaa!"" to wykrzyknienie, które może być używane w różnych kontekstach, aby wyrazić zaskoczenie, strach, ból lub ekscytację. W języku polskim nie ma dokładnego tłumaczenia tego słowa, ponieważ jest ono głównie dźwiękonaśladowcze i emocjonalne. Można je po prostu przepisać bez zmiany, aby oddać jego znaczenie w danym kontekście.

Jeśli potrzebujesz bardziej szczegółowego opisu lub interpretacji tego wykrzyknienia w konkretnym kontekście, proszę podaj więcej informacji.",Aaaaa!,"Aaaaa! to wykrzyknienie, które może być używane w różnych kontekstach, aby wyrazić zaskoczenie, strach, ból lub ekscytację. W języku polskim nie ma dokładnego tłumaczenia tego słowa; można je po prostu przepisać bez zmiany, aby oddać jego znaczenie w danym kontekście.",Aaaaa!,0.07833023636064228,0.0,0.5552861094474792,0.13184260482701013,0.004620856909230222,0.576115071773529,1.0,0.1778279410038923,0.9999998807907104
"Ale to jest dłoń kobiety, a ty...

To zdanie w języku angielskim wydaje się być fragmentem dialogu lub narracji, który prawdopodobnie opisuje sytuację, w której ktoś zauważa, że dłoń należy do kobiety, i zwraca się bezpośrednio do osoby, która może być zaskoczona tym faktem. Tłumaczenie tego zdania na język polski brzmi: ""Ale to jest dłoń kobiety, a ty..."".","Ale to jest dłoń kobiety, a ty...","Ale to jest dłoń kobiety, a ty...","Ale ręka jest ręką kobiety, a ty--",0.47148892629392486,0.09530296889799902,0.6956957578659058,1.0,1.0,1.0,0.44416240570824134,0.08307018474412793,0.7967158555984497
"Tłumaczenie tego zdania na język polski brzmi: ""No to kto będzie pilnował owiec?""

To popularne angielskie powiedzenie, które jest używane w sytuacji, gdy ktoś zadaje pytanie retoryczne lub wyraża obawy co do tego, kto zajmie się daną sprawą, gdy on sam nie będzie mógł tego robić. W kontekście pracy lub odpowiedzialności, może to oznaczać, że osoba pytająca ma wątpliwości co do kompetencji lub zaangażowania innych osób w danej sytuacji.",Kto będzie pilnował owiec?,No to kto będzie pilnował owiec?,Kto się zajmie owcami?,0.3520036004067779,0.005572028299757559,0.6477528214454651,0.9325618372445894,0.20205155046766235,0.9197462201118469,0.14219965017570774,0.08034284189446518,0.8243264555931091
"Mówią, że to sama Freya zasiała je osobiście. Kiedy świat był młody, bogini kroczyła po Skelligach, rozsiewając nasiona wśród skał. Ale Uroburos, wąż, ugryzł dziurę w jej koszyku.","Mówią, że to sama Freya zasiała je. Kiedy świat był młody, bogini kroczyła po Skelligach, rozsiewając nasiona wśród skał. Ale Uroboros, wąż, ugryzł dziurę w jej koszyku.","Mówią, że to sama Freya zasiała je osobiście. Kiedy świat był młody, bogini kroczyła po Skelligach, rozsiewając nasiona wśród skał. Ale Uroburos, wąż, ugryzł dziurę w jej koszyku.","Mówi się, że sama Freja posadziła to drzewo. Kiedy świat był młody, bogini przeszła przez Skellige, siejąc nasiona pośród skał. Ale Uroburos, wąż, ugryzł dziurę w jej koszyku.",0.957976482020642,0.7637483416234716,0.9816528558731079,0.957976482020642,0.7637483416234716,0.9816528558731079,0.6531610216463785,0.3317190808936393,0.9073721170425415
"Jeśli jest jedna rzecz, której się nie boję, to są nią nekkery.

To tłumaczenie odzwierciedla dosłowne znaczenie oryginalnego zdania w języku angielskim, zachowując jego strukturę i ton. Warto zauważyć, że ""nekkery"" to potoczne określenie osób, które uporczywie nękają kogoś w Internecie lub przez inne media, często w sposób natrętny i irytujący.","Jedyną rzeczą, której się nie boję, są nekkersy.","Jeśli jest jedna rzecz, której się nie boję, to są nią nekkery.","Jeśli jest coś, czego się nie boję, to są nekkery.",0.39000529929967825,0.04729181034073558,0.6916317343711853,0.6196505186830429,0.22416933501922293,0.8482934236526489,0.42585258434103107,0.1122444464861146,0.818278431892395
"Tłumaczenie na język polski:

""Jest lojalny wobec klanu, więc nigdy nie powiedziałby tego otwarcie. Ale zasugerował, że problemy Udalryka prawdopodobnie pochodzą od Akiego.""

To zdanie zostało przetłumaczone dosłownie i zachowuje sens oryginalnego tekstu. Warto zauważyć, że w języku polskim często używamy bardziej bezpośrednich form wyrażania myśli niż w języku angielskim, dlatego tłumaczenia mogą czasem brzmieć mniej naturalnie. Jednak w tym przypadku tłumaczenie oddaje intencję oryginalnego tekstu i jest poprawne gramatycznie oraz stylistycznie.","Jest lojalny wobec klanu, więc nigdy by tego otwarcie nie powiedział. Ale zasugerował, że kłopoty Udalryka prawdopodobnie pochodzą od Akiego.","Jest lojalny wobec klanu, więc nigdy nie powiedziałby tego otwarcie. Ale zasugerował, że problemy Udalryka prawdopodobnie pochodzą od Akiego.","Jest lojalny wobec klanu, więc nigdy nie powiedziałby tego otwarcie. Ale sugerował, że problemy Udalryka prawdopodobnie pochodzą od Akiego.",0.6850542883978173,0.09789855206790476,0.745959997177124,0.867271258276827,0.4976073745155908,0.9663933515548706,0.8322476657289378,0.4503955556330876,0.9585595726966858
"Tłumaczenie słowa ""A fiend"" na język polski to ""Diabeł"".

Wyjaśnienie:
- ""Fiend"" w języku angielskim oznacza ""diabła"", ""demona"" lub ""złośliwego ducha"".
- W języku polskim odpowiednikiem tego słowa jest ""diabeł"".
- Słowo ""diabeł"" może być używane zarówno w kontekście religijnym, jak i metaforycznym, aby opisać kogoś bardzo złego lub niegodziwego.

Jeśli masz dodatkowe pytania dotyczące tłumaczenia lub chcesz omówić szersze znaczenie tego słowa, chętnie pomogę!",Diabeł.,Tłumaczenie słowa A fiend na język polski to Diabeł.,Diabeł.,0.08266180807427201,0.0,0.5658878087997437,0.5275989764464252,0.023980296761827107,0.7068435549736023,1.0,0.1778279410038923,1.0000001192092896
"Jeśli nazwiesz walkę w jego sercu i głowie bitwą...

To tłumaczenie odnosi się do oryginalnego zdania, które brzmi: ""If you call the strife in his heart and head a battle..."". W języku polskim można to przetłumaczyć jako:

""Jeśli nazwiesz zamęt w jego sercu i głowie bitwą...""

Warto zauważyć, że słowo ""strife"" (zamęt) zostało przetłumaczone jako ""walka"", co jest bliskie znaczeniowo, ale nie dosłowne tłumaczenie. Kontekst sugeruje, że chodzi o wewnętrzną rozterkę lub konflikt emocjonalny, który może być postrzegany jako ""bitwa"".",Jeśli nazwiesz walkę w jego sercu i głowie bitwą...,Jeśli nazwiesz zamęt w jego sercu i głowie bitwą...,Jeśli nazwiesz niepokój w jego sercu i głowie bitwą…,0.4979333623909579,0.09447564055688018,0.6550037264823914,0.8204527637432077,0.6606328636027614,0.9504777193069458,0.7405449655396064,0.5133450480401704,0.8907549977302551
"Tłumaczenie tego wyrażenia na język polski to:

""Wisieć na kimś?""

To potoczne wyrażenie w języku angielskim oznacza zazwyczaj prośbę o pomoc lub wsparcie, często w kontekście finansowym lub emocjonalnym. W języku polskim może być używane w podobny sposób, choć jest mniej powszechne i bardziej kolokwialne.","Wisząc na tobie, kumpel?",Wisieć na kimś?,"Wiesz co, stary?",0.1234926787252369,0.004089349842971759,0.591055691242218,0.12638798220481393,0.0814136751754278,0.7825521230697632,0.11621872261500643,0.0,0.7355867624282837
"Gratulacje! Będziesz wspaniałą królową.

To proste tłumaczenie z języka angielskiego na polski. Warto zauważyć, że w języku polskim nie ma bezpośredniego odpowiednika słowa ""queen"" (królowa) w formie męskiej, dlatego używamy ogólnego określenia ""władca"". Jednak w kontekście gratulacji dla kobiety, która obejmuje tron lub zostaje koronowana, słowo ""królowa"" jest najbardziej odpowiednim tłumaczeniem.",Gratulacje. Będziesz wspaniałą królową.,Gratulacje! Będziesz wspaniałą królową.,Gratulacje. Będziesz świetną królową.,0.46365629827149507,0.01778457282450253,0.7113493084907532,0.8926389271088038,0.3976353643835253,0.9623241424560547,0.7011975842385766,0.1880301546543197,0.9617524743080139
"Ach! Rozumiem. Musisz przygotować napar z lubczyku. Godzinę wcześniej, wiesz, to i owo, tamto i siamto.","Ach. Rozumiem. Musisz przygotować napar z lubczyku. Godzinę wcześniej, wiesz, to, tamto, owo.",Ach! Rozumiem. Musisz przygotować napar z lubczyku.,"Ach. Rozumiem. Musisz przygotować napar z lubczyku. Godzinę wcześniej, wiesz, to, tamto, inne.",0.8848032575172904,0.5129497107827519,0.9431586861610413,0.5267991835941365,0.3433629176453739,0.873302161693573,0.9498675794975454,0.912167909070388,0.9764083623886108
"Tłumaczenie tego zdania na język polski brzmi:

""Pokaż mi swoje towary.""

To jest dosłowne tłumaczenie, które zachowuje znaczenie oryginalnego angielskiego wyrażenia ""Show me your goods"". Warto jednak pamiętać, że w języku polskim istnieją również inne sposoby wyrażenia tej samej prośby lub polecenia, np.:

- Pokaż mi, co masz.
- Przedstaw mi swój asortyment.
- Zaprezentuj mi swoje produkty.

Wybór konkretnej formy może zależeć od kontekstu i stylu komunikacji.",Pokaż mi swoje towary.,Pokaż mi swoje towary.,Pokaż mi swoje towary.,0.30485974702313795,0.006259217770592249,0.6591435670852661,1.0,1.0,1.0,1.0,1.0,1.0
"Dziękuję za przewidywanie.

To tłumaczenie jest dosłowne i może być użyte w kontekście, gdy ktoś prosi o przewidzenie lub wyraża podziękowania za czyjeś przewidywania lub prognozy. Jeśli potrzebujesz bardziej szczegółowego kontekstu lub innej formy tego zdania, daj mi znać!",Dziękuję za przewidywanie.,Dziękuję za przewidywanie.,"Nie jestem pewien, co robić dalej.",0.503896563198362,0.023480087201163912,0.7246642708778381,1.0,0.5623413251903491,1.0,0.11711937730174815,0.0,0.71444171667099
"Tłumaczenie na polski:

Freya uśmiechnęła się do kogoś dzisiaj. Nie dziwne... rzadko patrzy przyjaźnie na obcych.

To zdanie wydaje się pochodzić z jakiejś opowieści fantasy lub science fiction, gdzie ""Freya"" może być imieniem postaci lub bóstwa, a ""obcy"" to prawdopodobnie istoty spoza znanego świata lub ludzie o odmiennej naturze. Kontekst sugeruje, że Freya nie jest zbyt skłonna do okazywania życzliwości wobec tych, którzy są inni lub nieznani.",Freya uśmiechnęła się do kogoś dzisiaj. Nie dziwne... rzadko patrzy przyjaźnie na obcych.,"Tłumaczenie na polski:

Freya uśmiechnęła się do kogoś dzisiaj. Nie dziwne... rzadko patrzy przyjaźnie na obcych.",Freya uśmiechnęła się dziś do kolejnego. Nie dziwne... rzadko patrzy życzliwie na obcych.,0.7094469287532026,0.1747637293292756,0.7732921838760376,0.9738431682535613,0.7916963878457504,0.9181458353996277,0.7043440131814321,0.3200286101270289,0.9058675169944763
"Jeśli masz ochotę na bijatyki i chcesz kontynuować, pozostaje jeszcze Einar do pokonania.

To tłumaczenie zachowuje ducha oryginalnego zdania w języku angielskim, używając archaicznego stylu i nieco kolokwialnego tonu. Warto zauważyć, że w języku polskim również istnieją podobne formy wyrażeń, które mogą być używane w kontekście opowieści przygodowych lub historycznych.","Jeśli bijatyki leżą w twojej naturze i chcesz kontynuować, pozostał jeszcze Einar do pokonania.","Jeśli masz ochotę na bijatyki i chcesz kontynuować, pozostaje jeszcze Einar do pokonania.","Jeśli masz skłonność do bijatyk i chcesz kontynuować, jest jeszcze Einar do pokonania.",0.552127763703402,0.07217661658783725,0.706328272819519,0.6919515335803482,0.27576989477711045,0.8807039260864258,0.6075701170864237,0.267768029597763,0.8668840527534485
"Tłumaczenie tego zdania na język polski brzmi:

""Znam wielu, którzy pragną korony... Ale nikogo, kto by się tak poniżył, żeby ją zdobyć.""

To zdanie wyraża podobną myśl jak oryginalne angielskie powiedzenie, sugerując, że choć wiele osób może marzyć o osiągnięciu wysokiej pozycji lub sukcesu, rzadko kto jest gotów zrobić coś niegodnego lub upokarzającego, aby ten cel osiągnąć.","Wiem o wielu, którzy pragną korony... Ale nikt, kto by się tak poniżył, aby ją zdobyć.","Znam wielu, którzy pragną korony... Ale nikogo, kto by się tak poniżył, żeby ją zdobyć.","Znam wielu, którzy pragną korony... Ale nikogo, kto by się tak poniżył, żeby ją zdobyć.",0.6350790776893303,0.12738148638291735,0.7429320216178894,0.8304324572222358,0.4961577855632883,0.9482393860816956,0.8304324572222358,0.4961577855632883,0.9482393860816956
"A co z tym?

Tekst ""And?"" w języku angielskim można przetłumaczyć na polski jako ""I co dalej?"" lub ""A co teraz?"". Kontekst, w jakim to pytanie jest używane, może pomóc w dokładniejszym określeniu jego znaczenia. W podanym przykładzie ""And?"" zostało przetłumaczone jako ""A co z tym?"", co sugeruje kontynuację rozmowy lub dyskusji i prośbę o wyjaśnienie kolejnych kroków lub informacji.",A co z tym?,I co dalej? lub A co teraz?,I co?,0.14643643251603927,0.03784219180388753,0.6019763350486755,0.17051857451902172,0.06985342056580097,0.7684229612350464,0.09104199893673585,0.0,0.7272721529006958
"Tłumaczenie na język polski:

""Pożegnanie, an Craite.""

To zdanie wydaje się być połączeniem dwóch elementów:
1. ""Pożegnanie"" - słowo oznaczające akt rozstania lub końca czegoś.
2. ""an Craite"" - prawdopodobnie imię lub nazwisko osoby, której to pożegnanie dotyczy.

Całe zdanie może oznaczać pożegnanie z kimś o imieniu lub nazwisku Craite.","Żegnaj, An Craite.","Pożegnanie, an Craite.

To zdanie oznacza pożegnanie z kimś o imieniu lub nazwisku Craite.","Żegnaj, Kraite.",0.1888354603680422,0.00366753025392797,0.626494824886322,0.36359697520688233,0.01428363257865929,0.6910805106163025,0.5777639262917339,0.09069748827745895,0.8671259880065918
"Tłumaczenie tego zdania na język polski brzmi:

""Kolejna ofiara.""

To zdanie może być używane w różnych kontekstach, na przykład w artykułach prasowych dotyczących przestępstw lub tragedii, gdzie mowa o kolejnej osobie poszkodowanej lub zmarłej. Warto pamiętać, że słowo ""ofiara"" ma tutaj znaczenie dosłowne i odnosi się do osoby, która poniosła szkodę lub straciła życie w wyniku jakiegoś zdarzenia.",Kolejna ofiara.,Kolejna ofiara.,Kolejna ofiara.,0.2590736267972669,0.0,0.63226318359375,1.0,0.316227766016838,0.9999998807907104,1.0,0.316227766016838,0.9999998807907104
"Tłumaczenie na język polski:

""Wstyd, żeby taki chłopak marnował się za kratami... Chodźmy. Może dzisiaj spróbuje cię Lugosz.""

To zdanie wydaje się pochodzić z dialogu lub narracji w kontekście sądowym lub więziennym, gdzie jedna osoba próbuje pocieszyć lub zachęcić drugą przed nadchodzącym procesem lub przesłuchaniem przez sędziego o nazwisku Lugosz.","Wstyd pozwolić, by taki chłopak marniał za kratami... Chodźmy. Może dzisiaj spróbuje cię Lugosz.","Wstyd, żeby taki chłopak marnował się za kratami... Chodźmy. Może dzisiaj spróbuje cię Lugosz.",Szkoda pozwolić takiemu chłopakowi marnować się za kratami... Chodźmy. Może dziś spróbuje cię Lugosz.,0.650719155917826,0.1261553619628621,0.7351818680763245,0.8038992639319393,0.5622008276590377,0.9542113542556763,0.6701852908350542,0.25712008025141314,0.9132624864578247
"Tłumaczenie tego zdania na język polski brzmi:

""Wytrwaj, Leifie! Wkrótce ich wykończę!""

To krótkie, zachęcające zdanie, które może być użyte w kontekście gry komputerowej lub filmu akcji. Oto kilka dodatkowych informacji o tym tłumaczeniu:

1. ""Hang in there"" to idiomatyczne wyrażenie w języku angielskim, które dosłownie oznacza ""trzymaj się tam"", ale jest używane jako zachęta do wytrwałości i cierpliwości.

2. ""Leif"" pozostaje bez zmian, ponieważ jest to imię własne.

3. ""I'll soon finish them off"" można przetłumaczyć jako ""wkrótce ich wykończę"". To wyrażenie sugeruje, że mówiący ma nadchodzące zwycięstwo lub osiągnięcie celu.

4. Tłumaczenie to zachowuje ton oryginalnego zdania - jest ono zwięzłe, pełne determinacji i skierowane do konkretnej osoby (Leifa).

5. Warto zauważyć, że w języku polskim nie ma dokładnego odpowiednika dla tego idiomu, dlatego tłumaczenie może wydawać się nieco sztuczne, ale najlepiej oddaje znaczenie oryginału.","Trzymaj się, Leif! Wkrótce ich załatwię!","Wytrwaj, Leifie! Wkrótce ich wykończę!","Trzymaj się, Leif! Wkrótce ich wykończę!",0.18651856488921356,0.0027754473187029493,0.6040356755256653,0.39245865206511477,0.09302577375697234,0.8626736998558044,0.7462581476872274,0.7598356856515925,0.936331570148468
"Tekst ""Take you'll decide when"" można przetłumaczyć na język polski jako:

""Weź, kiedy zdecydujesz.""

Warto jednak zauważyć, że to tłumaczenie może nie być dosłowne i pełne w kontekście oryginalnego zdania. W zależności od sytuacji, w której to zdanie jest używane, mogą istnieć inne bardziej odpowiednie tłumaczenia. Na przykład, jeśli chodzi o decyzję dotyczącą czasu lub momentu, można również powiedzieć:

""Weź, gdy zdecydujesz się.""
lub
""Weź, kiedy postanowisz.""

Jeśli potrzebujesz bardziej szczegółowego tłumaczenia lub masz dodatkowe informacje kontekstowe, daj mi znać!",Ty zdecydujesz kiedy.,"Weź, kiedy zdecydujesz.",Zdecydujesz kiedy.,0.19092408641562988,0.002265553897317694,0.5966994166374207,0.7049136332744405,0.0,0.8434686064720154,0.8262984770911342,0.09069748827745895,0.9243608117103577
"Tłumaczenie tego zdania na język polski brzmi:

""Na Brana! Niech mu niczego w świecie nie zabraknie!""

To jest popularne powiedzenie używane w kontekście życzenia komuś szczęścia i dobrobytu. ""Bran"" to imię, które może być skróconą formą imienia Bronisław lub po prostu oznaczać ""dobry"". Całe wyrażenie jest używane jako forma błogosławieństwa lub życzenia pomyślności dla danej osoby.",To Bran! Niech niczego mu w świecie nie braknie!,Na Brana! Niech mu niczego w świecie nie zabraknie!,To jest Bran! Niech niczego mu nie braknie na świecie!,0.37599357418433904,0.019963051283534008,0.6765827536582947,0.629957658684709,0.14113991930789777,0.9276291728019714,0.7791012902575125,0.2907153684841096,0.9475484490394592
"Oto tłumaczenie na język polski:

""Udana uczta pod każdym względem, Crach. Zobaczymy się później.""

To zdanie wydaje się być fragmentem dialogu lub narracji z książki lub filmu fantasy, gdzie ""Crach"" jest imieniem postaci. Wyrażenie ""udana uczta pod każdym względem"" sugeruje pozytywną ocenę jakiegoś wydarzenia lub spotkania, a ""Zobaczymy się później"" to zwyczajowe pożegnanie.","Udana uczta pod każdym względem, Crach. Do zobaczenia później.","Udana uczta pod każdym względem, Crach. Zobaczymy się później.","Udana uczta pod każdym względem, Crach. Do zobaczenia później.",0.5525199665171165,0.06428216024520217,0.6894897222518921,0.7676163950501987,0.6104735835807844,0.9176998138427734,1.0,1.0,0.9999999403953552
"Tłumaczenie tego zdania na język polski brzmi:

""Pamiętam... Chociaż znalazłem się pod wrażeniem tego, co miałem tuż przed sobą.""

To zdanie jest fragmentem narracji pierwszoosobowej, prawdopodobnie z opowiadania lub wspomnienia. Osoba mówiąca przypomina sobie jakąś sytuację i wyraża swoje uczucie zachwytu nad czymś, co widziała bezpośrednio przed sobą.","Pamiętam... Chociaż znalazłem się pod wrażeniem tego, co miałem tuż przed sobą.","Pamiętam... Chociaż znalazłem się pod wrażeniem tego, co miałem tuż przed sobą.","Pamiętam... Chociaż znalazłem się podziwiając to, co miałem tuż przed sobą.",0.73338510238069,0.19057582910221915,0.7636739015579224,1.0,1.0,1.0000001192092896,0.7912194261220703,0.5366551979187751,0.9343733191490173
