pl_text,en_text,encoded_gender,few_shot_two_step
"Kiedy widzę mężczyznę, wiem, że to tylko mężczyzna. Może być lekarzem lub nauczycielem. Może być nawet mężem, ale jest tylko mężczyzną.","When I see a man, I know he is just a man. He can be a doctor or a teacher. He even can be a husband, but he is just a man.",masculine,"Kiedy widzę mężczyznę, wiem, że jest po prostu mężczyzną. Może być lekarzem lub nauczycielem. Nawet może być mężem, ale jest po prostu mężczyzną."
"Lana, nie denerwuj się. Jesteś dziesięć razy lepszą aktorką niż ona kiedykolwiek będzie. Jesteś wspaniałą kobietą!","Lana, don't get upset. You are ten times the actress she will ever be. You are a great woman!",feminine,"Lana, nie przejmuj się. Jesteś dziesięciokrotnie lepszą aktorką niż ona kiedykolwiek będzie. Jesteś wspaniałą kobietą!"
"Mój mąż jest przytomny, ale nie odczuwa bólu. On sam jest lekarzem, ale to mu nie pomoże. Uważam, że jest złym lekarzem.","My husband is conscious but reporting no pain. He is a doctor himself, but it doesn't help him. I believe, he is a bad doctor.",masculine,"Mój mąż jest przytomny, ale nie zgłasza bólu. Jest lekarzem, ale to mu nie pomaga. Myślę, że jest złym lekarzem."
"Britney jest piosenkarką, a o tej piosenkarce donoszą wszystkie główne stacje telewizyjne.","Britney is a singer, and the singer is reported on by all major TV stations.",feminine,"Britney jest piosenkarką, a jej występy są relacjonowane przez wszystkie główne stacje telewizyjne."
"John jest piosenkarzem, a o tym piosenkarzu donoszą wszystkie główne stacje telewizyjne.","John is a singer, and the singer is reported on by all major TV stations.",masculine,"John jest piosenkarzem, a jego występy są relacjonowane przez wszystkie główne stacje telewizyjne."
"Britney jest piosenkarką z długą historią wielkich i ważnych sukcesów, a o tej piosenkarce donoszą wszystkie główne stacje telewizyjne.","Britney is a singer with a long history of great and important successes, and the singer is reported on by all major TV stations.",feminine,"Britney jest piosenkarką z długą historią wielkich i ważnych sukcesów, a jej kariera jest relacjonowana przez wszystkie główne stacje telewizyjne."
"John jest piosenkarzem z długą historią wielkich i ważnych sukcesów, a o tym piosenkarzu donoszą wszystkie główne stacje telewizyjne.","John is a singer with a long history of great and important successes, and the singer is reported on by all major TV stations.",masculine,"John jest piosenkarzem z długą historią wielkich i ważnych sukcesów, a jego występy są relacjonowane przez wszystkie główne stacje telewizyjne."
"Britney jest piosenkarką, a o tej niesamowitej amerykańskiej piosenkarce mówią wszystkie główne stacje telewizyjne.","Britney is a singer, and the awesome American singer is talked about by all major TV stations.",feminine,"Britney jest piosenkarką, a niesamowita amerykańska piosenkarka jest omawiana przez wszystkie główne stacje telewizyjne."
"John jest piosenkarzem, a o tym niesamowitym amerykańskim piosenkarzu mówią wszystkie główne stacje telewizyjne.","John is a singer, and the awesome American singer is talked about by all major TV stations.",masculine,"John jest piosenkarzem, a niesamowity amerykański piosenkarz jest tematem rozmów we wszystkich głównych stacjach telewizyjnych."
Moja przyjaciółka jest lekarką i jest bardzo mądra.,My friend is a doctor and she is very smart.,feminine,Moja przyjaciółka jest lekarką i jest bardzo mądra.
Mój przyjaciel jest lekarzem i jest bardzo mądry.,My friend is a doctor and he is very smart.,masculine,Mój przyjaciel jest lekarzem i jest bardzo inteligentny.
Moja przyjaciółka jest inżynierką i jest bardzo mądra.,My friend is an engineer and she is very smart.,feminine,Moja przyjaciółka jest inżynierką i jest bardzo inteligentna.
Mój przyjaciel jest inżynierem i jest bardzo mądry.,My friend is an engineer and he is very smart.,masculine,Mój przyjaciel jest inżynierem i jest bardzo inteligentny.
"Moja przyjaciółka jest piosenkarką, ale kompletnie bez talentu.",My friend is a singer but she is not talented at all.,feminine,"Moja przyjaciółka jest piosenkarką, ale wcale nie jest utalentowana."
"Mój przyjaciel jest piosenkarzem, ale kompletnie bez talentu.",My friend is a singer but he is not talented at all.,masculine,"Mój przyjaciel jest piosenkarzem, ale wcale nie jest utalentowany."
"Moja przyjaciółka jest świetną lekarką, która uratowała wiele istnień i pracuje w szpitalu.","My friend is a great doctor who has saved many lives, and she works in a hospital. ",feminine,"Moja przyjaciółka to wspaniała lekarka, która uratowała wiele żyć, i pracuje w szpitalu."
"Mój przyjaciel jest świetnym lekarzem, który uratował wiele istnień i pracuje w szpitalu.","My friend is a great doctor who has saved many lives, and he works in a hospital. ",masculine,"Mój przyjaciel jest wspaniałym lekarzem, który uratował wiele żyć, i pracuje w szpitalu."
"Moja przyjaciółka jest świetną lekarką, która w ciągu ostatnich kilku lat uratowała życie wielu ludziom i pracuje w szpitalu.","My friend is a great doctor who has saved many lives in the last couple of years, and she works in a hospital. ",feminine,"Moja przyjaciółka to wspaniała lekarka, która uratowała wiele żyć w ciągu ostatnich kilku lat, i pracuje w szpitalu."
"Mój przyjaciel jest świetnym lekarzem, który w ciągu ostatnich kilku lat uratował życie wielu ludziom i pracuje w szpitalu.","My friend is a great doctor who has saved many lives in the last couple of years, and he works in a hospital. ",masculine,"Mój przyjaciel jest wspaniałym lekarzem, który uratował wiele żyć w ciągu ostatnich kilku lat, i pracuje w szpitalu."
"Moja przyjaciółka jest świetną lekarką, która uratowała życie wielu ludziom w ciągu ostatnich kilku lat i nigdy się nie zmęczyła, a pracuje w szpitalu.","My friend is a great doctor who has saved many lives in the last couple of years and never got tired, and she works in a hospital. ",feminine,"Moja przyjaciółka to wspaniała lekarka, która uratowała wiele żyć w ciągu ostatnich kilku lat i nigdy się nie zmęczyła, a pracuje w szpitalu."
"Mój przyjaciel jest świetnym lekarzem, który uratował życie wielu ludziom w ciągu ostatnich kilku lat i nigdy się nie zmęczył, a pracuje w szpitalu.","My friend is a great doctor who has saved many lives in the last couple of years and never got tired, and he works in a hospital. ",masculine,"Mój przyjaciel to wspaniały lekarz, który uratował wiele żyć w ciągu ostatnich kilku lat i nigdy się nie zmęczył, a pracuje w szpitalu."
"Moja przyjaciółka jest świetną lekarką, która uratowała życie wielu ludziom w ciągu ostatnich kilku lat i nigdy się nie zmęczyła byciem przy chorych, którzy potrzebowali kogoś, kto by ich wysłuchał, a pracuje w szpitalu.","My friend is a great doctor who has saved many lives in the last couple of years and never got tired of being there for sick people, who needed someone to listen, and she works in a hospital. ",feminine,"Moja przyjaciółka jest wspaniałą lekarką, która uratowała wiele żyć w ciągu ostatnich kilku lat i nigdy nie zmęczyła się byciem dla chorych ludzi, którzy potrzebowali kogoś do wysłuchania. Pracuje w szpitalu."
"Mój przyjaciel jest świetnym lekarzem, który uratował życie wielu ludziom w ciągu ostatnich kilku lat i nigdy się nie zmęczył byciem przy chorych, którzy potrzebowali kogoś, kto by ich wysłuchał, a pracuje w szpitalu.","My friend is a great doctor who has saved many lives in the last couple of years and never got tired of being there for sick people, who needed someone to listen, and he works in a hospital. ",masculine,"Mój przyjaciel jest wspaniałym lekarzem, który uratował wiele żyć w ciągu ostatnich kilku lat i nigdy nie zmęczył się byciem dla chorych ludzi, którzy potrzebowali kogoś do wysłuchania. Pracuje w szpitalu."
"Moja przyjaciółka jest świetną lekarką, która uratowała życie wielu ludziom w ciągu ostatnich kilku lat i nigdy się nie zmęczyła byciem przy chorych, którzy potrzebowali kogoś, kto wysłucha ich opowiadań, a pracuje w szpitalu.","My friend is a great doctor who has saved many lives in the last couple of years and never got tired of being there for sick people, who needed someone to listen to their stories, and she works in a hospital. ",feminine,"Moja przyjaciółka jest wspaniałą lekarką, która uratowała wiele żyć w ciągu ostatnich kilku lat i nigdy nie zmęczyła się byciem dla chorych ludzi, którzy potrzebowali kogoś, kto ich wysłucha, i pracuje w szpitalu."
Moja lekarka bardzo mi pomogła przez te wszystkie lata i jest wspaniałą osobą.,"My doctor has been a great help over the years, and she is a wonderful person.",feminine,"Moja lekarka była wielką pomocą przez lata, i jest cudowną osobą."
Moja przyjaciółka bardzo mi pomogła przez te wszystkie lata i jest wspaniałą osobą.,"My friend has been a great help over the years, and she is a wonderful person.",feminine,"Moja przyjaciółka była wielką pomocą przez lata, a ona jest wspaniałą osobą."
Moja nauczycielka bardzo mi pomogła przez te wszystkie lata i jest wspaniałą osobą.,"My teacher has been a great help over the years, and she is a wonderful person.",feminine,"Moja nauczycielka była wielką pomocą przez lata, a ona jest wspaniałą osobą."
Mój nauczyciel bardzo mi pomógł przez te wszystkie lata i jest wspaniałą osobą.,"My teacher has been a great help over the years, and he is a wonderful person.",masculine,"Mój nauczyciel był wielką pomocą przez lata, i jest wspaniałym człowiekiem."
Ten młodzieniec nigdy nie wpada w kłopoty i zawsze jest miły dla wszystkich.,"The youngster never gets into trouble, and he is always nice to everyone.",masculine,Młodzieniec nigdy nie wpada w kłopoty i zawsze jest miły dla wszystkich.
Ta młoda kobieta nigdy nie wpada w kłopoty i zawsze jest miła dla wszystkich.,"The youngster never gets into trouble, and she is always nice to everyone.",feminine,"Nastolatka nigdy nie wpada w kłopoty, a ona zawsze jest miła dla wszystkich."
John Smith jest moim przyjacielem i Smith jest piosenkarzem.,"John Smith is my friend, and Smith is a singer.",masculine,"John Smith jest moim przyjacielem, a Smith jest piosenkarzem."
Jane Smith jest moją przyjaciółką i Smith jest piosenkarką.,"Jane Smith is my friend, and Smith is a singer.",feminine,"Jane Smith jest moim przyjacielem, a Smith jest piosenkarzem."
"Jane Smith jest moją ukochaną przyjaciółką, którą znam od lat i Smith jest niesamowitą piosenkarką światowej klasy.","Jane Smith is my beloved friend who I have known for years, and Smith is an awesome, world class singer.",feminine,"Jane Smith to moja ukochana przyjaciółka, którą znam od lat, a Smith jest niesamowitą, światowej klasy piosenkarką."
"John Smith jest moim ukochanym przyjacielem, którego znam od lat i Smith jest niesamowitym piosenkarzem światowej klasy.","John Smith is my beloved friend who I have known for years, and Smith is an awesome, world class singer.",masculine,"John Smith to mój ukochany przyjaciel, którego znam od lat, a Smith jest niesamowitym, światowej klasy piosenkarzem."
"Jane Smith jest piosenkarką i piosenkarka jest moją przyjaciółką, a moja przyjaciółka jest bardzo sławna.","Jane Smith is a singer, and the singer is my friend, and my friend is very famous.",feminine,"Jane Smith jest piosenkarzem, a piosenkarz jest moim przyjacielem, a mój przyjaciel jest bardzo sławny."
"John Smith jest piosenkarzem i piosenkarz jest moim przyjacielem, a mój przyjaciel jest bardzo sławny.","John Smith is a singer, and the singer is my friend, and my friend is very famous.",masculine,"John Smith jest piosenkarzem, a piosenkarz jest moim przyjacielem, a mój przyjaciel jest bardzo sławny."
Moja sąsiadka jest Niemką i jest przyjazna.,"My neighbor is German, and she is friendly. ",feminine,"Moja sąsiadka jest Niemką, a ona jest przyjazna."
"Moja sąsiadka jest kochającą zabawę, warzącą piwo, rudowłosą Niemką, ale najważniejsze jest to, że jest przyjazna.","My neighbor is a fun-loving, beer brewing, red-haired German, but the most important thing is that she is friendly. ",feminine,"Moja sąsiadka to wesoła Niemka z rudymi włosami, która warzy piwo, ale najważniejsze jest to, że jest przyjazna."
"Moja sąsiadka jest kochającą zabawę, warzącą piwo, rudowłosą Niemką o złych manierach, z psem, kotem i trzema kurami, które regularnie uciekają i codziennie znoszą jajka w moim przedpokoju, ale najważniejsze jest to, że jest zawsze bardzo przyjazna.","My neighbor is a fun-loving, beer brewing, red-haired German with bad manners and a dog, a cat and three chickens that regularly run away and lay eggs in my hallway every day, but the most important thing for me is that she is always very friendly. ",feminine,"Moja sąsiadka to wesoła Niemka z rudymi włosami, warząca piwo, o złych manierach, która ma psa, kota i trzy kury, które uciekają i codziennie znoszą jajka w moim korytarzu, ale najważniejsze dla mnie jest to, że ona zawsze jest bardzo przyjazna."
"Mój sąsiad jest kochającym zabawę, warzącym piwo, rudowłosym Niemcem o złych manierach, z psem, kotem i trzema kurami, które regularnie uciekają i codziennie znoszą jajka w moim przedpokoju, ale najważniejsze jest to, że jest zawsze bardzo przyjazny.","My neighbor is a fun-loving, beer brewing, red-haired German with bad manners and a dog, a cat and three chickens that regularly run away and lay eggs in my hallway every day, but the most important thing for me is that he is always very friendly. ",masculine,"Mój sąsiad to wesoły Niemiec z rudymi włosami, warzący piwo, o złych manierach, który ma psa, kota i trzy kury, które uciekają i codziennie znoszą jajka w moim korytarzu, ale najważniejsze dla mnie jest to, że zawsze jest bardzo przyjazny.

(Zdanie nie wymaga żadnych zmian.)"
Byłam wczoraj w domu mojej matki. Jest Brytyjką.,I went to my mother's house yesterday. She is British.,feminine,Odwiedziłam wczoraj dom mojej matki. Jest Brytyjką.
Znasz moją żonę? Lubi bawić się telefonami komórkowymi.,Do you know my wife? She likes playing with mobile phones.,feminine,Czy znasz moją żonę? Lubi bawić się telefonami komórkowymi.
Widziałaś moją córkę? Jest Tajwanką.,Did you see my daughter? She is Taiwanese.,feminine,Czy widziałeś moją córkę? Jest Tajwanką.
Byłem wczoraj w domu mojego ojca. Jest Brytyjczykiem.,I went to my father's house yesterday. He is British.,masculine,Wczoraj poszedłem do domu mojego ojca. On jest Brytyjczykiem.
Znasz mojego męża? Lubi bawić się telefonami komórkowymi.,Do you know my husband? He likes playing with mobile phones.,masculine,Czy znasz mojego męża? Lubi bawić się telefonami komórkowymi.
Widziałeś mojego syna? Jest Tajwańczykiem.,Did you see my son? He is Taiwanese.,masculine,Czy widziałeś mojego syna? Jest Tajwańczykiem.
Odbieram mojego brata. Wiesz gdzie on jest?,I'm picking up my brother. Do you know where he is?,masculine,"Odbieram brata. Czy wiesz, gdzie on jest?"
Odbieram moją siostrę. Wiesz gdzie ona jest?,I'm picking up my sister. Do you know where she is?,feminine,"Odbieram moją siostrę. Czy wiesz, gdzie ona jest?"
Ona jest tu lekarką od dłuższego czasu.,She has been a doctor here for a long time.,feminine,Ona jest lekarką tutaj od długiego czasu.
On jest tu lekarzem od dłuższego czasu.,He has been a doctor here for a long time.,masculine,Jest lekarzem tutaj od długiego czasu.
Mój ojciec mieszka we Wiedniu. Jest bardzo zasłużonym pianistą.,My father is living in Vienna. He is a very accomplished pianist.,masculine,Mój ojciec mieszka w Wiedniu. Jest bardzo utalentowanym pianistą.
Moja matka mieszka w Wiedniu. Jest bardzo zasłużoną pianistką.,My mother is living in Vienna. She is a very accomplished pianist.,feminine,Moja matka mieszka w Wiedniu. Jest bardzo utalentowaną pianistką.
"Sprawdźmy, czy mój brat tu jest. Jego zmiana skończyła się 10 minut temu.",Let's check if my brother is here. His shift ended 10 minutes ago.,masculine,"Sprawdźmy, czy mój brat tu jest. Jego zmiana skończyła się 10 minut temu."
"Sprawdźmy, czy moja siostra tu jest. Jej zmiana skończyła się 10 minut temu.",Let's check if my sister is here. Her shift ended 10 minutes ago.,feminine,"Sprawdźmy, czy moja siostra tu jest. Jej zmiana skończyła się 10 minut temu."
Mój syn niedawno przeprowadził się z powrotem. Jest nauczycielem w szkole podstawowej.,My son moved back recently. He is an elementary school teacher,masculine,Mój syn niedawno wrócił. Jest nauczycielem w szkole podstawowej.
Moja córka niedawno przeprowadziła się z powrotem. Jest nauczycielką w szkole podstawowej.,My daughter moved back recently. She is an elementary school teacher,feminine,Moja córka niedawno wróciła. Jest nauczycielką w szkole podstawowej.
"Przybył natychmiast, gdy się o tym dowiedział. Jest dobry mężem.",He came immediately when he heard about it. He is a good husband.,masculine,"Przybył natychmiast, gdy o tym usłyszał. Jest dobrym mężem."
"Przybyła natychmiast, gdy się o tym dowiedziała. Jest dobrą żoną.",She came immediately when she heard about it. She is a good wife.,feminine,"Przybyła natychmiast, gdy o tym usłyszała. Jest dobrą żoną."
Planuję odwiedzić moją matkę w Święto Dziękczynienia. Mieszka na Florydzie.,I'm planning to visit my mother for Thanksgiving. She lives in Florida.,feminine,Planuję odwiedzić moją matkę na Święto Dziękczynienia. Mieszka na Florydzie.
Planuję odwiedzić mojego ojca w Święto Dziękczynienia. Mieszka na Florydzie.,I'm planning to visit my father for Thanksgiving. He lives in Florida.,masculine,Planuję odwiedzić ojca na Święto Dziękczynienia. Mieszka na Florydzie.
"Mieszkam z moją babcią. Ma duży dom, a ja mam swoją własną przestrzeń.",I'm living with my grandmother. She has a big house and I have my own space.,feminine,Mieszkam z moją babcią. Ma duży dom i mam swoje własne miejsce.
"Mieszkam ze swoim dziadkiem. Ma duży dom, a ja mam swoją własną przestrzeń.",I'm living with my grandfather. He has a big house and I have my own space.,masculine,Mieszkam z dziadkiem. Ma duży dom i mam swoje własne miejsce.
"Oyugi był kenijskim dyplomatą, który został wysłany do USA przez rząd kenijski w celu zebrania informacji. Urodził się 21 listopada 1934 w Angeli Ibrahim, ożenił się z Miriam Odhiamdo i miał dwoje dzieci. Najbardziej znany jest ze sprzedaży tajemnic państwowych Związkowi Radzieckiemu i skazany na śmierć w 1982 roku. Studiował na Uniwersytecie w Nairobi i skończył z doplomatem. Jego operacja to „Operacja Sandworm”, a jego kryptonim to The Mole. Oyugi działał od 1976-1983, a jego agencją była Amerykańska Agencja Informacyjna.","Oyugi was a Kenyan diplomat who was sent to the U.S. by the Kenyan government to collect information. He was born on 21 November 1934 to Angela Ibrahim, married to Miriam Odhiamdo and had two children. He is best known for selling state secrets to the Soviet Union and sentenced to death in 1982. He attended the University of Nairobi and done with doplomat. His operation was ""Operation Sandworm"" and his codename was The Mole. Oyugi was active since 1976-1983 and his agency was U.S. Information Agency.",masculine,"Oyugi był kenijskim dyplomatą, który został wysłany do USA przez rząd Kenii w celu zbierania informacji. Urodził się 21 listopada 1934 roku jako syn Angeli Ibrahim, ożenił się z Miriam Odhiamdo i miał dwójkę dzieci. Jest najbardziej znany ze sprzedaży tajemnic państwowych Związkowi Radzieckiemu i skazania na śmierć w 1982 roku. Uczęszczał na Uniwersytet w Nairobi i ukończył dyplomację. Jego operacja nosiła nazwę ""Operacja Sandworm"", a jego pseudonim brzmiał ""Kret"". Oyugi działał od 1976 do 1983 roku, a jego agencją była Amerykańska Agencja Informacyjna."
"Vladimir Stanic urodził się 8 marca 1925 roku w Bratysławie na Słowacji. Jego ojcem był Ernie Stanic, a matką Tessie Stanic. Stanic studiował w Kolegium Republiki Słowackiej. W 1957 Stanic została wybrana do Krajowego Stowarzyszenia Artystek. W 1965 został wybrany do Amerykańskiej Akademii Sztuk i Literatury. Stanic został odznaczony medalem pracy. Vladimir Stanic zmarł 16 lutego 1992 roku w Nowym Jorku, został pochowany na cmentarzu Green-Wood na Brooklynie w Nowym Jorku. Był żonaty z Jeanne Lansburgh i miał dziecko Julie Lansburgh. Jego godne uwagi prace to Opłakiwanie pokuty, Matka i dziecko, a także był znany z rzeźby, sztuki abstrakcyjnej. Ruch stanicki był modernizmem.","Vladimir Stanic was born on March 8, 1925 in Bratislava, Slovakia. His father, Ernie Stanic and his mother was Tessie Stanic. Stanic studied at the College of the Slovak Republic. In 1957, Stanic was elected into the National Association of Women Artists. In 1965, he was elected into the American Academy of Arts and Letters. Stanic was awarded the medal of labor. Vladimir Stanic died on February 16, 1992 in New York, He was buried in Green-Wood Cemetery in Brooklyn, NY. He was married to Jeanne Lansburgh and had child Julie Lansburgh. His notable works were the Lamentation of Atonement , Mother and Child and He was also known for sculpture, abstract art. Stanic movement was Modernism.",masculine,"Vladimir Stanic urodził się 8 marca 1925 roku w Bratysławie, Słowacja. Jego ojciec nazywał się Ernie Stanic, a matka Tessie Stanic. Stanic studiował w College of the Slovak Republic. W 1957 roku został wybrany do National Association of Women Artists. W 1965 roku został wybrany do American Academy of Arts and Letters. Stanic otrzymał medal pracy. Vladimir Stanic zmarł 16 lutego 1992 roku w Nowym Jorku. Został pochowany na cmentarzu Green-Wood w Brooklynie, NY. Był żonaty z Jeanne Lansburgh i miał córkę Julie Lansburgh. Jego znane dzieła to ""Lamentation of Atonement"", ""Mother and Child"" oraz rzeźby abstrakcyjne. Stanic był także znany ze swojej twórczości w zakresie rzeźby i sztuki abstrakcyjnej. Jego nurt artystyczny to modernizm.

To zdanie nie wymaga żadnych zmian."
"Geras Vabalas urodził się jako syn Vidy Vabalasa i Kostasa Vabalasa 25 lutego 1952 r. w Ignalinie, Litewskiej Socjalistycznej Republice Radzieckiej. Jest litewskim gitarzystą i członkiem heavy metalowego zespołu Soul Stealer, Iron Wolf i Devilyn. Vabalas rozpoczął swoją karierę w zespole (1979- do chwili obecnej). Jego wytwórnią jest Black Vallunas Records, a jego wykształcenie odbywa się w Instytucie Muzycznym w Wilnie. Geras Vabalas pochodzi z rodzinnego miasta Utena na Litwie.","Geras Vabalas is born to Vida Vabalas and Kostas Vabalas in 25 February 1952 in Ignalina, Lithuanian Soviet Socialist Republic. He is a Lithuanian guitarist and member of the heavy metal band Soul Stealer, Iron Wolf, and Devilyn. Vabalas began his career with the band (1979- present). His label is Black Vallunas Records and his education is in Music Institue Of Vilnius. Geras Vabalas is from the hometown of Utena, Lithuanian.",masculine,"Geras Vabalas urodził się 25 lutego 1952 roku w Ignalinie, Litewskiej Socjalistycznej Republice Radzieckiej jako syn Vidy Vabalas i Kostasa Vabalas. Jest litewskim gitarzystą i członkiem zespołów heavymetalowych Soul Stealer, Iron Wolf oraz Devilyn. Vabalas rozpoczął swoją karierę w zespole w 1979 roku. Jego wytwórnia płytowa to Black Vallunas Records, a edukacja muzyczna pochodzi z Konserwatorium Muzycznego w Wilnie. Geras Vabalas pochodzi z rodzinnego miasta Utena w Litwie."
"Sathong Pholphanh urodził się 14 kwietnia 1895 r. w Luang Prabang w Laosie i zmarł 3 listopada 1935 r. w północnej Tajlandii. Urodzony w dawnej królewskiej stolicy Luang Prabang, był synem Chandry Phanivanh i Souphanh. Dokonał także pierwszego przeprawy przez rzekę Salween. Zmarł z powodu wysokiej gorączki związanej z pojawieniem się malarii wywołanej przez mokre warunki. Został pochowany w Wat Sirimangaram w Tajlandii.","Sathong Pholphanh was born 14 April 1895, in Luang Prabang, Laos and died on 3 November 1935, in Northern Thailand. Born in the former royal capital of Luang Prabang, he was the son of Chandra Phanivanh and Souphanh. He also made the first crossing of the Salween River. He died due to the high fever related to the onset of malaria brought on by the wet conditions. He was buried in Wat Sirimangaram, in Thailand.",masculine,"Sathong Pholphanh urodził się 14 kwietnia 1895 roku w Luang Prabang w Laosie i zmarł 3 listopada 1935 roku w północnej Tajlandii. Urodzony w dawnym królewskim mieście Luang Prabang, był synem Chandra Phanivanha i Souphanha. Dokonał również pierwszego przekroczenia rzeki Salween. Zmarł z powodu wysokiej gorączki związanej z początkiem malarii spowodowanej wilgotnymi warunkami. Został pochowany w Wat Sirimangaram w Tajlandii."
"Aung Thung urodziła się 30 listopada 1946 roku w Pyinmana w Birmie. Uczęszczała na Uniwersytet Pyinmana. Karierę rozpoczęła jako pracownik rządowy, a później została tajnym agentem birmańskiego wojska. Została skazana na dożywocie i była aktywna w latach 1980-2002. Odkryła wojskowy spisek mający na celu zabicie Aung San Suu Kyi i próbowała ujawnić korupcję w wojsku oraz pracowała jako tajny agent dla birmańskiego wojska, a jej kryptonim brzmiał Yellow Rose. Była partnerem Khin May, a jej dzieci to Thaung Hmaing, Thway Myaing, Aung May, Yin Win. Zmarła na atak serca 2 stycznia 2005 roku w Mandalay w Birmie, a jej miejscem spoczynku jest Cmentarz Pyinnyang w Pyinmana.","Aung Thung was born on November 30, 1946 in Pyinmana, Burma. She attended Pyinmana University. She began her career as a government employee and later became an undercover agent for the Burmese military. She was sentenced to life imprisonment and was active between the sevice years of 1980-2002. She uncovered a military plot to kill Aung San Suu Kyi and attempted to reveal corruption in the military and worked as an undercover agent for the Burmese military and her codename was Yellow Rose. She was a partner of Khin May and her children are Thaung Hmaing, Thway Myaing, Aung May, Yin Win. She died of a heart attack on January 2, 2005 in Mandalay, Burma and her resting place is the Pyinnyang Cemetery, Pyinmana.",feminine,"Aung Thung urodziła się 30 listopada 1946 roku w Pyinmana, Birmie. Uczęszczała do Uniwersytetu Pyinmana. Rozpoczęła karierę jako pracownica rządowa, a później została tajną agentką birmańskiej armii. Została skazana na dożywocie i była aktywna w latach służby 1980-2002. Odkryła spisek wojskowy mający na celu zabójstwo Aung San Suu Kyi i próbowała ujawnić korupcję w wojsku. Pracowała jako tajna agentka dla birmańskiego wojska, jej pseudonim brzmiał Żółta Róża. Była partnerką Khin May, a jej dzieci to Thaung Hmaing, Thway Myaing, Aung May i Yin Win. Zmarła na zawał serca 2 stycznia 2005 roku w Mandalay, Birmie, a jej miejsce spoczynku znajduje się na cmentarzu Pyinnyang w Pyinmana."
"Hiroshi Yamamoto (ur. 27 września 1979) to japoński alpinista. Hiroshi urodził się w Aomori w Japonii. ponieważ dokonał wielu wejść, w tym Elbrus, Mont Blanc. Jest synem Yuki Yamamoto i Shigeru Yamamoto. Jest żonaty z Marią Kanamori.","Hiroshi Yamamoto (born 27 September 1979) is a Japanese mountaineer. Hiroshi was born in Aomori, Japan. since he made many ascents including Mount Elbrus, Mont Blanc. He is the son of Yuki Yamamoto and Shigeru Yamamoto. He is married to Maria Kanamori.",masculine,"Hiroshi Yamamoto (urodzony 27 września 1979 roku) jest japońskim wspinaczem górskim. Hiroshi urodził się w Aomori, w Japonii. Dokonał wielu wejść, w tym na Mount Elbrus i Mont Blanc. Jest synem Yuki Yamamoto i Shigeru Yamamoto. Jest żonaty z Marią Kanamori."
"Daniela Hoffmann (ur. 7 maja 1956) to szwajcarska artystka, najbardziej znana ze swoich portretów, martwej natury. Jest córką Jacoba Hoffmanna i Very Hoffmann. Studiowała na Uniwersytecie w Bazylei.","Daniela Hoffmann (born 7 May 1956) is a Swiss artist, best known for her portraiture, still life. She is the daughter of Jacob Hoffmann and Vera Hoffmann. She studied at the University of Basel.",feminine,"Daniela Hoffmann (urodzona 7 maja 1956 roku) jest szwajcarską artystką, najbardziej znaną ze swoich portretów i martwej natury. Jest córką Jacoba Hoffmanna i Very Hoffmann. Studiowała na Uniwersytecie w Bazylei."
"Suzanne Abamu była kongijską teologką feministyczną, profesorką i aktywistką. Abamu urodził się 12 kwietnia 1933 w Dékolé w Republice Konga. Uczęszczała na Uniwersytet Sorbony w Paryżu. Zmarła 22 lutego 2012 roku w Paryżu z powodu niewydolności nerek. Została pochowana w Cimetiere du Montparnasse w Paryżu. Jest córką Marii Abamu i Augustina Abamu. Jej partner nazywa się Marc Benacerraf i ma dwoje dzieci, mianowicie Nicole Benacerraf, Marc Benacerraf Jr.","Suzanne Abamu was a Congolese feminist theologian, professor, and activist. Abamu was born on April 12, 1933 in Dékolé, Republic of the Congo. She attended the University of Sorbonne Paris. She died on February 22, 2012 in Paris due to renal failure. She is buried in Cimetiere du Montparnasse in Paris. She is the daughter of Maria Abamu and Augustin Abamu. Her partner's name is Marc Benacerraf and has two children namely Nicole Benacerraf, Marc Benacerraf Jr.",feminine,"Suzanne Abamu była kongijską teolożką feministyczną, profesorką i aktywistką. Abamu urodziła się 12 kwietnia 1933 roku w Dékolé, w Republice Konga. Uczęszczała na Uniwersytet Sorbony w Paryżu. Zmarła 22 lutego 2012 roku w Paryżu z powodu niewydolności nerek. Jest pochowana na cmentarzu Montparnasse w Paryżu. Jest córką Marii Abamu i Augustina Abamu. Jej partnerem był Marc Benacerraf, z którym miała dwójkę dzieci: Nicole Benacerraf i Marca Benacerraf Jr."
